med_description,frac_hi,n_pat_hi,no_ttt_hi,n_pres_hi,frac_lo,n_pat_lo,no_ttt_lo,n_pres_lo,fisher_pval
PRO-STAT SUGAR FREE - VANILLA FLAVORED,0.2903225806451613,18,44,27,0.02040816326530612,1,48,1,9.261692750932197e-05
*PO TO FT CONVERSION PER PHARMACY PROTOCOL,0.25806451612903225,16,46,16,0.02040816326530612,1,48,1,0.0003801237627690118
LABETALOL 5 MG/ML IV SOLN,0.5,31,31,78,0.1836734693877551,9,40,15,0.0006747102227241227
NS IV BOLUS - 500 ML,0.3225806451612903,20,42,27,0.061224489795918366,3,46,4,0.0007600705196342805
SODIUM PHOSPHATE IVPB SCALE 30 MMOL,0.3225806451612903,20,42,21,0.061224489795918366,3,46,3,0.0007600705196342805
SODIUM PHOSPHATE IVPB SCALE 15 MMOL,0.3225806451612903,20,42,21,0.061224489795918366,3,46,3,0.0007600705196342805
SENNA LEAF EXTRACT 176 MG/5 ML PO SYRP,0.5161290322580645,32,30,64,0.20408163265306123,10,39,10,0.0008387470653041545
METOCLOPRAMIDE HCL 5 MG/ML INJ SOLN,0.43548387096774194,27,35,43,0.14285714285714285,7,42,9,0.0009264082736752314
LIDOCAINE HCL 2 % JELLY,0.2903225806451613,18,44,28,0.061224489795918366,3,46,4,0.0028132434867510652
LIDOCAINE (PF) 10 MG/ML (1 %) INJ SOLN,0.4032258064516129,25,37,38,0.14285714285714285,7,42,11,0.0030693978891072962
MAGNESIUM SULFATE IN D5W 1 GRAM/100 ML IV PGBK,0.3548387096774194,22,40,29,0.10204081632653061,5,44,5,0.0032845415489515563
INSULIN LISPRO 100 UNIT/ML SC MILD SCALE NPO,0.24193548387096775,15,47,18,0.04081632653061224,2,47,3,0.0033410960509953247
POTASSIUM CHLORIDE IN WATER 10 MEQ/50 ML IV PGBK,0.3387096774193548,21,41,24,0.10204081632653061,5,44,7,0.003537655453462905
POTASSIUM CHLORIDE IN WATER 20 MEQ/50 ML IV PGBK,0.3387096774193548,21,41,26,0.10204081632653061,5,44,7,0.003537655453462905
DEXTROSE 50 % IN WATER (D50W) IV SYRG,0.5967741935483871,37,25,66,0.30612244897959184,15,34,24,0.003855262952723524
"BARIUM SULFATE 40 % (W/V), 30% (W/W) PO PSTE",0.27419354838709675,17,45,19,0.061224489795918366,3,46,3,0.005289998731909584
BARIUM SULFATE 40 % (W/V) PO SUSP,0.27419354838709675,17,45,19,0.061224489795918366,3,46,3,0.005289998731909584
NORMOSOL-R IV BOLUS - 1000 ML,0.1935483870967742,12,50,15,0.02040816326530612,1,48,1,0.005834832413287503
ENOXAPARIN 40 MG/0.4 ML SC SYRG,0.5161290322580645,32,30,54,0.24489795918367346,12,37,16,0.00592958969913584
SODIUM CHLORIDE 0.9 % IV SOLP,0.45161290322580644,28,34,43,0.20408163265306123,10,39,12,0.008600044019360233
MAGNESIUM SULFATE IN WATER 2 GRAM/50 ML (4 %) IV PGBK,0.3709677419354839,23,39,32,0.14285714285714285,7,42,7,0.009461327450778625
NALOXONE 0.4 MG/ML INJ SOLN,0.5161290322580645,32,30,52,0.2653061224489796,13,36,16,0.011076032502031605
FAMOTIDINE (PF) 20 MG/2 ML IV SOLN,0.20967741935483872,13,49,15,0.04081632653061224,2,47,2,0.011267524706438077
POTASSIUM CHLORIDE IN WATER 10 MEQ/100 ML IV PGBK,0.3387096774193548,21,41,24,0.12244897959183673,6,43,9,0.013353515892055873
DEXMEDETOMIDINE IN 0.9 % NACL 400 MCG/100 ML (4 MCG/ML) IV SOLN,0.22580645161290322,14,48,31,0.061224489795918366,3,46,4,0.018308296341376974
CLEVIDIPINE 50 MG/100 ML IV EMUL,0.22580645161290322,14,48,18,0.061224489795918366,3,46,3,0.018308296341376974
POLYETHYLENE GLYCOL 3350 17 GRAM PO PWPK,0.8709677419354839,54,8,138,0.673469387755102,33,16,57,0.019186543154899538
GLUCOSE 4 GRAM PO CHEW,0.532258064516129,33,29,57,0.30612244897959184,15,34,21,0.021025751560892536
FUROSEMIDE 10 MG/ML INJ SOLN,0.16129032258064516,10,52,29,0.02040816326530612,1,48,1,0.021554222314600174
