med_description,frac_hi,n_pat_hi,no_ttt_hi,n_pres_hi,frac_lo,n_pat_lo,no_ttt_lo,n_pres_lo,fisher_pval
VASOPRESSIN IN 0.9 % SOD CHLOR 60 UNIT/100 ML (0.6 UNIT/ML) IV SOLN,0.6506024096385542,54,29,96,0.2692307692307692,21,57,28,1.6457681021967769e-06
MILRINONE IN 5 % DEXTROSE 20 MG/100 ML (200 MCG/ML) IV PGBK,0.40963855421686746,34,49,46,0.08974358974358974,7,71,7,3.4384668708820943e-06
INSULIN REGULAR HUMAN 100 UNIT/ML INJ SOLN,0.24096385542168675,20,63,50,0.01282051282051282,1,77,1,7.542231431455943e-06
DEXTROSE 5 % IN WATER (D5W) IV SOLP,0.2289156626506024,19,64,43,0.01282051282051282,1,77,1,1.6137622023282354e-05
SODIUM CHLORIDE 3 % INH NEBU,0.24096385542168675,20,63,31,0.02564102564102564,2,76,3,4.8060895775251905e-05
FUROSEMIDE 100 MG/100 ML NS MINIBAG PLUS CONTINUOUS INFUSION,0.3253012048192771,27,56,38,0.07692307692307693,6,72,7,8.14894368255383e-05
HYDROXYZINE HCL 25 MG PO TABS,0.25301204819277107,21,62,43,0.038461538461538464,3,75,4,0.0001082943585475292
IOPAMIDOL 76 % IV SOLN (RADIOLOGY) 500 ML,0.40963855421686746,34,49,46,0.14102564102564102,11,67,11,0.00018854529762710935
NITRIC OXIDE GAS FOR INHALATION,0.24096385542168675,20,63,184,0.038461538461538464,3,75,20,0.00021282516917547968
CEFEPIME 2 GRAM/50 ML MINIBAG PLUS,0.18072289156626506,15,68,22,0.01282051282051282,1,77,1,0.00030621220361464456
POTASSIUM CHLORIDE 20 MEQ/15 ML PO LIQD,0.27710843373493976,23,60,49,0.0641025641025641,5,73,10,0.00034528996667397235
PROPOFOL 10 MG/ML IV INJECTION,0.26506024096385544,22,61,61,0.0641025641025641,5,73,7,0.0006411385307921605
SODIUM CHLORIDE 0.9% FOR INHALED EPOPROSTENOL ADMINISTRATION,0.1927710843373494,16,67,27,0.02564102564102564,2,76,3,0.000766770129511545
CHLOROTHIAZIDE SODIUM 500 MG IV SOLR,0.21686746987951808,18,65,53,0.038461538461538464,3,75,3,0.0007898149453114618
MIDAZOLAM 1 MG/ML INJ SOLN,0.21686746987951808,18,65,35,0.038461538461538464,3,75,3,0.0007898149453114618
INSULIN LISPRO 100 UNIT/ML SC MILD SCALE NPO,0.1566265060240964,13,70,15,0.01282051282051282,1,77,1,0.0012542704860508836
SUVOREXANT 10 MG PO TABS,0.18072289156626506,15,68,30,0.02564102564102564,2,76,2,0.0014857036282365397
VANCOMYCIN PER PHARMACY PROTOCOL (INPATIENT USE ONLY),0.18072289156626506,15,68,28,0.02564102564102564,2,76,2,0.0014857036282365397
HEPARIN IV INFUSION (LVAD PROTOCOL - HIGH BLEED RISK),0.24096385542168675,20,63,32,0.0641025641025641,5,73,7,0.0021123313975023234
HEPARIN IV INFUSION (LVAD PROTOCOL - NORMAL RISK),0.24096385542168675,20,63,28,0.0641025641025641,5,73,6,0.0021123313975023234
SODIUM CHLORIDE 0.9 % IV SOLP,0.37349397590361444,31,52,37,0.15384615384615385,12,66,16,0.0022614212729132003
PHENYLEPHRINE HCL IN 0.9% NACL 1 MG/10 ML (100 MCG/ML) IV SYRG,0.27710843373493976,23,60,76,0.08974358974358974,7,71,8,0.0023913785226569013
LIDOCAINE 4 % TP CREA,0.14457831325301204,12,71,21,0.01282051282051282,1,77,1,0.0024973241761868407
IPRATROPIUM-ALBUTEROL 0.5 MG-3 MG(2.5 MG BASE)/3 ML INH NEBU,0.4457831325301205,37,46,80,0.21794871794871795,17,61,31,0.0026385808506145547
"HEPARIN, PORCINE (PF) 5,000 UNIT/0.5 ML SC SYRG",0.3373493975903614,28,55,49,0.1282051282051282,10,68,13,0.0026779916395934353
EPOPROSTENOL (VELETRI) 40 MCG/ML INHALATION SYRINGE (PREMIX) - NEW CONCENTRATION,0.1927710843373494,16,67,27,0.038461538461538464,3,75,4,0.002772373935364939
POTASSIUM PHOSPHATE IN 100 ML IVPB CENTRAL LINE,0.1927710843373494,16,67,25,0.038461538461538464,3,75,4,0.002772373935364939
SENNA LEAF EXTRACT 176 MG/5 ML PO SYRP,0.1686746987951807,14,69,31,0.02564102564102564,2,76,2,0.0028408538204671686
CHLOROTHIAZIDE 250 MG/5 ML PO SUSP,0.25301204819277107,21,62,44,0.07692307692307693,6,72,6,0.0030332529700145554
VANCOMYCIN-WATER INJECT (PEG) 1 GRAM/200 ML IV PGBK,0.42168674698795183,35,48,53,0.20512820512820512,16,62,16,0.0039000880513099427
INSULIN REGULAR IN 0.9 % NACL 100 UNIT/100 ML (1 UNIT/ML) IV SOLN,0.8313253012048193,69,14,107,0.6282051282051282,49,29,66,0.004337703986539145
PANTOPRAZOLE 40 MG IV SOLR,0.37349397590361444,31,52,51,0.16666666666666666,13,65,13,0.004408432949696404
LIDOCAINE HCL 2 % JELLY,0.13253012048192772,11,72,24,0.01282051282051282,1,77,1,0.004915245892320927
SODIUM PHOSPHATES 19-7 GRAM/118 ML PR ENEM,0.1566265060240964,13,70,18,0.02564102564102564,2,76,2,0.005357253008193759
BUMETANIDE IVPB,0.1566265060240964,13,70,27,0.02564102564102564,2,76,3,0.005357253008193759
CEFAZOLIN IV PUSH (1 GRAM VIAL + NS VIAL),0.7228915662650602,60,23,75,0.5,39,39,43,0.0056737171844879995
NITROGLYCERIN IN 5 % DEXTROSE 50 MG/250 ML (200 MCG/ML) IV SOLN,0.6265060240963856,52,31,59,0.41025641025641024,32,46,36,0.007370256318866538
SUGAMMADEX 100 MG/ML IV SOLN,0.12048192771084337,10,73,15,0.01282051282051282,1,77,1,0.00955667944997416
PRO-STAT SUGAR FREE - VANILLA FLAVORED,0.12048192771084337,10,73,26,0.01282051282051282,1,77,1,0.00955667944997416
BARIUM SULFATE 40 % (W/V) PO SUSP,0.12048192771084337,10,73,12,0.01282051282051282,1,77,1,0.00955667944997416
"BARIUM SULFATE 40 % (W/V), 30% (W/W) PO PSTE",0.12048192771084337,10,73,12,0.01282051282051282,1,77,1,0.00955667944997416
METOPROLOL TARTRATE 5 MG/5 ML IV SOLN,0.14457831325301204,12,71,21,0.02564102564102564,2,76,2,0.009955646317002584
OXYCODONE 5 MG/5 ML PO SOLN,0.27710843373493976,23,60,58,0.11538461538461539,9,69,15,0.010885098550841106
HYDRALAZINE 20 MG/ML INJ SOLN (24 HOUR STOP TIME),0.24096385542168675,20,63,46,0.08974358974358974,7,71,15,0.011561851078819758
CEFAZOLIN IN DEXTROSE (ISO-OS) 2 GRAM/100 ML IV PGBK,0.03614457831325301,3,80,3,0.15384615384615385,12,66,13,0.013434800713282175
SPIRONOLACTONE 25 MG PO TABS,0.25301204819277107,21,62,55,0.10256410256410256,8,70,21,0.014417091886646735
NORMOSOL-R IV BOLUS - 1000 ML,0.060240963855421686,5,78,7,0.19230769230769232,15,63,22,0.01561557680215436
FAMOTIDINE (PF) 20 MG/2 ML IV SOLN,0.5421686746987951,45,38,49,0.34615384615384615,27,51,28,0.017164400509619364
"HEPARIN (PORCINE) 1,000 UNIT/ML INJ SOLN",0.13253012048192772,11,72,13,0.02564102564102564,2,76,2,0.018213815331058397
STANFORD BOWEL SOLUTION,0.13253012048192772,11,72,25,0.02564102564102564,2,76,2,0.018213815331058397
DOCUSATE SODIUM 50 MG/5 ML PO LIQD,0.13253012048192772,11,72,25,0.02564102564102564,2,76,2,0.018213815331058397
INSULIN LISPRO 100 UNIT/ML SC AGGRESSIVE SCALE NPO,0.10843373493975904,9,74,14,0.01282051282051282,1,77,1,0.018338747537200738
"ALBUMIN, HUMAN 25 % 25 % IV SOLP",0.10843373493975904,9,74,25,0.01282051282051282,1,77,1,0.018338747537200738
CALCIUM GLUCONATE IN 0.9% NACL 1 GRAM/50 ML IV SOLN,0.03614457831325301,3,80,3,0.14102564102564102,11,67,16,0.024133550945635393
HALOPERIDOL LACTATE 5 MG/ML INJ SOLN,0.20481927710843373,17,66,73,0.07692307692307693,6,72,8,0.024442639397014427
LIDOCAINE (PF) 10 MG/ML (1 %) INJ SOLN,0.7349397590361446,61,22,126,0.5641025641025641,44,34,60,0.031098864980476298
ARGATROBAN 50 MG IN 50 ML IV INFUSION (LVAD HIGH BLEED RISK),0.12048192771084337,10,73,16,0.02564102564102564,2,76,4,0.03276384723824033
ACETAZOLAMIDE 125 MG PO TABS,0.0963855421686747,8,75,11,0.01282051282051282,1,77,1,0.034690625031747385
IOPAMIDOL 61 % IV SOLN (RADIOLOGY) 150 ML,0.0963855421686747,8,75,8,0.01282051282051282,1,77,1,0.034690625031747385
DEXTROSE 10 % IN WATER (D10W) 10 % IV SOLP,0.0963855421686747,8,75,22,0.01282051282051282,1,77,1,0.034690625031747385
THIAMINE HCL (VITAMIN B1) 100 MG PO TABS,0.0963855421686747,8,75,11,0.01282051282051282,1,77,1,0.034690625031747385
NICARDIPINE IN NACL (ISO-OS) 40 MG/200 ML (0.2 MG/ML) IV PGBK,0.0963855421686747,8,75,10,0.01282051282051282,1,77,1,0.034690625031747385
FUROSEMIDE 40 MG PO TABS,0.24096385542168675,20,63,34,0.11538461538461539,9,69,17,0.04232550508828888
GABAPENTIN 300 MG PO CAPS,0.5783132530120482,48,35,80,0.7307692307692307,57,21,81,0.04813841309711861
MEPIVACAINE 2 % INJ SOLN,0.13253012048192772,11,72,12,0.038461538461538464,3,75,3,0.04849376838259637
MINERAL OIL PR ENEM,0.13253012048192772,11,72,17,0.038461538461538464,3,75,3,0.04849376838259637
