med_description,frac_hi,n_pat_hi,no_ttt_hi,n_pres_hi,frac_lo,n_pat_lo,no_ttt_lo,n_pres_lo,fisher_pval
LIDOCAINE (PF) 10 MG/ML (1 %) INJ SOLN,0.6046511627906976,104,68,200,0.2153846153846154,42,153,61,2.957480459113366e-14
POTASSIUM CHLORIDE IN WATER 20 MEQ/50 ML IV PGBK,0.37790697674418605,65,107,114,0.08205128205128205,16,179,25,5.4597202972368305e-12
POTASSIUM CHLORIDE IN WATER 10 MEQ/100 ML IV PGBK,0.45930232558139533,79,93,151,0.14358974358974358,28,167,40,2.610759219438049e-11
POTASSIUM CHLORIDE IN WATER 10 MEQ/50 ML IV PGBK,0.3023255813953488,52,120,61,0.06666666666666667,13,182,13,2.881555909253778e-09
"CALCIUM GLUC IN NACL, ISO-OSM 1 GRAM/50 ML IV SOLN",0.32558139534883723,56,116,114,0.10256410256410256,20,175,28,1.5008000703866473e-07
POTASSIUM CHLORIDE 20 MEQ/15 ML PO LIQD,0.2558139534883721,44,128,102,0.06153846153846154,12,183,20,1.9359634517404895e-07
FENTANYL CITRATE (PF) 50 MCG/ML INJ SOLN (WRAPPER RECORD),0.4418604651162791,76,96,197,0.18974358974358974,37,158,83,2.5977635208951636e-07
MAGNESIUM SULFATE IN D5W 1 GRAM/100 ML IV PGBK,0.3546511627906977,61,111,92,0.1282051282051282,25,170,28,3.2050570494540326e-07
FUROSEMIDE 10 MG/ML INJ SOLN,0.37790697674418605,65,107,300,0.15384615384615385,30,165,72,1.3626710421023575e-06
ONDANSETRON HCL (PF) 4 MG/2 ML INJ SOLN,0.8313953488372093,143,29,269,0.6051282051282051,118,77,174,1.839772372890893e-06
VANCOMYCIN PER PHARMACY PROTOCOL (INPATIENT USE ONLY),0.6744186046511628,116,56,167,0.4307692307692308,84,111,93,3.494031401931043e-06
MIDAZOLAM 1 MG/ML INJ SOLN,0.28488372093023256,49,123,77,0.09743589743589744,19,176,27,3.891701508678916e-06
LIDOCAINE 4 % TP CREA,0.27906976744186046,48,124,59,0.09230769230769231,18,177,21,4.741734398948554e-06
DEXTROSE 50 % IN WATER (D50W) IV SYRG,0.563953488372093,97,75,233,0.3282051282051282,64,131,127,5.859477041220342e-06
LIDOCAINE 5 % TP PTMD,0.31976744186046513,55,117,93,0.12307692307692308,24,171,43,6.431672591526897e-06
WHITE PETROLATUM-MINERAL OIL OPHTH OINT WRAPPER,0.3430232558139535,59,113,72,0.14871794871794872,29,166,32,1.576110834725837e-05
ALTEPLASE 2 MG INTRA-CATHET SOLR,0.1511627906976744,26,146,53,0.02564102564102564,5,190,17,1.5975296309449415e-05
DEXTROSE 5 % IN WATER (D5W) IV SOLP,0.14534883720930233,25,147,59,0.02564102564102564,5,190,6,3.035387600003881e-05
PRO-STAT SUGAR FREE - VANILLA FLAVORED,0.11627906976744186,20,152,26,0.015384615384615385,3,192,3,5.513375397093813e-05
THIAMINE HCL (VITAMIN B1) 100 MG PO TABS,0.1744186046511628,30,142,58,0.046153846153846156,9,186,14,7.059748961972102e-05
LIDOCAINE HCL 2 % JELLY,0.1744186046511628,30,142,53,0.046153846153846156,9,186,14,7.059748961972102e-05
NOREPINEPHRINE BITARTRATE-NACL 4 MG/250 ML (16 MCG/ML) IV SOLN,0.36046511627906974,62,110,96,0.1794871794871795,35,160,50,0.00013266105623211728
GLUCOSE 4 GRAM PO CHEW,0.46511627906976744,80,92,120,0.2717948717948718,53,142,71,0.00013783457843965342
MAGNESIUM SULFATE IN WATER 2 GRAM/50 ML (4 %) IV PGBK,0.3372093023255814,58,114,100,0.1641025641025641,32,163,41,0.0001503708715004799
BISACODYL 10 MG PR SUPP,0.3372093023255814,58,114,103,0.1641025641025641,32,163,46,0.0001503708715004799
*PO TO FT CONVERSION PER PHARMACY PROTOCOL,0.12790697674418605,22,150,24,0.02564102564102564,5,190,5,0.0001982005728369622
OXYMETAZOLINE 0.05 % NASAL SPRY,0.11627906976744186,20,152,43,0.020512820512820513,4,191,5,0.00020900235259224041
SODIUM PHOSPHATE IVPB SCALE 15 MMOL,0.10465116279069768,18,154,21,0.015384615384615385,3,192,4,0.00021109667835445898
SIMETHICONE 80 MG PO CHEW,0.08139534883720931,14,158,21,0.005128205128205128,1,194,1,0.00021921729557002013
HYDROXYZINE HCL 25 MG PO TABS,0.1569767441860465,27,145,50,0.041025641025641026,8,187,11,0.000257516541112522
VANCOMYCIN-WATER INJECT (PEG) 1 GRAM/200 ML IV PGBK,0.38372093023255816,66,106,94,0.21025641025641026,41,154,47,0.0003407082472853077
SODIUM PHOSPHATE IVPB SCALE 30 MMOL,0.11046511627906977,19,153,22,0.020512820512820513,4,191,5,0.00039251090123155216
POTASSIUM PHOSPHATE IVPB,0.13953488372093023,24,148,45,0.035897435897435895,7,188,17,0.0005127223970426509
