med_description,frac_hi,n_pat_hi,no_ttt_hi,n_pres_hi,frac_lo,n_pat_lo,no_ttt_lo,n_pres_lo,fisher_pval
PRO-STAT SUGAR FREE - VANILLA FLAVORED,0.2409090909090909,53,167,119,0.01893939393939394,5,259,7,7.454527376042449e-15
LIDOCAINE (PF) 10 MG/ML (1 %) INJ SOLN,0.6,132,88,263,0.25757575757575757,68,196,112,3.0665468298613e-14
FENTANYL CITRATE (PF) 50 MCG/ML INJ SOLN (WRAPPER RECORD),0.5181818181818182,114,106,406,0.20075757575757575,53,211,123,2.9542974144798977e-13
LIDOCAINE HCL 2 % JELLY,0.22272727272727272,49,171,81,0.030303030303030304,8,256,11,2.2121852356001136e-11
DEXMEDETOMIDINE IN 0.9 % NACL 400 MCG/100 ML (4 MCG/ML) IV SOLN,0.25,55,165,202,0.045454545454545456,12,252,15,4.6083396975601404e-11
*PO TO FT CONVERSION PER PHARMACY PROTOCOL,0.18181818181818182,40,180,42,0.01893939393939394,5,259,5,2.4481452179054884e-10
GLUCOSE 4 GRAM PO CHEW,0.5636363636363636,124,96,205,0.2840909090909091,75,189,96,6.890832673013482e-10
MIDAZOLAM 1 MG/ML INJ SOLN,0.33181818181818185,73,147,178,0.10606060606060606,28,236,48,1.305520301549073e-09
PROPOFOL 10 MG/ML IV INFUSION,0.20909090909090908,46,174,121,0.03787878787878788,10,254,15,2.9486607616760177e-09
FUROSEMIDE 10 MG/ML INJ SOLN,0.36363636363636365,80,140,496,0.13257575757575757,35,229,96,4.0618393571186265e-09
DEXTROSE 50 % IN WATER (D50W) IV SYRG,0.6636363636363637,146,74,396,0.3939393939393939,104,160,180,4.109188525852947e-09
SENNA LEAF EXTRACT 176 MG/5 ML PO SYRP,0.22272727272727272,49,171,111,0.045454545454545456,12,252,13,4.632381853214957e-09
PANTOPRAZOLE 40 MG IV SOLR,0.2681818181818182,59,161,113,0.07196969696969698,19,245,30,4.855063277151451e-09
NOREPINEPHRINE BITARTRATE-NACL 4 MG/250 ML (16 MCG/ML) IV SOLN,0.41363636363636364,91,129,164,0.17803030303030304,47,217,61,1.1835634079403767e-08
INSULIN LISPRO 100 UNIT/ML SC AGGRESSIVE SCALE NPO,0.15,33,187,52,0.015151515151515152,4,260,4,1.2167329912885272e-08
POTASSIUM CHLORIDE IN WATER 10 MEQ/100 ML IV PGBK,0.42727272727272725,94,126,176,0.1893939393939394,50,214,79,1.6526897727545182e-08
POTASSIUM CHLORIDE 20 MEQ/15 ML PO LIQD,0.3181818181818182,70,150,180,0.11363636363636363,30,234,57,3.8953899110566066e-08
FREE WATER BOLUS,0.11818181818181818,26,194,111,0.007575757575757576,2,262,7,9.186139177424465e-08
OSMOLITE 1.5 CONTINUOUS TUBE FEEDING,0.11818181818181818,26,194,57,0.007575757575757576,2,262,3,9.186139177424465e-08
WHITE PETROLATUM-MINERAL OIL OPHTH OINT WRAPPER,0.3409090909090909,75,145,111,0.13636363636363635,36,228,38,1.3214662626463865e-07
SODIUM PHOSPHATE IVPB,0.21363636363636362,47,173,83,0.05303030303030303,14,250,18,1.558294874034005e-07
CHLORHEXIDINE GLUCONATE 0.12 % MM MWSH,0.24545454545454545,54,166,69,0.07575757575757576,20,244,20,2.4649425631971027e-07
POTASSIUM CHLORIDE IN WATER 10 MEQ/50 ML IV PGBK,0.2545454545454545,56,164,76,0.08333333333333333,22,242,23,4.213820217797361e-07
"CALCIUM GLUC IN NACL, ISO-OSM 1 GRAM/50 ML IV SOLN",0.33636363636363636,74,146,162,0.14015151515151514,37,227,80,4.3960128098043717e-07
ROCURONIUM 10 MG/ML IV SOLN,0.17727272727272728,39,181,89,0.03787878787878788,10,254,16,5.075006615776713e-07
VASOPRESSIN IN 0.9 % SOD CHLOR 60 UNIT/100 ML (0.6 UNIT/ML) IV SOLN,0.21363636363636362,47,173,76,0.06060606060606061,16,248,19,6.330883340578083e-07
LIDOCAINE 4 % TP CREA,0.2636363636363636,58,162,75,0.0946969696969697,25,239,26,9.71563572579813e-07
ALTEPLASE 2 MG INTRA-CATHET SOLR,0.20909090909090908,46,174,125,0.06060606060606061,16,248,25,1.1355677604960288e-06
VANCOMYCIN PER PHARMACY PROTOCOL (INPATIENT USE ONLY),0.6863636363636364,151,69,229,0.4659090909090909,123,141,145,1.5139732949794525e-06
PHENYLEPHRINE HCL IN 0.9% NACL 1 MG/10 ML (100 MCG/ML) IV SYRG,0.18636363636363637,41,179,117,0.04924242424242424,13,251,28,1.9772921745603007e-06
HYDROMORPHONE 20 MG IN NS 100 ML IV INFUSION,0.2,44,176,71,0.056818181818181816,15,249,16,2.3542391840081884e-06
PROPOFOL 10 MG/ML IV INJECTION,0.08636363636363636,19,201,39,0.003787878787878788,1,263,1,2.3624452850277614e-06
MEROPENEM 1 GRAM/50 ML NS MINIBAG PLUS,0.2681818181818182,59,161,146,0.10227272727272728,27,237,67,2.4154392396127122e-06
HYDROMORPHONE 1 MG/ML INJ SYRG,0.5045454545454545,111,109,397,0.2916666666666667,77,187,175,2.5526037580218054e-06
ACETAMINOPHEN 650 MG/20.3 ML PO SOLN,0.24545454545454545,54,166,166,0.08712121212121213,23,241,36,2.7207596565929684e-06
EPINEPHRINE HCL IN 0.9 % NACL 100 MCG/10 ML (10 MCG/ML) IV SYRG,0.10909090909090909,24,196,51,0.011363636363636364,3,261,5,2.842267936643399e-06
INSULIN LISPRO 100 UNIT/ML SC MILD SCALE NPO,0.1318181818181818,29,191,32,0.022727272727272728,6,258,6,4.079913168132247e-06
D5 % AND 0.9 % SODIUM CHLORIDE IV SOLP,0.1318181818181818,29,191,45,0.022727272727272728,6,258,6,4.079913168132247e-06
FAMOTIDINE (PF) 20 MG/2 ML IV SOLN,0.19545454545454546,43,177,49,0.056818181818181816,15,249,20,4.09210035612892e-06
ETOMIDATE 2 MG/ML IV SOLN,0.14545454545454545,32,188,51,0.030303030303030304,8,256,9,4.1442654360402585e-06
SODIUM CHLORIDE 3 % INH NEBU,0.1409090909090909,31,189,51,0.026515151515151516,7,257,10,4.199366045183062e-06
INSULIN NPH ISOPH U-100 HUMAN 100 UNIT/ML SC SUSP,0.2409090909090909,53,167,392,0.08712121212121213,23,241,85,4.575253928924596e-06
POTASSIUM CHLORIDE IN WATER 20 MEQ/50 ML IV PGBK,0.3090909090909091,68,152,121,0.13636363636363635,36,228,57,4.5827718311207475e-06
QUETIAPINE 25 MG PO TABS,0.1590909090909091,35,185,114,0.03787878787878788,10,254,16,5.659238004194028e-06
MIDODRINE 5 MG PO TABS,0.11818181818181818,26,194,80,0.01893939393939394,5,259,9,7.822192028620362e-06
B COMPLEX-VITAMIN C-FOLIC ACID 0.8 MG PO TABS,0.09090909090909091,20,200,35,0.007575757575757576,2,262,2,8.019932487063625e-06
FAMOTIDINE 40 MG/5 ML (8 MG/ML) PO SUSP,0.09090909090909091,20,200,25,0.007575757575757576,2,262,2,8.019932487063625e-06
NORMOSOL-R IV BOLUS - 500 ML,0.45454545454545453,100,120,294,0.26136363636363635,69,195,119,1.0235348932455954e-05
NOREPINEPHRINE IV INFUSION (COMPOUNDED MIXTURE),0.07727272727272727,17,203,23,0.003787878787878788,1,263,2,1.1285922869279153e-05
HALOPERIDOL LACTATE 5 MG/ML INJ SOLN,0.19545454545454546,43,177,119,0.06439393939393939,17,247,26,1.3911981562962796e-05
METOCLOPRAMIDE HCL 5 MG/ML INJ SOLN,0.29545454545454547,65,155,123,0.13257575757575757,35,229,48,1.5223094193195815e-05
INSULIN REGULAR 100 UNIT/ML SC AGGRESSIVE SCALE NPO,0.08636363636363636,19,201,23,0.007575757575757576,2,262,2,1.6650819923585225e-05
MAGNESIUM SULFATE IN D5W 1 GRAM/100 ML IV PGBK,0.37727272727272726,83,137,164,0.20075757575757575,53,211,70,1.9115292536994177e-05
GENTAMICIN-SODIUM CITRATE 320 MCG/ML-4 % INTRA-CATHET SOLN,0.11818181818181818,26,194,219,0.022727272727272728,6,258,17,2.7434867950788832e-05
INSULIN REGULAR IV BOLUS,0.10909090909090909,24,196,39,0.01893939393939394,5,259,6,2.9194132599343817e-05
EPINEPHRINE HCL IN 0.9 % NACL 4 MG/250 ML (16 MCG/ML) IV SOLN,0.14545454545454545,32,188,46,0.03787878787878788,10,254,12,3.2531225621106796e-05
D5 %-0.45 % SODIUM CHLORIDE IV SOLP,0.1590909090909091,35,185,48,0.045454545454545456,12,252,16,3.99464403340119e-05
DEXTROSE 10 % IN WATER (D10W) 10 % IV SOLP,0.07727272727272727,17,203,23,0.007575757575757576,2,262,6,7.05493436692417e-05
CHLOROTHIAZIDE SODIUM 500 MG IV SOLR,0.06818181818181818,15,205,52,0.003787878787878788,1,263,1,0.00010233313673768988
INSULIN REGULAR IN 0.9 % NACL 100 UNIT/100 ML (1 UNIT/ML) IV SOLN,0.1,22,198,42,0.01893939393939394,5,259,6,0.00010563040044774117
LORAZEPAM 2 MG/ML INJ SOLN,0.2545454545454545,56,164,256,0.11742424242424243,31,233,54,0.00012480678890541258
HEPARIN IV INFUSION (HIGH BLEEDING RISK PROTOCOL),0.07272727272727272,16,204,28,0.007575757575757576,2,262,4,0.00014379931471665422
OXYCODONE 5 MG/5 ML PO SOLN,0.11363636363636363,25,195,81,0.026515151515151516,7,257,10,0.00015336581281505903
CALCIUM CHLORIDE 8 G/1000 ML NS IV INFUSION - PREMIX,0.10454545454545454,23,197,28,0.022727272727272728,6,258,6,0.00017357888799917614
INSULIN LISPRO 100 UNIT/ML SC MODERATE SCALE NPO,0.14545454545454545,32,188,42,0.045454545454545456,12,252,13,0.00019352981486551172
BISACODYL 10 MG PR SUPP,0.3090909090909091,68,152,116,0.16666666666666666,44,220,66,0.00023307330607065188
THIAMINE HCL (VITAMIN B1) 100 MG PO TABS,0.15,33,187,63,0.04924242424242424,13,251,18,0.00026265254411322544
MAGNESIUM SULFATE IN WATER 2 GRAM/50 ML (4 %) IV PGBK,0.36818181818181817,81,139,169,0.2159090909090909,57,207,73,0.00026404588072715985
SODIUM PHOSPHATE IVPB SCALE 15 MMOL,0.10909090909090909,24,196,28,0.026515151515151516,7,257,9,0.0002730411859840991
SUVOREXANT 10 MG PO TABS,0.06818181818181818,15,205,23,0.007575757575757576,2,262,4,0.00029092853999718936
MULTIVIT-MIN-FERROUS GLUCONATE 9 MG IRON/15 ML PO LIQD,0.06818181818181818,15,205,29,0.007575757575757576,2,262,3,0.00029092853999718936
NITRIC OXIDE GAS FOR INHALATION,0.07727272727272727,17,203,150,0.011363636363636364,3,261,4,0.00032182004427120726
HEPARIN IV INFUSION (DVT/PE PROTOCOL),0.08636363636363636,19,201,32,0.015151515151515152,4,260,5,0.0003421336974453052
"HEPARIN IV REBOLUS (DVT/PE PROTOCOL, HAL < 0.3)",0.08636363636363636,19,201,26,0.015151515151515152,4,260,5,0.0003421336974453052
METHYLPREDNISOLONE SOD SUC(PF) 125 MG/2 ML INJ SOLR,0.11363636363636363,25,195,73,0.030303030303030304,8,256,9,0.00041408709998818
ATROPINE 0.1 MG/ML INJ SYRG,0.05909090909090909,13,207,14,0.003787878787878788,1,263,1,0.0004158430098833657
HYDROXYZINE HCL 25 MG PO TABS,0.1590909090909091,35,185,73,0.06060606060606061,16,248,26,0.0005450660744018195
BARIUM SULFATE 81 % (W/W) PO POWD,0.06363636363636363,14,206,16,0.007575757575757576,2,262,2,0.0005837771883629279
"HEPARIN (PORCINE) 1,000 UNIT/ML INJ SOLN",0.07272727272727272,16,204,58,0.011363636363636364,3,261,4,0.0006176190598783488
"POTASSIUM, SODIUM PHOSPHATES 280-160-250 MG PO PWPK",0.08181818181818182,18,202,36,0.015151515151515152,4,260,5,0.0006308110298881199
SODIUM PHOSPHATE IVPB SCALE 30 MMOL,0.10909090909090909,24,196,28,0.030303030303030304,8,256,10,0.0007107371610732824
DEXTROSE 5 % IN WATER (D5W) IV SOLP,0.15,33,187,56,0.056818181818181816,15,249,29,0.0007175444513462491
CEFEPIME 1 GRAM/50 ML NS EXTENDED INFUSION MINIBAG PLUS,0.2590909090909091,57,163,84,0.13636363636363635,36,228,39,0.0007525266998062522
FLUMAZENIL 0.1 MG/ML IV SOLN,0.15454545454545454,34,186,52,0.06060606060606061,16,248,22,0.0008690034654465948
