med_description,frac_hi,n_pat_hi,no_ttt_hi,n_pres_hi,frac_lo,n_pat_lo,no_ttt_lo,n_pres_lo,fisher_pval
FUROSEMIDE 10 MG/ML INJ SOLN,0.15315315315315314,17,94,53,0.009174311926605505,1,108,1,8.075149188158733e-05
"THROMBIN (BOVINE) 5,000 UNIT TP SOLR",0.14414414414414414,16,95,16,0.027522935779816515,3,106,3,0.0029970420484440683
POTASSIUM CHLORIDE 20 MEQ/15 ML PO LIQD,0.11711711711711711,13,98,42,0.01834862385321101,2,107,3,0.0056438696104171805
FAMOTIDINE (PF) 20 MG/2 ML IV SOLN,0.09009009009009009,10,101,11,0.009174311926605505,1,108,1,0.009870767440360834
PHENYLEPHRINE HCL IN 0.9% NACL 40 MG/250 ML (160 MCG/ML) IV SOLN,0.09009009009009009,10,101,14,0.009174311926605505,1,108,1,0.009870767440360834
OXYCODONE 10 MG PO TABS,0.3063063063063063,34,77,40,0.1559633027522936,17,92,23,0.010354552843437007
"POTASSIUM, SODIUM PHOSPHATES 280-160-250 MG PO PWPK",0.10810810810810811,12,99,20,0.01834862385321101,2,107,2,0.010384912160835529
NORMOSOL-R IV BOLUS - 500 ML,0.13513513513513514,15,96,24,0.03669724770642202,4,105,4,0.014517433360071615
IOPAMIDOL 76 % IV SOLN (RADIOLOGY) 500 ML,0.12612612612612611,14,97,17,0.03669724770642202,4,105,6,0.02454030656005874
POTASSIUM CHLORIDE IN WATER 10 MEQ/100 ML IV PGBK,0.15315315315315314,17,94,24,0.05504587155963303,6,103,6,0.025922031850699277
LIDOCAINE 2 G/250 ML D5W IV INFUSION PREMIX (PAIN INDICATION),0.10810810810810811,12,99,15,0.027522935779816515,3,106,4,0.02934908236250891
VANCOMYCIN PER PHARMACY PROTOCOL (INPATIENT USE ONLY),0.10810810810810811,12,99,14,0.027522935779816515,3,106,3,0.02934908236250891
LIDOCAINE 4 % TP CREA,0.09009009009009009,10,101,13,0.01834862385321101,2,107,4,0.03362353800787843
DEXAMETHASONE 1 MG PO TABS,0.07207207207207207,8,103,23,0.009174311926605505,1,108,4,0.035340592817507864
METOCLOPRAMIDE HCL 5 MG/ML INJ SOLN,0.5585585585585585,62,49,76,0.42201834862385323,46,63,54,0.044664124142943656
"ACETAMINOPHEN 1,000 MG/100 ML (10 MG/ML) IV SOLN",0.15315315315315314,17,94,23,0.06422018348623854,7,102,8,0.05003506407047225
CEFAZOLIN IV PUSH (1 GRAM VIAL + NS VIAL),0.6126126126126126,68,43,87,0.47706422018348627,52,57,64,0.057767819877026144
FLUTICASONE PROPIONATE 50 MCG/ACTUATION NASAL SPSN,0.018018018018018018,2,109,3,0.07339449541284404,8,101,8,0.057799461336485246
THIAMINE HCL (VITAMIN B1) 100 MG PO TABS,0.08108108108108109,9,102,16,0.01834862385321101,2,107,3,0.05899015341286537
TRAZODONE 50 MG PO TABS,0.08108108108108109,9,102,17,0.01834862385321101,2,107,2,0.05899015341286537
DOCUSATE SODIUM 283 MG/5 ML PR ENEM,0.08108108108108109,9,102,14,0.01834862385321101,2,107,2,0.05899015341286537
BACLOFEN 10 MG PO TABS,0.13513513513513514,15,96,29,0.05504587155963303,6,103,11,0.06455826391465855
"CALCIUM GLUC IN NACL, ISO-OSM 1 GRAM/50 ML IV SOLN",0.13513513513513514,15,96,29,0.05504587155963303,6,103,8,0.06455826391465855
DEXMEDETOMIDINE IN 0.9 % NACL 400 MCG/100 ML (4 MCG/ML) IV SOLN,0.06306306306306306,7,104,10,0.009174311926605505,1,108,1,0.06544318888906096
PREGABALIN 50 MG PO CAPS,0.06306306306306306,7,104,11,0.009174311926605505,1,108,1,0.06544318888906096
NS W/BACITRACIN MIXTURE (SHC OR),0.5945945945945946,66,45,82,0.46788990825688076,51,58,53,0.07876738118865398
MELATONIN 1 MG PO TABS,0.02702702702702703,3,108,4,0.08256880733944955,9,100,9,0.08144618818670088
POTASSIUM CHLORIDE 20 MEQ PO TBTQ,0.09009009009009009,10,101,21,0.027522935779816515,3,106,3,0.08292129658901795
MELATONIN 3 MG PO TABS,0.24324324324324326,27,84,40,0.14678899082568808,16,93,18,0.08903422072577596
DEXAMETHASONE SODIUM PHOSPHATE 4 MG/ML INJ SOLN,0.16216216216216217,18,93,43,0.08256880733944955,9,100,11,0.09928181049115753
ATORVASTATIN 10 MG PO TABS,0.17117117117117117,19,92,22,0.09174311926605505,10,99,10,0.11016055583548685
PIPERACILLIN-TAZOBACTAM-DEXTRS 3.375 GRAM/50 ML IV PGBK,0.05405405405405406,6,105,12,0.009174311926605505,1,108,2,0.11911642294135177
ALTEPLASE 2 MG INTRA-CATHET SOLR,0.05405405405405406,6,105,11,0.009174311926605505,1,108,2,0.11911642294135177
SODIUM PHOSPHATE IVPB,0.05405405405405406,6,105,8,0.009174311926605505,1,108,1,0.11911642294135177
ACETAMINOPHEN 650 MG/20.3 ML PO SOLN,0.05405405405405406,6,105,14,0.009174311926605505,1,108,1,0.11911642294135177
BISACODYL 5 MG PO TBEC,0.18018018018018017,20,91,25,0.10091743119266056,11,98,12,0.12061779951499277
POTASSIUM CHLORIDE IN WATER 10 MEQ/50 ML IV PGBK,0.10810810810810811,12,99,15,0.045871559633027525,5,104,5,0.12806133464175198
POTASSIUM CHLORIDE IN WATER 20 MEQ/50 ML IV PGBK,0.10810810810810811,12,99,18,0.045871559633027525,5,104,5,0.12806133464175198
TRAMADOL 50 MG PO TABS,0.10810810810810811,12,99,23,0.1834862385321101,20,89,34,0.12857771049550876
CYCLOBENZAPRINE 5 MG PO TABS,0.43243243243243246,48,63,92,0.3302752293577982,36,73,66,0.12877793135970678
APIXABAN 5 MG PO TABS,0.08108108108108109,9,102,27,0.027522935779816515,3,106,3,0.13508999962782614
MELATONIN 5 MG PO TABS,0.34234234234234234,38,73,49,0.24770642201834864,27,82,30,0.140673230470526
NALBUPHINE 10 MG/ML INJ SOLN,0.11711711711711711,13,98,14,0.05504587155963303,6,103,6,0.14865324173150032
NS + VANCOMYCIN MIXTURE (SHC OR),0.16216216216216217,18,93,21,0.09174311926605505,10,99,10,0.15639248117954188
METOPROLOL SUCCINATE 50 MG PO TB24,0.018018018018018018,2,109,2,0.05504587155963303,6,103,7,0.16875919732393058
DIPHENHYDRAMINE HCL 50 MG/ML INJ SOLN,0.06306306306306306,7,104,42,0.01834862385321101,2,107,4,0.1708022751394968
LEVOTHYROXINE 25 MCG PO TABS,0.06306306306306306,7,104,7,0.01834862385321101,2,107,2,0.1708022751394968
"HEPARIN, PORCINE (PF) 5,000 UNIT/0.5 ML SC SYRG",0.23423423423423423,26,85,34,0.1559633027522936,17,92,18,0.17428680220662335
