med_description,frac_hi,n_pat_hi,no_ttt_hi,n_pres_hi,frac_lo,n_pat_lo,no_ttt_lo,n_pres_lo,fisher_pval
BISACODYL 10 MG PR SUPP,0.2391304347826087,11,35,18,0.04225352112676056,3,68,8,0.002408130314109234
POTASSIUM CHLORIDE IN WATER 10 MEQ/100 ML IV PGBK,0.1956521739130435,9,37,15,0.028169014084507043,2,69,2,0.006455566132110466
LAMOTRIGINE 25 MG PO TABS,0.391304347826087,18,28,35,0.16901408450704225,12,59,19,0.009430403561727783
VANCOMYCIN PER PHARMACY PROTOCOL (INPATIENT USE ONLY),0.17391304347826086,8,38,10,0.028169014084507043,2,69,2,0.013368905503955007
POTASSIUM CHLORIDE IN WATER 10 MEQ/50 ML IV PGBK,0.13043478260869565,6,40,10,0.014084507042253521,1,70,1,0.014488816853383287
POTASSIUM CHLORIDE IN WATER 20 MEQ/50 ML IV PGBK,0.13043478260869565,6,40,10,0.014084507042253521,1,70,1,0.014488816853383287
FOSPHENYTOIN IN NS 100 ML IVPB,0.13043478260869565,6,40,10,0.014084507042253521,1,70,1,0.014488816853383287
MAGNESIUM SULFATE IN D5W 1 GRAM/100 ML IV PGBK,0.13043478260869565,6,40,8,0.014084507042253521,1,70,2,0.014488816853383287
POTASSIUM CHLORIDE 20 MEQ/15 ML PO LIQD,0.17391304347826086,8,38,17,0.04225352112676056,3,68,4,0.023644381346846884
FENTANYL CITRATE (PF) 50 MCG/ML INJ SOLN (WRAPPER RECORD),0.17391304347826086,8,38,23,0.04225352112676056,3,68,6,0.023644381346846884
LEVETIRACETAM 750 MG PO TABS,0.13043478260869565,6,40,11,0.323943661971831,23,48,35,0.027287447065541242
LIDOCAINE (PF) 10 MG/ML (1 %) INJ SOLN,0.1956521739130435,9,37,18,0.056338028169014086,4,67,6,0.03209078408772185
LORAZEPAM 2 MG/ML INJ SOLN,0.5217391304347826,24,22,69,0.30985915492957744,22,49,38,0.03257747624718425
PROPOFOL 10 MG/ML IV INFUSION,0.10869565217391304,5,41,20,0.014084507042253521,1,70,1,0.0341125856941831
NORMOSOL-R IV BOLUS - 500 ML,0.10869565217391304,5,41,8,0.014084507042253521,1,70,1,0.0341125856941831
ELECTROLYTE-R (PH 7.4) IV SOLP,0.10869565217391304,5,41,5,0.014084507042253521,1,70,1,0.0341125856941831
CYANOCOBALAMIN (VITAMIN B-12) 500 MCG PO TABS,0.10869565217391304,5,41,8,0.014084507042253521,1,70,1,0.0341125856941831
ENOXAPARIN 40 MG/0.4 ML SC SYRG,0.2608695652173913,12,34,18,0.11267605633802817,8,63,9,0.04627632263901422
SENNA LEAF EXTRACT 176 MG/5 ML PO SYRP,0.15217391304347827,7,39,21,0.04225352112676056,3,68,4,0.0476664015967624
METOCLOPRAMIDE HCL 5 MG/ML INJ SOLN,0.17391304347826086,8,38,14,0.056338028169014086,4,67,4,0.0597856681715174
FOLIC ACID 1 MG PO TABS,0.1956521739130435,9,37,17,0.07042253521126761,5,66,6,0.07684302044471805
MIDAZOLAM 50 MG IN D5W 100 ML IV INFUSION,0.08695652173913043,4,42,8,0.014084507042253521,1,70,1,0.07733160040308747
CEFTRIAXONE 2 GRAM/20 ML IV PUSH (VIAL ONLY),0.08695652173913043,4,42,7,0.014084507042253521,1,70,1,0.07733160040308747
VALPROIC ACID (AS SODIUM SALT) 250 MG/5 ML (5 ML) PO SOLN,0.08695652173913043,4,42,17,0.014084507042253521,1,70,1,0.07733160040308747
LIDOCAINE HCL 2 % JELLY,0.08695652173913043,4,42,5,0.014084507042253521,1,70,1,0.07733160040308747
LACOSAMIDE 10 MG/ML PO SOLN,0.08695652173913043,4,42,9,0.014084507042253521,1,70,1,0.07733160040308747
"LEVETIRACETAM IVPB (>1500 MG, <3750 MG)",0.2391304347826087,11,35,15,0.11267605633802817,8,63,9,0.07879208420064535
GLUCOSE 4 GRAM PO CHEW,0.1956521739130435,9,37,11,0.08450704225352113,6,65,7,0.09451552401457283
ACETAMINOPHEN 650 MG/20.3 ML PO SOLN,0.15217391304347827,7,39,18,0.056338028169014086,4,67,5,0.10806515261867508
CHLORHEXIDINE GLUCONATE 0.12 % MM MWSH,0.10869565217391304,5,41,6,0.028169014084507043,2,69,2,0.10998717439139517
