med_description,frac_hi,n_pat_hi,no_ttt_hi,n_pres_hi,frac_lo,n_pat_lo,no_ttt_lo,n_pres_lo,fisher_pval
SPIRONOLACTONE 25 MG PO TABS,0.24242424242424243,16,50,32,0.022988505747126436,2,85,5,4.592988347851834e-05
"CALCIUM GLUC IN NACL, ISO-OSM 1 GRAM/50 ML IV SOLN",0.18181818181818182,12,54,14,0.011494252873563218,1,86,1,0.00018749044072656316
SODIUM CHLORIDE 0.9 % IV SOLP,0.25757575757575757,17,49,21,0.5287356321839081,46,41,63,0.0008885427261971114
WARFARIN PER PHARMACY PROTOCOL,0.16666666666666666,11,55,18,0.022988505747126436,2,85,3,0.002293872679588143
MAGNESIUM SULFATE IN WATER 2 GRAM/50 ML (4 %) IV PGBK,0.3484848484848485,23,43,33,0.13793103448275862,12,75,14,0.0032472994843287147
WHITE PETROLATUM-MINERAL OIL OPHTH OINT WRAPPER,0.15151515151515152,10,56,12,0.022988505747126436,2,85,2,0.0048263140237163864
IPRATROPIUM BROMIDE 0.02 % INH SOLN,0.12121212121212122,8,58,12,0.011494252873563218,1,86,1,0.005387771842747394
POTASSIUM CHLORIDE IN WATER 10 MEQ/100 ML IV PGBK,0.22727272727272727,15,51,21,0.06896551724137931,6,81,9,0.00792165096434888
AMIODARONE 200 MG PO TABS,0.22727272727272727,15,51,45,0.06896551724137931,6,81,10,0.00792165096434888
POTASSIUM CHLORIDE IN WATER 20 MEQ/50 ML IV PGBK,0.18181818181818182,12,54,33,0.04597701149425287,4,83,4,0.007995522886309326
LIDOCAINE 5 % TP PTMD,0.13636363636363635,9,57,18,0.022988505747126436,2,85,6,0.009969140597301498
EPINEPHRINE HCL IN 0.9 % NACL 4 MG/250 ML (16 MCG/ML) IV SOLN,0.13636363636363635,9,57,11,0.022988505747126436,2,85,3,0.009969140597301498
METOCLOPRAMIDE HCL 5 MG/ML INJ SOLN,0.24242424242424243,16,50,20,0.09195402298850575,8,79,10,0.013845864192286636
FUROSEMIDE 10 MG/ML INJ SOLN,0.25757575757575757,17,49,58,0.10344827586206896,9,78,19,0.016293495530443847
HEPARIN IV INFUSION (LVAD PROTOCOL - NORMAL RISK),0.12121212121212122,8,58,11,0.022988505747126436,2,85,2,0.020159946227157808
"ALBUMIN, HUMAN 5 % 5 % IV SOLP",0.10606060606060606,7,59,12,0.011494252873563218,1,86,2,0.021337751568827466
PREFERRED ANTIBIOTIC AGENT,0.015151515151515152,1,65,1,0.11494252873563218,10,77,10,0.02412881443599079
POTASSIUM CHLORIDE IN WATER 10 MEQ/50 ML IV PGBK,0.16666666666666666,11,55,14,0.04597701149425287,4,83,4,0.025133463455859775
"HEPARIN IV INFUSION (A-FIB PROTOCOL, A-FIB & INR < 2)",0.13636363636363635,9,57,11,0.034482758620689655,3,84,3,0.03098171704317373
NORMOSOL-R IV BOLUS - 500 ML,0.25757575757575757,17,49,37,0.11494252873563218,10,77,12,0.03134799454923305
CHLORHEXIDINE GLUCONATE 0.12 % MM MWSH,0.3939393939393939,26,40,32,0.22988505747126436,20,67,27,0.03347429017234744
WARFARIN 3 MG PO TABS,0.10606060606060606,7,59,11,0.022988505747126436,2,85,4,0.03978374875055279
FAMOTIDINE (PF) 20 MG/2 ML IV SOLN,0.10606060606060606,7,59,7,0.022988505747126436,2,85,3,0.03978374875055279
ACETAMINOPHEN 325 MG PO TABS,0.8787878787878788,58,8,107,0.735632183908046,64,23,109,0.04132457276886729
ALLOPURINOL 100 MG PO TABS,0.09090909090909091,6,60,6,0.011494252873563218,1,86,1,0.042877918106338994
PROPOFOL 10 MG/ML IV INFUSION,0.09090909090909091,6,60,7,0.011494252873563218,1,86,3,0.042877918106338994
HYDRALAZINE 25 MG PO TABS,0.09090909090909091,6,60,16,0.011494252873563218,1,86,2,0.042877918106338994
BENZOCAINE-MENTHOL 15-3.6 MG MM LOZG,0.09090909090909091,6,60,6,0.011494252873563218,1,86,1,0.042877918106338994
PANTOPRAZOLE 40 MG IV SOLR,0.09090909090909091,6,60,16,0.011494252873563218,1,86,2,0.042877918106338994
INSULIN LISPRO 100 UNIT/ML SC MILD SCALE FEEDING (MEALS),0.09090909090909091,6,60,6,0.011494252873563218,1,86,1,0.042877918106338994
INSULIN LISPRO 100 UNIT/ML SC MILD SCALE FEEDING (BEDTIME),0.09090909090909091,6,60,6,0.011494252873563218,1,86,1,0.042877918106338994
POTASSIUM CHLORIDE 20 MEQ/15 ML PO LIQD,0.12121212121212122,8,58,13,0.034482758620689655,3,84,4,0.05677521046590081
"HEPARIN IV INFUSION (A-FIB PROTOCOL, A-FIB & INR > 2)",0.12121212121212122,8,58,9,0.034482758620689655,3,84,3,0.05677521046590081
PANTOPRAZOLE 40 MG PO TBEC,0.4393939393939394,29,37,39,0.28735632183908044,25,62,31,0.06110253953905047
MELATONIN 5 MG PO TABS,0.7272727272727273,48,18,60,0.5747126436781609,50,37,63,0.061953675357218616
HYDROMORPHONE 1 MG/ML INJ SYRG,0.5,33,33,98,0.3448275862068966,30,57,59,0.0681811632620875
POTASSIUM CHLORIDE 20 MEQ PO TBTQ,0.2878787878787879,19,47,36,0.16091954022988506,14,73,29,0.07433729481187396
DEXAMETHASONE SODIUM PHOSPHATE 4 MG/ML INJ SOLN,0.07575757575757576,5,61,7,0.011494252873563218,1,86,1,0.08512623605765687
HYDRALAZINE 10 MG PO TABS,0.07575757575757576,5,61,6,0.011494252873563218,1,86,1,0.08512623605765687
"HEPARIN IV BOLUS (A-FIB PROTOCOL, A-FIB & INR < 2)",0.07575757575757576,5,61,5,0.011494252873563218,1,86,1,0.08512623605765687
MIDAZOLAM 1 MG/ML INJ SOLN,0.12121212121212122,8,58,15,0.22988505747126436,20,67,23,0.09528536472407546
CEFAZOLIN IV PUSH (1 GRAM VIAL ONLY),0.48484848484848486,32,34,46,0.3448275862068966,30,57,47,0.09712586524743722
NITROGLYCERIN 0.4 MG SL SUBL,0.045454545454545456,3,63,6,0.12643678160919541,11,76,20,0.09771281562454359
NS IV BOLUS - 500 ML,0.10606060606060606,7,59,8,0.034482758620689655,3,84,4,0.10130559223701811
INSULIN NPH ISOPH U-100 HUMAN 100 UNIT/ML SC SUSP,0.10606060606060606,7,59,35,0.034482758620689655,3,84,4,0.10130559223701811
MAGNESIUM SULFATE IN D5W 1 GRAM/100 ML IV PGBK,0.25757575757575757,17,49,20,0.14942528735632185,13,74,15,0.1044494582401525
MAGNESIUM HYDROXIDE 400 MG/5 ML PO SUSP,0.5606060606060606,37,29,37,0.42528735632183906,37,50,39,0.10535114885186128
POTASSIUM CHLORIDE 10 MEQ PO TBTQ,0.19696969696969696,13,53,16,0.10344827586206896,9,78,11,0.11061009866908869
HEPARIN 1000 UNIT/ML + NITROGLYCERIN 100 MCG/ML + VERAPAMIL 2.5 MG/ML (SHC OR),0.030303030303030304,2,64,2,0.10344827586206896,9,78,9,0.11577385146043953
GLUCOSE 4 GRAM PO CHEW,0.30303030303030304,20,46,27,0.1839080459770115,16,71,18,0.12298971747122124
LABETALOL 5 MG/ML IV SOLN,0.30303030303030304,20,46,21,0.1839080459770115,16,71,17,0.12298971747122124
IODIXANOL 320 MG IODINE/ML IV SOLN + PLUSPAK (RADIOLOGY) 200 ML,0.42424242424242425,28,38,28,0.2988505747126437,26,61,26,0.1257092855060066
ATROPINE 0.1 MG/ML INJ SYRG,0.3181818181818182,21,45,23,0.20689655172413793,18,69,21,0.13615302090554182
METOPROLOL SUCCINATE 50 MG PO TB24,0.015151515151515152,1,65,1,0.08045977011494253,7,80,14,0.138685547439531
MINERAL OIL PR ENEM,0.5454545454545454,36,30,36,0.41379310344827586,36,51,38,0.14091588514069564
WARFARIN 2.5 MG PO TABS,0.06060606060606061,4,62,14,0.011494252873563218,1,86,1,0.16602721616202087
VANCOMYCIN PER PHARMACY PROTOCOL (INPATIENT USE ONLY),0.06060606060606061,4,62,5,0.011494252873563218,1,86,1,0.16602721616202087
HYDRALAZINE 50 MG PO TABS,0.06060606060606061,4,62,8,0.011494252873563218,1,86,7,0.16602721616202087
"HEPARIN IV REBOLUS (A-FIB PROTOCOL, HAL < 0.1)",0.06060606060606061,4,62,4,0.011494252873563218,1,86,1,0.16602721616202087
HEPARIN IV INFUSION (LVAD PROTOCOL - HIGH BLEED RISK),0.06060606060606061,4,62,9,0.011494252873563218,1,86,1,0.16602721616202087
CHLOROTHIAZIDE SODIUM 500 MG IV SOLR,0.06060606060606061,4,62,9,0.011494252873563218,1,86,1,0.16602721616202087
"HEPARIN IV REBOLUS (A-FIB PROTOCOL, HAL 0.1 - 0.19)",0.06060606060606061,4,62,4,0.011494252873563218,1,86,1,0.16602721616202087
INSULIN LISPRO 100 UNIT/ML SC AGGRESSIVE SCALE FEEDING (BEDTIME),0.06060606060606061,4,62,5,0.011494252873563218,1,86,1,0.16602721616202087
SODIUM CHLORIDE 0.9 % (FLUSH) INJ SYRG,0.06060606060606061,4,62,4,0.011494252873563218,1,86,2,0.16602721616202087
INSULIN LISPRO 100 UNIT/ML SC AGGRESSIVE SCALE FEEDING (MEALS),0.06060606060606061,4,62,5,0.011494252873563218,1,86,1,0.16602721616202087
SUCRALFATE 1 GRAM PO TABS,0.09090909090909091,6,60,6,0.034482758620689655,3,84,4,0.17517640488305242
FINASTERIDE 5 MG PO TABS,0.09090909090909091,6,60,11,0.034482758620689655,3,84,3,0.17517640488305242
METOPROLOL TARTRATE 5 MG/5 ML IV SOLN,0.06060606060606061,4,62,6,0.13793103448275862,12,75,16,0.18180619138688675
NALOXONE 0.4 MG/ML INJ SOLN,0.9242424242424242,61,5,123,0.8505747126436781,74,13,149,0.20826802571317204
LOSARTAN 50 MG PO TABS,0.07575757575757576,5,61,11,0.14942528735632185,13,74,15,0.2082680257131721
GABAPENTIN 300 MG PO CAPS,0.10606060606060606,7,59,10,0.04597701149425287,4,83,4,0.20873308083374265
TAMSULOSIN 0.4 MG PO CAPS,0.25757575757575757,17,49,30,0.1724137931034483,15,72,21,0.2311809276740126
POLYETHYLENE GLYCOL 3350 17 GRAM PO PWPK,0.8181818181818182,54,12,83,0.896551724137931,78,9,100,0.23513150260805432
LEVOTHYROXINE 75 MCG PO TABS,0.015151515151515152,1,65,1,0.05747126436781609,5,82,5,0.2362866195411143
MELATONIN 1 MG PO TABS,0.015151515151515152,1,65,1,0.05747126436781609,5,82,5,0.2362866195411143
WARFARIN 5 MG PO TABS,0.07575757575757576,5,61,12,0.022988505747126436,2,85,2,0.2399341398472354
PANTOPRAZOLE 20 MG PO TBEC,0.07575757575757576,5,61,6,0.022988505747126436,2,85,3,0.2399341398472354
HYDROXYZINE HCL 25 MG PO TABS,0.07575757575757576,5,61,10,0.022988505747126436,2,85,2,0.2399341398472354
NS IV BOLUS - 250 ML,0.12121212121212122,8,58,9,0.05747126436781609,5,82,5,0.24121287789033158
APIXABAN 5 MG PO TABS,0.2878787878787879,19,47,37,0.20689655172413793,18,69,28,0.2592158248496302
ONDANSETRON HCL (PF) 4 MG/2 ML INJ SOLN,1.0,66,0,145,0.9655172413793104,84,3,170,0.2592879256965945
ATORVASTATIN 20 MG PO TABS,0.21212121212121213,14,52,16,0.2988505747126437,26,61,28,0.26725636797411545
NITROGLYCERIN 100 MCG/ML IN D5W 30 ML (SHC OR),0.06060606060606061,4,62,4,0.11494252873563218,10,77,10,0.27533002376164
"ACETAMINOPHEN 1,000 MG/100 ML (10 MG/ML) IV SOLN",0.07575757575757576,5,61,9,0.034482758620689655,3,84,4,0.29189048502963055
SOTALOL 80 MG PO TABS,0.07575757575757576,5,61,11,0.034482758620689655,3,84,6,0.29189048502963055
VASOPRESSIN IN 0.9 % SOD CHLOR 60 UNIT/100 ML (0.6 UNIT/ML) IV SOLN,0.07575757575757576,5,61,12,0.034482758620689655,3,84,3,0.29189048502963055
"LIDOCAINE-EPINEPHRINE 1 %-1:100,000 INJ SOLN",0.07575757575757576,5,61,6,0.034482758620689655,3,84,3,0.29189048502963055
BUMETANIDE 2 MG PO TABS,0.07575757575757576,5,61,13,0.034482758620689655,3,84,5,0.29189048502963055
BUPIVACAINE (PF) 0.25 % (2.5 MG/ML) INJ SOLN,0.07575757575757576,5,61,5,0.034482758620689655,3,84,3,0.29189048502963055
HYDRALAZINE 20 MG/ML INJ SOLN (24 HOUR STOP TIME),0.030303030303030304,2,64,4,0.08045977011494253,7,80,9,0.3010003420319117
DIAZEPAM 5 MG PO TABS,0.07575757575757576,5,61,6,0.13793103448275862,12,75,12,0.3014292984802189
IODIXANOL 320 MG IODINE/ML IV SOLN,0.3333333333333333,22,44,23,0.42528735632183906,37,50,37,0.31447597429550334
PREDNISONE 20 MG PO TABS,0.045454545454545456,3,63,7,0.011494252873563218,1,86,1,0.3156452682153378
"DOBUTAMINE IN D5W 500 MG/250 ML (2,000 MCG/ML) IV SOLP",0.045454545454545456,3,63,10,0.011494252873563218,1,86,1,0.3156452682153378
HEPARIN IV INFUSION (HIGH BLEEDING RISK PROTOCOL),0.045454545454545456,3,63,3,0.011494252873563218,1,86,1,0.3156452682153378
SODIUM PHOSPHATE IVPB,0.045454545454545456,3,63,3,0.011494252873563218,1,86,1,0.3156452682153378
BUMETANIDE 1 MG PO TABS,0.045454545454545456,3,63,5,0.011494252873563218,1,86,3,0.3156452682153378
MISCELLANEOUS MEDICATION HELP ORDER,0.045454545454545456,3,63,3,0.011494252873563218,1,86,1,0.3156452682153378
INSULIN LISPRO 100 UNIT/ML SC MODERATE SCALE NPO,0.045454545454545456,3,63,6,0.011494252873563218,1,86,1,0.3156452682153378
SACUBITRIL-VALSARTAN 24-26 MG PO TABS,0.045454545454545456,3,63,4,0.011494252873563218,1,86,3,0.3156452682153378
