med_description,frac_hi,n_pat_hi,no_ttt_hi,n_pres_hi,frac_lo,n_pat_lo,no_ttt_lo,n_pres_lo,fisher_pval
DEXAMETHASONE 4 MG PO TABS,0.25757575757575757,17,49,24,0.06578947368421052,5,71,6,0.0021381358877661247
"CALCIUM GLUC IN NACL, ISO-OSM 1 GRAM/50 ML IV SOLN",0.24242424242424243,16,50,41,0.06578947368421052,5,71,5,0.004018913997471872
MELATONIN 5 MG PO TABS,0.6212121212121212,41,25,69,0.3684210526315789,28,48,38,0.004064297109401156
MAGNESIUM SULFATE IN WATER 2 GRAM/50 ML (4 %) IV PGBK,0.22727272727272727,15,51,17,0.06578947368421052,5,71,25,0.0073959123729390305
ENOXAPARIN 30 MG/0.3 ML SC SYRG,0.12121212121212122,8,58,8,0.013157894736842105,1,75,1,0.0123341971646603
METOPROLOL TARTRATE 5 MG/5 ML IV SOLN,0.12121212121212122,8,58,20,0.013157894736842105,1,75,2,0.0123341971646603
POTASSIUM CHLORIDE IN WATER 10 MEQ/50 ML IV PGBK,0.12121212121212122,8,58,9,0.013157894736842105,1,75,1,0.0123341971646603
MAGNESIUM SULFATE IN D5W 1 GRAM/100 ML IV PGBK,0.21212121212121213,14,52,19,0.06578947368421052,5,71,5,0.013312945701602184
ZZZ IMS TEMPLATE,0.30303030303030304,20,46,38,0.13157894736842105,10,66,12,0.014261040611343534
ACETAMINOPHEN 500 MG PO TABS,0.4090909090909091,27,39,52,0.21052631578947367,16,60,19,0.016758681346645515
BISACODYL 10 MG PR SUPP,0.24242424242424243,16,50,21,0.09210526315789473,7,69,8,0.021515088477711487
METOPROLOL TARTRATE 25 MG PO TABS,0.19696969696969696,13,53,27,0.06578947368421052,5,71,7,0.02341453149429237
POTASSIUM CHLORIDE IN WATER 20 MEQ/50 ML IV PGBK,0.13636363636363635,9,57,10,0.02631578947368421,2,74,3,0.02400346841707683
INSULIN REGULAR HUMAN 100 UNIT/ML INJ SOLN,0.10606060606060606,7,59,15,0.013157894736842105,1,75,5,0.024979105918087042
DEXTROSE 50 % IN WATER (D50W) IV SYRG,0.45454545454545453,30,36,78,0.27631578947368424,21,55,29,0.035347273295602416
FLUTICASONE FUROATE-VILANTEROL 100-25 MCG/DOSE INH DSDV,0.030303030303030304,2,64,2,0.13157894736842105,10,66,12,0.03613597079634873
MONTELUKAST 10 MG PO TABS,0.030303030303030304,2,64,4,0.13157894736842105,10,66,11,0.03613597079634873
INSULIN LISPRO 100 UNIT/ML SC MILD SCALE FEEDING (BEDTIME),0.18181818181818182,12,54,14,0.06578947368421052,5,71,5,0.04018681358391687
INSULIN LISPRO 100 UNIT/ML SC MILD SCALE FEEDING (MEALS),0.18181818181818182,12,54,14,0.06578947368421052,5,71,5,0.04018681358391687
INV - REMDESIVIR 200 MG/250 ML IVPB (EUA COMMERCIAL SUPPLY),0.12121212121212122,8,58,9,0.02631578947368421,2,74,2,0.04478980280592811
FENTANYL CITRATE (PF) 50 MCG/ML INJ SOLN (WRAPPER RECORD),0.12121212121212122,8,58,20,0.02631578947368421,2,74,3,0.04478980280592811
NALOXONE 0.4 MG/ML INJ SOLN,0.3181818181818182,21,45,36,0.17105263157894737,13,63,14,0.049391544377347274
NS IV BOLUS - 250 ML,0.09090909090909091,6,60,8,0.013157894736842105,1,75,1,0.04965575888830932
DEXAMETHASONE 2 MG PO TABS,0.09090909090909091,6,60,10,0.013157894736842105,1,75,2,0.04965575888830932
LR IV BOLUS - 250 ML,0.09090909090909091,6,60,7,0.013157894736842105,1,75,1,0.04965575888830932
