med_description,frac_hi,n_pat_hi,no_ttt_hi,n_pres_hi,frac_lo,n_pat_lo,no_ttt_lo,n_pres_lo,fisher_pval
BISACODYL 10 MG PR SUPP,0.5,26,26,32,0.23333333333333334,14,46,15,0.005340924869310077
POTASSIUM CHLORIDE 20 MEQ/15 ML PO LIQD,0.28846153846153844,15,37,23,0.1,6,54,17,0.014744456171241663
SODIUM CHLORIDE 0.9 % IV SOLP,0.5576923076923077,29,23,40,0.7666666666666667,46,14,55,0.026468580527726458
NS IV BOLUS - 500 ML,0.28846153846153844,15,37,22,0.11666666666666667,7,53,18,0.03130179284227344
INSULIN NPH ISOPH U-100 HUMAN 100 UNIT/ML SC SUSP,0.15384615384615385,8,44,61,0.03333333333333333,2,58,5,0.04263127528277996
HYDRALAZINE 25 MG PO TABS,0.11538461538461539,6,46,15,0.016666666666666666,1,59,1,0.048070772418370614
INSULIN LISPRO 100 UNIT/ML SC AGGRESSIVE SCALE NPO,0.11538461538461539,6,46,8,0.016666666666666666,1,59,1,0.048070772418370614
PROPOFOL 10 MG/ML IV INFUSION,0.17307692307692307,9,43,19,0.05,3,57,5,0.06269599907957513
MELATONIN 5 MG PO TABS,0.1346153846153846,7,45,11,0.03333333333333333,2,58,4,0.0788891548049278
NORMOSOL-R IV BOLUS - 1000 ML,0.1346153846153846,7,45,8,0.03333333333333333,2,58,2,0.0788891548049278
TRAMADOL 50 MG PO TABS,0.09615384615384616,5,47,10,0.016666666666666666,1,59,1,0.09461596553253931
GABAPENTIN 300 MG PO CAPS,0.09615384615384616,5,47,8,0.016666666666666666,1,59,1,0.09461596553253931
SODIUM CHLORIDE 1 GRAM PO TABS,0.09615384615384616,5,47,11,0.016666666666666666,1,59,2,0.09461596553253931
"ACETAMINOPHEN 1,000 MG/100 ML (10 MG/ML) IV SOLN",0.07692307692307693,4,48,7,0.2,12,48,14,0.10241573267898338
IPRATROPIUM-ALBUTEROL 0.5 MG-3 MG(2.5 MG BASE)/3 ML INH NEBU,0.15384615384615385,8,44,18,0.05,3,57,5,0.10888177652000308
PRO-STAT SUGAR FREE - VANILLA FLAVORED,0.21153846153846154,11,41,18,0.1,6,54,7,0.11892259032369686
FAMOTIDINE 20 MG PO TABS,0.21153846153846154,11,41,22,0.1,6,54,9,0.11892259032369686
LIDOCAINE HCL 10 MG/ML (1 %) INJ SOLN,0.34615384615384615,18,34,20,0.5,30,30,30,0.1265508240913905
POTASSIUM CHLORIDE IN 0.9%NACL 20 MEQ/L IV SOLP,0.5192307692307693,27,25,34,0.36666666666666664,22,38,23,0.12791195774291714
*PO TO FT CONVERSION PER PHARMACY PROTOCOL,0.17307692307692307,9,43,9,0.06666666666666667,4,56,4,0.13697537756059414
LOSARTAN 50 MG PO TABS,0.11538461538461539,6,46,17,0.03333333333333333,2,58,2,0.14186506979471022
NIMODIPINE 30 MG PO CAPS,0.11538461538461539,6,46,23,0.03333333333333333,2,58,2,0.14186506979471022
ATROPINE 0.1 MG/ML INJ SYRG,0.11538461538461539,6,46,8,0.03333333333333333,2,58,2,0.14186506979471022
DEXAMETHASONE SODIUM PHOSPHATE 4 MG/ML INJ SOLN,0.11538461538461539,6,46,7,0.03333333333333333,2,58,2,0.14186506979471022
IOPAMIDOL 76 % IV SOLN (RADIOLOGY) 500 ML,0.28846153846153844,15,37,18,0.16666666666666666,10,50,11,0.17195470973475896
SODIUM CHLORIDE 3 % 3 % IV SOLP,0.07692307692307693,4,48,6,0.016666666666666666,1,59,1,0.18116511006419264
