med_description,frac_hi,n_pat_hi,no_ttt_hi,n_pres_hi,frac_lo,n_pat_lo,no_ttt_lo,n_pres_lo,fisher_pval
SUVOREXANT 10 MG PO TABS,0.20408163265306123,10,39,12,0.014084507042253521,1,70,1,0.0005277943735349892
CEFEPIME 2 GRAM/50 ML MINIBAG PLUS,0.16326530612244897,8,41,8,0.014084507042253521,1,70,1,0.003258604346063584
WARFARIN 5 MG PO TABS,0.1836734693877551,9,40,22,0.028169014084507043,2,69,4,0.007132420830131242
INSULIN LISPRO 100 UNIT/ML SC MILD SCALE NPO,0.14285714285714285,7,42,7,0.014084507042253521,1,70,1,0.007795092749407005
CEFEPIME 2 GRAM/50 ML NS EXTENDED INFUSION MINIBAG PLUS,0.14285714285714285,7,42,7,0.014084507042253521,1,70,1,0.007795092749407005
VANCOMYCIN-WATER INJECT (PEG) 1 GRAM/200 ML IV PGBK,0.42857142857142855,21,28,27,0.2112676056338028,15,56,15,0.014817499220318029
SODIUM CHLORIDE 3 % INH NEBU,0.12244897959183673,6,43,6,0.014084507042253521,1,70,1,0.018134066319817597
VANCOMYCIN PER PHARMACY PROTOCOL (INPATIENT USE ONLY),0.12244897959183673,6,43,6,0.014084507042253521,1,70,1,0.018134066319817597
CARVEDILOL 6.25 MG PO TABS,0.22448979591836735,11,38,30,0.07042253521126761,5,66,11,0.02631438751963533
CEFAZOLIN IV PUSH (1 GRAM VIAL ONLY),0.6326530612244898,31,18,45,0.8169014084507042,58,13,75,0.03333883787537052
"HEPARIN (PORCINE) IN NACL (PF) 1,000 UNIT/500 ML IV SOLP",0.1836734693877551,9,40,10,0.056338028169014086,4,67,4,0.03688368945988333
WARFARIN PER PHARMACY PROTOCOL,0.1836734693877551,9,40,10,0.056338028169014086,4,67,5,0.03688368945988333
MILRINONE IN 5 % DEXTROSE 20 MG/100 ML (200 MCG/ML) IV PGBK,0.1836734693877551,9,40,11,0.056338028169014086,4,67,5,0.03688368945988333
GABAPENTIN 100 MG PO CAPS,0.16326530612244897,8,41,18,0.3380281690140845,24,47,27,0.037540292756601944
GABAPENTIN 300 MG/6 ML (6 ML) PO SOLN,0.10204081632653061,5,44,8,0.014084507042253521,1,70,2,0.040893235413124014
FUROSEMIDE 100 MG/100 ML NS MINIBAG PLUS CONTINUOUS INFUSION,0.10204081632653061,5,44,6,0.014084507042253521,1,70,1,0.040893235413124014
POTASSIUM CHLORIDE 20 MEQ PO TBTQ,0.673469387755102,33,16,78,0.4788732394366197,34,37,87,0.04090675403714197
POTASSIUM PHOSPHATE IN 100 ML IVPB CENTRAL LINE,0.20408163265306123,10,39,13,0.07042253521126761,5,66,7,0.04699719906667524
METOPROLOL TARTRATE 25 MG PO TABS,0.7755102040816326,38,11,109,0.5915492957746479,42,29,109,0.04853570714933457
HEPARIN IV INFUSION (LVAD PROTOCOL - NORMAL RISK),0.16326530612244897,8,41,20,0.04225352112676056,3,68,3,0.04883275292449933
VASOPRESSIN IN 0.9 % SOD CHLOR 60 UNIT/100 ML (0.6 UNIT/ML) IV SOLN,0.5102040816326531,25,24,34,0.323943661971831,23,48,27,0.05762739544360325
POTASSIUM PHOSPHATE IVPB,0.061224489795918366,3,46,4,0.18309859154929578,13,58,13,0.06079833035033415
KETOROLAC 30 MG/ML (1 ML) INJ SOLN,0.12244897959183673,6,43,7,0.028169014084507043,2,69,2,0.06181266489694433
KETOROLAC 15 MG/ML INJ SOLN,0.4489795918367347,22,27,33,0.28169014084507044,20,51,33,0.07958465100360039
INSULIN REGULAR 1 UNIT/ML IV INFUSION (HYPERGLYCEMIA),0.30612244897959184,15,34,23,0.4647887323943662,33,38,45,0.09115547685568831
MAGNESIUM SULFATE IN D5W 1 GRAM/100 ML IV PGBK,0.9591836734693877,47,2,84,0.8591549295774648,61,10,89,0.11946134626548832
METOPROLOL TARTRATE 5 MG/5 ML IV SOLN,0.10204081632653061,5,44,12,0.028169014084507043,2,69,2,0.12014693312836089
ROSUVASTATIN 20 MG PO TABS,0.10204081632653061,5,44,5,0.028169014084507043,2,69,2,0.12014693312836089
NITRIC OXIDE GAS FOR INHALATION,0.10204081632653061,5,44,45,0.028169014084507043,2,69,16,0.12014693312836089
MIDAZOLAM 1 MG/ML INJ SOLN,0.10204081632653061,5,44,6,0.028169014084507043,2,69,2,0.12014693312836089
LOSARTAN 25 MG PO TABS,0.14285714285714285,7,42,15,0.056338028169014086,4,67,6,0.12074222450722683
DOCUSATE SODIUM 100 MG PO CAPS,0.3877551020408163,19,30,60,0.5352112676056338,38,33,102,0.13787570156844797
CEFAZOLIN IN DEXTROSE (ISO-OS) 2 GRAM/100 ML IV PGBK,0.02040816326530612,1,48,1,0.09859154929577464,7,64,7,0.139365441825551
ATORVASTATIN 20 MG PO TABS,0.10204081632653061,5,44,5,0.2112676056338028,15,56,20,0.1393712695976848
LABETALOL 5 MG/ML IV SOLN,0.24489795918367346,12,37,22,0.1267605633802817,9,62,14,0.14130798327282834
FENTANYL CITRATE (PF) 50 MCG/ML INJ SOLN (WRAPPER RECORD),0.3469387755102041,17,32,27,0.22535211267605634,16,55,25,0.1522022841096933
ASCORBIC ACID (VITAMIN C) 500 MG PO TABS,0.9387755102040817,46,3,67,0.8450704225352113,60,11,79,0.152322561657423
AMIODARONE IVPB,0.12244897959183673,6,43,11,0.04225352112676056,3,68,4,0.15708490716745743
METOPROLOL TARTRATE 37.5 MG PO TABS,0.08163265306122448,4,45,4,0.014084507042253521,1,70,1,0.1572583678378363
LIDOCAINE 2 G/250 ML D5W IV INFUSION PREMIX (PAIN INDICATION),0.24489795918367346,12,37,12,0.14084507042253522,10,61,10,0.15877455541226226
INSULIN REGULAR IN 0.9 % NACL 100 UNIT/100 ML (1 UNIT/ML) IV SOLN,0.7755102040816326,38,11,51,0.647887323943662,46,25,60,0.15882140831823172
CHLORHEXIDINE GLUCONATE 0.12 % MM MWSH,0.9591836734693877,47,2,95,1.0,71,0,137,0.16470588235294115
