med_description,frac_hi,n_pat_hi,no_ttt_hi,n_pres_hi,frac_lo,n_pat_lo,no_ttt_lo,n_pres_lo,fisher_pval
*PO TO FT CONVERSION PER PHARMACY PROTOCOL,0.23728813559322035,14,45,16,0.011235955056179775,1,88,1,9.308184110895517e-06
POTASSIUM CHLORIDE 20 MEQ/15 ML PO LIQD,0.2542372881355932,15,44,31,0.02247191011235955,2,87,3,1.9599219960208572e-05
ACETAMINOPHEN 650 MG/20.3 ML PO SOLN,0.1864406779661017,11,48,31,0.011235955056179775,1,88,5,0.00017845578097642003
PRO-STAT SUGAR FREE - VANILLA FLAVORED,0.1864406779661017,11,48,18,0.011235955056179775,1,88,1,0.00017845578097642003
NS IV BOLUS - 500 ML,0.288135593220339,17,42,38,0.056179775280898875,5,84,5,0.00022278403047885594
CHLORHEXIDINE GLUCONATE 0.12 % MM MWSH,0.1694915254237288,10,49,12,0.011235955056179775,1,88,1,0.00045960424200122696
"THROMBIN (BOVINE) 5,000 UNIT TP SOLR",0.559322033898305,33,26,34,0.2696629213483146,24,65,24,0.0005353061793012489
DEXMEDETOMIDINE IN 0.9 % NACL 400 MCG/100 ML (4 MCG/ML) IV SOLN,0.15254237288135594,9,50,20,0.011235955056179775,1,88,4,0.0011599194994630188
SENNA LEAF EXTRACT 176 MG/5 ML PO SYRP,0.15254237288135594,9,50,31,0.011235955056179775,1,88,1,0.0011599194994630188
"ACETAMINOPHEN 1,000 MG/100 ML (10 MG/ML) IV SOLN",0.3728813559322034,22,37,34,0.1348314606741573,12,77,13,0.001217671305880364
PHENYLEPHRINE HCL IN 0.9% NACL 40 MG/250 ML (160 MCG/ML) IV SOLN,0.23728813559322035,14,45,19,0.056179775280898875,5,84,5,0.002019679380187857
DOCUSATE SODIUM 50 MG/5 ML PO LIQD,0.13559322033898305,8,51,18,0.011235955056179775,1,88,1,0.002865393126458206
LIDOCAINE HCL 10 MG/ML (1 %) INJ SOLN,0.13559322033898305,8,51,8,0.011235955056179775,1,88,1,0.002865393126458206
"HEPARIN, PORCINE (PF) 5,000 UNIT/0.5 ML INJ SOLN",0.13559322033898305,8,51,18,0.011235955056179775,1,88,2,0.002865393126458206
PROPOFOL 10 MG/ML IV INFUSION,0.13559322033898305,8,51,13,0.011235955056179775,1,88,3,0.002865393126458206
IOPAMIDOL 61 % IV SOLN (RADIOLOGY) 150 ML,0.13559322033898305,8,51,9,0.011235955056179775,1,88,1,0.002865393126458206
"HEPARIN, PORCINE (PF) 5,000 UNIT/0.5 ML SC SYRG",0.13559322033898305,8,51,18,0.011235955056179775,1,88,1,0.002865393126458206
CLEVIDIPINE 50 MG/100 ML IV EMUL,0.7457627118644068,44,15,54,0.4943820224719101,44,45,51,0.003468686721218582
MELATONIN 5 MG PO TABS,0.3050847457627119,18,41,34,0.11235955056179775,10,79,16,0.004945804848582672
NS IV BOLUS - 1000 ML,0.23728813559322035,14,45,25,0.06741573033707865,6,83,6,0.005718346637110993
"LIDOCAINE-EPINEPHRINE 1 %-1:100,000 INJ SOLN",0.1694915254237288,10,49,10,0.033707865168539325,3,86,3,0.006383861911343825
FUROSEMIDE 10 MG/ML INJ SOLN,0.15254237288135594,9,50,21,0.02247191011235955,2,87,4,0.0071699475698004615
VANCOMYCIN PER PHARMACY PROTOCOL (INPATIENT USE ONLY),0.15254237288135594,9,50,11,0.02247191011235955,2,87,2,0.0071699475698004615
DEXAMETHASONE 1 MG PO TABS,0.4745762711864407,28,31,78,0.6966292134831461,62,27,146,0.009671494888714844
WHITE PETROLATUM-MINERAL OIL OPHTH OINT WRAPPER,0.1016949152542373,6,53,15,0.011235955056179775,1,88,1,0.016283930908665617
SODIUM CHLORIDE 0.65 % NASAL SPRA,0.1016949152542373,6,53,14,0.011235955056179775,1,88,2,0.016283930908665617
ROCURONIUM 10 MG/ML IV SOLN,0.1016949152542373,6,53,9,0.011235955056179775,1,88,1,0.016283930908665617
EPINEPHRINE 1 MG/ML INJ SOLN,0.1016949152542373,6,53,6,0.011235955056179775,1,88,1,0.016283930908665617
LIDOCAINE (PF) 20 MG/ML (2 %) INJ SOLN,0.1694915254237288,10,49,11,0.0449438202247191,4,85,5,0.019066388741848975
ACETAMINOPHEN 325 MG PO TABS,0.9322033898305084,55,4,145,1.0,89,0,221,0.02371608399005659
"LEVETIRACETAM IN NACL (ISO-OS) 1,000 MG/100 ML IV PGBK",0.22033898305084745,13,46,20,0.07865168539325842,7,82,10,0.02499589455179036
ONDANSETRON HCL 4 MG PO TABS,0.11864406779661017,7,52,10,0.02247191011235955,2,87,2,0.029777083321389085
LIDOCAINE 4 % TP CREA,0.11864406779661017,7,52,7,0.02247191011235955,2,87,2,0.029777083321389085
"LIDOCAINE-EPINEPHRINE 0.5 %-1:200,000 INJ SOLN",0.6440677966101694,38,21,39,0.8089887640449438,72,17,72,0.03404437451171817
FAMOTIDINE 20 MG PO TABS,0.5423728813559322,32,27,64,0.7191011235955056,64,25,115,0.03496844114808646
TAMSULOSIN 0.4 MG PO CAPS,0.15254237288135594,9,50,22,0.0449438202247191,4,85,6,0.035670139162602366
FLUORESCEIN 1 MG OPHT STRP,0.0847457627118644,5,54,5,0.011235955056179775,1,88,1,0.03724641395874273
