med_description,frac_hi,n_pat_hi,no_ttt_hi,n_pres_hi,frac_lo,n_pat_lo,no_ttt_lo,n_pres_lo,fisher_pval
PANTOPRAZOLE 40 MG IV SOLR,0.31343283582089554,21,46,30,0.0684931506849315,5,68,5,0.0001965659976417606
DOCUSATE SODIUM 100 MG PO CAPS,0.1791044776119403,12,55,23,0.0136986301369863,1,72,1,0.0007656415908099462
POTASSIUM CHLORIDE IN WATER 20 MEQ/50 ML IV PGBK,0.14925373134328357,10,57,16,0.0136986301369863,1,72,1,0.0033847353070609438
SODIUM PHOSPHATE IVPB,0.208955223880597,14,53,27,0.0410958904109589,3,70,8,0.0034233227398073602
"ACETAMINOPHEN 1,000 MG/100 ML (10 MG/ML) IV SOLN",0.34328358208955223,23,44,51,0.136986301369863,10,63,15,0.005137396619540978
POLYETHYLENE GLYCOL 3350 17 GRAM PO PWPK,0.6716417910447762,45,22,80,0.4383561643835616,32,41,58,0.0066759443709572056
IOPAMIDOL 76 % IV SOLN (RADIOLOGY) 500 ML,0.23880597014925373,16,51,22,0.0684931506849315,5,68,6,0.007989568217080231
PIPERACILLIN-TAZOBACTAM-DEXTRS 3.375 GRAM/50 ML IV PGBK,0.1791044776119403,12,55,36,0.0410958904109589,3,70,9,0.012145492785231743
POTASSIUM PHOSPHATE IVPB,0.14925373134328357,10,57,21,0.0273972602739726,2,71,4,0.013835495291370856
NS W/BACITRACIN MIXTURE (SHC OR),0.11940298507462686,8,59,10,0.0136986301369863,1,72,1,0.014066257093055121
MELATONIN 5 MG PO TABS,0.31343283582089554,21,46,35,0.136986301369863,10,63,11,0.014654439998661143
PANTOPRAZOLE 40 MG PO TBEC,0.26865671641791045,18,49,29,0.1095890410958904,8,65,9,0.01775566563372219
NORMOSOL-R IV BOLUS - 500 ML,0.34328358208955223,23,44,53,0.1643835616438356,12,61,20,0.018919443233421308
"CALCIUM CARBONATE 400 MG CALCIUM (1,000 MG) PO CHEW",0.208955223880597,14,53,18,0.0684931506849315,5,68,6,0.024399219302714
POTASSIUM CHLORIDE 20 MEQ PO TBTQ,0.13432835820895522,9,58,22,0.0273972602739726,2,71,2,0.026099331361799205
SIMETHICONE 80 MG PO CHEW,0.13432835820895522,9,58,11,0.0273972602739726,2,71,5,0.026099331361799205
AMLODIPINE 5 MG PO TABS,0.13432835820895522,9,58,11,0.0273972602739726,2,71,5,0.026099331361799205
MITOMYCIN 1 MG/ML IV SOLN FOR HIPEC,0.1044776119402985,7,60,7,0.0136986301369863,1,72,1,0.027949178604604177
IOPAMIDOL 61 % IV SOLN (RADIOLOGY) 150 ML,0.1044776119402985,7,60,9,0.0136986301369863,1,72,1,0.027949178604604177
FAT EMUL-SOY-MCT-OLIV-FISH OIL 20 % IV EMUL,0.1044776119402985,7,60,82,0.0136986301369863,1,72,3,0.027949178604604177
TPN ADULT STANDARD,0.1044776119402985,7,60,56,0.0136986301369863,1,72,4,0.027949178604604177
GLUCOSE 4 GRAM PO CHEW,0.2835820895522388,19,48,34,0.136986301369863,10,63,11,0.03813244902255465
SENNOSIDES 8.6 MG PO TABS,0.23880597014925373,16,51,25,0.0958904109589041,7,66,8,0.03824156581246497
DIPHENHYDRAMINE HCL 25 MG PO CAPS,0.11940298507462686,8,59,11,0.0273972602739726,2,71,2,0.04817477691365694
NS IV BOLUS - 500 ML,0.11940298507462686,8,59,17,0.0273972602739726,2,71,2,0.04817477691365694
POTASSIUM CHLORIDE IN WATER 10 MEQ/50 ML IV PGBK,0.11940298507462686,8,59,11,0.0273972602739726,2,71,4,0.04817477691365694
LIDOCAINE 4 % TP CREA,0.11940298507462686,8,59,12,0.0273972602739726,2,71,2,0.04817477691365694
FUROSEMIDE 10 MG/ML INJ SOLN,0.11940298507462686,8,59,32,0.0273972602739726,2,71,4,0.04817477691365694
ZZZ IMS TEMPLATE,0.11940298507462686,8,59,22,0.0273972602739726,2,71,3,0.04817477691365694
POTASSIUM CHLORIDE IN WATER 10 MEQ/100 ML IV PGBK,0.208955223880597,14,53,38,0.0821917808219178,6,67,8,0.05123200309311282
BENZOCAINE 20 % MM SPRY,0.08955223880597014,6,61,6,0.0136986301369863,1,72,1,0.054479195220186134
AMOXICILLIN-POT CLAVULANATE 875-125 MG PO TABS,0.08955223880597014,6,61,8,0.0136986301369863,1,72,1,0.054479195220186134
LIDOCAINE HCL 2 % JELLY,0.08955223880597014,6,61,8,0.0136986301369863,1,72,1,0.054479195220186134
NORMOSOL-R IV BOLUS - 1000 ML,0.1791044776119403,12,55,25,0.0684931506849315,5,68,6,0.06809875071494616
MELATONIN 3 MG PO TABS,0.13432835820895522,9,58,11,0.0410958904109589,3,70,3,0.06917393045332151
MAGNESIUM SULFATE IN D5W 1 GRAM/100 ML IV PGBK,0.13432835820895522,9,58,20,0.0410958904109589,3,70,3,0.06917393045332151
POTASSIUM CHLORIDE 20 MEQ/15 ML PO LIQD,0.14925373134328357,10,57,10,0.0547945205479452,4,69,4,0.08984109593156264
BISACODYL 10 MG PR SUPP,0.14925373134328357,10,57,14,0.0547945205479452,4,69,7,0.08984109593156264
NALBUPHINE 10 MG/ML INJ SOLN,0.2537313432835821,17,50,19,0.136986301369863,10,63,11,0.09023260346467443
ENOXAPARIN 30 MG/0.3 ML SC SYRG,0.07462686567164178,5,62,7,0.0136986301369863,1,72,1,0.10392912992398098
DEXTROSE 5 %-LACTATED RINGERS IV SOLP,0.07462686567164178,5,62,8,0.0136986301369863,1,72,1,0.10392912992398098
POTASSIUM PHOSPHATE IN 500 ML IVPB PERIPHERAL LINE,0.07462686567164178,5,62,7,0.0136986301369863,1,72,1,0.10392912992398098
LEVOTHYROXINE 100 MCG IV SOLR,0.07462686567164178,5,62,9,0.0136986301369863,1,72,2,0.10392912992398098
ACETAMINOPHEN 650 MG/20.3 ML PO SOLN,0.07462686567164178,5,62,11,0.0136986301369863,1,72,1,0.10392912992398098
IRON SUCROSE 100 MG IRON/5 ML IV SOLN,0.07462686567164178,5,62,6,0.0136986301369863,1,72,2,0.10392912992398098
BUPIVACAINE 0.0625% (1/16%) EPIDURAL INFUSION,0.07462686567164178,5,62,8,0.0136986301369863,1,72,1,0.10392912992398098
POTASSIUM PHOSPHATE IN 250 ML IVPB PERIPHERAL LINE,0.07462686567164178,5,62,8,0.0136986301369863,1,72,1,0.10392912992398098
ELECTROLYTE-R (PH 7.4) IV SOLP,0.9552238805970149,64,3,165,1.0,73,0,168,0.1070311452701193
BUPIVACAINE 0.25 % (2.5 MG/ML) INJ SOLN,0.26865671641791045,18,49,20,0.410958904109589,30,43,30,0.10827617964825255
NS IV BOLUS - 1000 ML,0.11940298507462686,8,59,15,0.0410958904109589,3,70,4,0.11759626093150934
BUPIVACAINE (PF) 0.25 % (2.5 MG/ML) INJ SOLN,0.07462686567164178,5,62,5,0.1643835616438356,12,61,12,0.12508251709736873
LR IV BOLUS - 500 ML,0.1791044776119403,12,55,20,0.0821917808219178,6,67,13,0.12832198192538014
"CALCIUM GLUC IN NACL, ISO-OSM 1 GRAM/50 ML IV SOLN",0.1791044776119403,12,55,23,0.0821917808219178,6,67,6,0.12832198192538014
FENTANYL 50 MCG/ML EPIDURAL PCEA,0.13432835820895522,9,58,14,0.0547945205479452,4,69,5,0.145979025525582
HYDROMORPHONE 0.05 MG/ML EPIDURAL INFUSION,0.13432835820895522,9,58,13,0.0547945205479452,4,69,5,0.145979025525582
CIPROFLOXACIN HCL 500 MG PO TABS,0.08955223880597014,6,61,11,0.0273972602739726,2,71,6,0.1523505730258042
GABAPENTIN 100 MG PO CAPS,0.05970149253731343,4,63,7,0.136986301369863,10,63,18,0.16299952616109678
FLUMAZENIL 0.1 MG/ML IV SOLN,0.029850746268656716,2,65,3,0.0958904109589041,7,66,7,0.16908862668681604
BENZOCAINE-MENTHOL 15-3.6 MG MM LOZG,0.14925373134328357,10,57,12,0.0684931506849315,5,68,5,0.17183498250203094
HALOPERIDOL LACTATE 5 MG/ML INJ SOLN,0.5074626865671642,34,33,55,0.3835616438356164,28,45,29,0.17357201813583983
HALOPERIDOL 2 MG PO TABS,0.3283582089552239,22,45,22,0.2191780821917808,16,57,16,0.18364991686923965
"BUPIVACAINE-EPINEPHRINE 0.25 %-1:200,000 INJ SOLN",0.05970149253731343,4,63,4,0.0136986301369863,1,72,1,0.19337575071673552
LEVOTHYROXINE 50 MCG PO TABS,0.05970149253731343,4,63,7,0.0136986301369863,1,72,1,0.19337575071673552
ASPIRIN 81 MG PO TBEC,0.05970149253731343,4,63,7,0.0136986301369863,1,72,2,0.19337575071673552
"WATER FOR IRRIGATION, STERILE IRRIG SOLN",0.05970149253731343,4,63,4,0.0136986301369863,1,72,1,0.19337575071673552
POTASSIUM CHLORID-D5-0.45%NACL 20 MEQ/L IV SOLP,0.7761194029850746,52,15,85,0.863013698630137,63,10,76,0.19338315824843327
DEXAMETHASONE SODIUM PHOSPHATE 4 MG/ML INJ SOLN,0.16417910447761194,11,56,11,0.0821917808219178,6,67,6,0.1952869401251474
SCOPOLAMINE BASE 1 MG OVER 3 DAYS TD PT3D,0.16417910447761194,11,56,21,0.0821917808219178,6,67,6,0.1952869401251474
HYDROMORPHONE 1 MG/ML IV PCA,0.7164179104477612,48,19,60,0.6027397260273972,44,29,47,0.21203689456811084
CELECOXIB 200 MG PO CAPS,0.29850746268656714,20,47,21,0.410958904109589,30,43,30,0.21650596838595984
PATCH CHECK,0.1791044776119403,12,55,22,0.0958904109589041,7,66,7,0.21654469862183323
"HEPARIN, PORCINE (PF) 5,000 UNIT/0.5 ML INJ SOLN",0.3880597014925373,26,41,47,0.2876712328767123,21,52,27,0.21664405972810705
HYDRALAZINE 20 MG/ML INJ SOLN,0.3880597014925373,26,41,32,0.2876712328767123,21,52,22,0.21664405972810705
NALOXONE 0.4 MG/ML INJ SOLN,0.9701492537313433,65,2,229,1.0,73,0,209,0.22723535457348398
FAMOTIDINE 20 MG PO TABS,0.11940298507462686,8,59,14,0.0547945205479452,4,69,4,0.23039408232598751
D5 %-0.45 % SODIUM CHLORIDE IV SOLP,0.11940298507462686,8,59,10,0.0547945205479452,4,69,4,0.23039408232598751
METOCLOPRAMIDE HCL 5 MG/ML INJ SOLN,0.5373134328358209,36,31,43,0.4246575342465753,31,42,39,0.2358709877379029
METOCLOPRAMIDE HCL 10 MG PO TABS,0.07462686567164178,5,62,6,0.0273972602739726,2,71,2,0.2593075419254641
INSULIN LISPRO 100 UNIT/ML SC MODERATE SCALE NPO,0.07462686567164178,5,62,8,0.0273972602739726,2,71,2,0.2593075419254641
INSULIN LISPRO 100 UNIT/ML SC MODERATE SCALE FEEDING (BEDTIME),0.13432835820895522,9,58,16,0.0684931506849315,5,68,5,0.2616589848407236
INSULIN LISPRO 100 UNIT/ML SC MODERATE SCALE FEEDING (MEALS),0.13432835820895522,9,58,17,0.0684931506849315,5,68,5,0.2616589848407236
