med_description,frac_hi,n_pat_hi,no_ttt_hi,n_pres_hi,frac_lo,n_pat_lo,no_ttt_lo,n_pres_lo,fisher_pval
IOPAMIDOL 76 % IV SOLN (RADIOLOGY) 500 ML,0.5272727272727272,29,26,50,0.05063291139240506,4,75,4,2.3005481886356663e-10
FAT EMUL-SOY-MCT-OLIV-FISH OIL 20 % IV EMUL,0.509090909090909,28,27,367,0.05063291139240506,4,75,18,7.663885162889331e-10
TPN ADULT STANDARD,0.4727272727272727,26,29,348,0.0379746835443038,3,76,11,1.4088649791326886e-09
"ACETAMINOPHEN 1,000 MG/100 ML (10 MG/ML) IV SOLN",0.6727272727272727,37,18,91,0.20253164556962025,16,63,31,4.885970018638693e-08
"CALCIUM GLUC IN NACL, ISO-OSM 1 GRAM/50 ML IV SOLN",0.36363636363636365,20,35,46,0.0379746835443038,3,76,8,9.750235298168374e-07
LIDOCAINE 4 % TP CREA,0.38181818181818183,21,34,25,0.05063291139240506,4,75,5,1.8242829053504584e-06
HYDROMORPHONE 1 MG/ML IV PCA,0.8545454545454545,47,8,56,0.45569620253164556,36,43,37,2.1030310741365594e-06
POTASSIUM CHLORIDE IN WATER 10 MEQ/100 ML IV PGBK,0.4727272727272727,26,29,72,0.11392405063291139,9,70,15,5.897835023291396e-06
NORMOSOL-R IV BOLUS - 1000 ML,0.38181818181818183,21,34,64,0.06329113924050633,5,74,10,9.473308686131478e-06
MAGNESIUM SULFATE IN D5W 1 GRAM/100 ML IV PGBK,0.32727272727272727,18,37,34,0.0379746835443038,3,76,3,1.1295765979330488e-05
POTASSIUM CHLORIDE IN WATER 20 MEQ/50 ML IV PGBK,0.32727272727272727,18,37,39,0.0379746835443038,3,76,3,1.1295765979330488e-05
ALTEPLASE 2 MG INTRA-CATHET SOLR,0.2545454545454545,14,41,33,0.012658227848101266,1,78,1,1.3015475387816055e-05
MAGNESIUM SULFATE IN WATER 2 GRAM/50 ML (4 %) IV PGBK,0.38181818181818183,21,34,51,0.0759493670886076,6,73,12,1.982642638217586e-05
SODIUM PHOSPHATE IVPB,0.41818181818181815,23,32,54,0.10126582278481013,8,71,11,2.5375601520291005e-05
PPN ADULT STANDARD,0.21818181818181817,12,43,37,0.012658227848101266,1,78,1,9.132763536772718e-05
LIDOCAINE 5 % TP PTMD,0.4909090909090909,27,28,47,0.17721518987341772,14,65,24,0.00013750674797565051
PIPERACILLIN-TAZOBACTAM-DEXTRS 3.375 GRAM/50 ML IV PGBK,0.36363636363636365,20,35,57,0.08860759493670886,7,72,23,0.00014279640036040766
LIDOCAINE 2 G/250 ML D5W IV INFUSION PREMIX (PAIN INDICATION),0.2727272727272727,15,40,21,0.0379746835443038,3,76,3,0.0001431773213145864
POTASSIUM PHOSPHATE IVPB,0.23636363636363636,13,42,23,0.02531645569620253,2,77,2,0.0001765582146613122
NORMOSOL-R IV BOLUS - 500 ML,0.38181818181818183,21,34,57,0.10126582278481013,8,71,17,0.00019931396214111117
DIATRIZOATE MEG-DIATRIZOAT SOD 66-10 % PO SOLN,0.2,11,44,16,0.012658227848101266,1,78,1,0.0002347671143318567
LR IV BOLUS - 1000 ML,0.3090909090909091,17,38,47,0.06329113924050633,5,74,10,0.0002458607673323845
BUPIVACAINE 0.25 % (2.5 MG/ML) INJ SOLN,0.2,11,44,14,0.5063291139240507,40,39,40,0.00031829013906482274
ALVIMOPAN 12 MG PO CAPS,0.38181818181818183,21,34,35,0.6962025316455697,55,24,91,0.00038652899920453646
LACTATED RINGERS IV SOLP,0.43636363636363634,24,31,41,0.16455696202531644,13,66,16,0.0007708286409222695
BENZOCAINE 20 % MM SPRY,0.2545454545454545,14,41,15,0.05063291139240506,4,75,4,0.0013353569173864092
POTASSIUM CHLORIDE 20 MEQ/15 ML PO LIQD,0.16363636363636364,9,46,17,0.012658227848101266,1,78,1,0.0014577676831229566
LIDOCAINE HCL 2 % JELLY (URO-JET),0.21818181818181817,12,43,18,0.0379746835443038,3,76,3,0.0016428135579386804
MELATONIN 5 MG PO TABS,0.43636363636363634,24,31,44,0.17721518987341772,14,65,16,0.0016573722300280865
GLUCOSE 4 GRAM PO CHEW,0.32727272727272727,18,37,23,0.10126582278481013,8,71,8,0.001660180835182005
POTASSIUM CHLORIDE IN WATER 10 MEQ/50 ML IV PGBK,0.2,11,44,14,0.02531645569620253,2,77,2,0.0016911791322842264
