med_description,frac_hi,n_pat_hi,no_ttt_hi,n_pres_hi,frac_lo,n_pat_lo,no_ttt_lo,n_pres_lo,fisher_pval
ZZZ IMS TEMPLATE,0.6477272727272727,57,31,184,0.3023255813953488,26,60,41,5.313103427681157e-06
POLYETHYLENE GLYCOL 3350 17 GRAM PO PWPK,0.9204545454545454,81,7,144,0.7209302325581395,62,24,90,0.0006556775821408579
HYDROCODONE-ACETAMINOPHEN 5-325 MG PO TABS,0.14772727272727273,13,75,33,0.011627906976744186,1,85,2,0.0012206195973830467
ELECTROLYTE-R (PH 7.4) IV SOLP,0.14772727272727273,13,75,65,0.011627906976744186,1,85,1,0.0012206195973830467
ARIPIPRAZOLE 5 MG PO TABS,0.19318181818181818,17,71,27,0.046511627906976744,4,82,7,0.004312290031858199
PANTOPRAZOLE 40 MG PO TBEC,0.19318181818181818,17,71,24,0.046511627906976744,4,82,5,0.004312290031858199
LABETALOL 5 MG/ML IV SOLN,0.125,11,77,21,0.011627906976744186,1,85,1,0.00482524746065841
FLU VACC QS2020-21 6MOS UP(PF) 60 MCG (15 MCG X 4)/0.5 ML IM SYRG,0.11363636363636363,10,78,11,0.011627906976744186,1,85,1,0.009416744716265727
GABAPENTIN 100 MG PO CAPS,0.13636363636363635,12,76,19,0.023255813953488372,2,84,5,0.009766385337593966
METFORMIN 500 MG PO TABS,0.19318181818181818,17,71,36,0.05813953488372093,5,81,11,0.010861508290835112
OLANZAPINE 10 MG PO TABS,0.20454545454545456,18,70,31,0.06976744186046512,6,80,16,0.014424293419531005
SENNOSIDES 8.6 MG PO TABS,0.3409090909090909,30,58,55,0.1744186046511628,15,71,25,0.015219654598718558
OLANZAPINE 15 MG PO TABS,0.10227272727272728,9,79,18,0.011627906976744186,1,85,2,0.018130000127952225
VENLAFAXINE 37.5 MG PO CP24,0.10227272727272728,9,79,28,0.011627906976744186,1,85,1,0.018130000127952225
ACETAMINOPHEN 500 MG PO TABS,0.22727272727272727,20,68,77,0.09302325581395349,8,78,12,0.022297133182819562
ARIPIPRAZOLE 10 MG PO TABS,0.1590909090909091,14,74,25,0.046511627906976744,4,82,8,0.02298065959302483
SERTRALINE 100 MG PO TABS,0.13636363636363635,12,76,28,0.03488372093023256,3,83,6,0.027899698867514228
HYDROXYZINE HCL 50 MG PO TABS,0.13636363636363635,12,76,17,0.03488372093023256,3,83,4,0.027899698867514228
LORAZEPAM 2 MG/ML INJ SOLN,0.18181818181818182,16,72,57,0.06976744186046512,6,80,16,0.038492366849210806
DEXTROSE 50 % IN WATER (D50W) IV SYRG,0.14772727272727273,13,75,27,0.046511627906976744,4,82,5,0.038677909061901106
OLANZAPINE 15 MG PO TBDL,0.125,11,77,19,0.03488372093023256,3,83,5,0.04789204935518898
OLANZAPINE 10 MG IM SOLR,0.125,11,77,40,0.03488372093023256,3,83,4,0.04789204935518898
DOCUSATE SODIUM 100 MG PO CAPS,0.20454545454545456,18,70,30,0.09302325581395349,8,78,16,0.05458916952688011
OXYCODONE 5 MG PO TABS,0.07954545454545454,7,81,24,0.011627906976744186,1,85,6,0.06419032030849278
GABAPENTIN 300 MG PO CAPS,0.20454545454545456,18,70,66,0.10465116279069768,9,77,39,0.0933040849562071
LURASIDONE 20 MG PO TABS,0.09090909090909091,8,80,15,0.023255813953488372,2,84,4,0.09945247766546499
OLANZAPINE 2.5 MG PO TABS,0.09090909090909091,8,80,15,0.023255813953488372,2,84,2,0.09945247766546499
DIPHENHYDRAMINE HCL 50 MG/ML INJ SOLN,0.125,11,77,51,0.046511627906976744,4,82,8,0.10287101319629456
ONDANSETRON HCL 4 MG PO TABS,0.06818181818181818,6,82,8,0.011627906976744186,1,85,1,0.11758892391220205
IBUPROFEN 600 MG PO TABS,0.06818181818181818,6,82,6,0.011627906976744186,1,85,1,0.11758892391220205
OLANZAPINE 20 MG PO TBDL,0.06818181818181818,6,82,9,0.011627906976744186,1,85,2,0.11758892391220205
NICOTINE 7 MG/24 HR TD PT24,0.06818181818181818,6,82,7,0.011627906976744186,1,85,1,0.11758892391220205
MIRTAZAPINE 30 MG PO TABS,0.06818181818181818,6,82,13,0.011627906976744186,1,85,1,0.11758892391220205
OLANZAPINE 5 MG PO TBDL,0.3181818181818182,28,60,102,0.20930232558139536,18,68,33,0.12283319560294695
OLANZAPINE 10 MG PO TBDL,0.18181818181818182,16,72,36,0.09302325581395349,8,78,19,0.1231995780500211
ARIPIPRAZOLE 15 MG PO TABS,0.13636363636363635,12,76,21,0.05813953488372093,5,81,10,0.12401218211733167
"CALCIUM CARBONATE 400 MG CALCIUM (1,000 MG) PO CHEW",0.4659090909090909,41,47,44,0.3488372093023256,30,56,32,0.1256263147614376
LORAZEPAM 0.5 MG PO TABS,0.19318181818181818,17,71,45,0.10465116279069768,9,77,17,0.13631854108874797
NON-FORMULARY MEDICATION HELP ORDER,0.20454545454545456,18,70,28,0.11627906976744186,10,76,15,0.14868295782368127
OLANZAPINE 5 MG PO TABS,0.2159090909090909,19,69,27,0.12790697674418605,11,75,22,0.1603102383318019
THERAPEUTIC MULTIVITAMIN (GENERIC) PO TABS,0.11363636363636363,10,78,12,0.046511627906976744,4,82,5,0.1620237243763622
FLUOXETINE 20 MG PO CAPS,0.11363636363636363,10,78,26,0.046511627906976744,4,82,8,0.1620237243763622
BISACODYL 10 MG PR SUPP,0.1590909090909091,14,74,21,0.08139534883720931,7,79,9,0.16212773449302814
FLUOXETINE 10 MG PO CAPS,0.07954545454545454,7,81,11,0.023255813953488372,2,84,4,0.16847570666412587
LIDOCAINE 5 % TP PTMD,0.125,11,77,21,0.05813953488372093,5,81,11,0.1888795479619757
OLANZAPINE 20 MG PO TABS,0.056818181818181816,5,83,6,0.011627906976744186,1,85,1,0.21076333821179477
VENLAFAXINE 37.5 MG PO TABS,0.056818181818181816,5,83,10,0.011627906976744186,1,85,1,0.21076333821179477
RISPERIDONE 2 MG PO TBDL,0.09090909090909091,8,80,15,0.03488372093023256,3,83,4,0.21175335282526112
LORAZEPAM 2 MG PO TABS,0.09090909090909091,8,80,24,0.03488372093023256,3,83,3,0.21175335282526112
DIPHENHYDRAMINE HCL 25 MG PO CAPS,0.09090909090909091,8,80,11,0.03488372093023256,3,83,6,0.21175335282526112
NALOXONE 0.4 MG/ML INJ SOLN,0.13636363636363635,12,76,25,0.06976744186046512,6,80,6,0.21305503099003614
SERTRALINE 25 MG PO TABS,0.10227272727272728,9,79,13,0.046511627906976744,4,82,5,0.24863921748980478
QUETIAPINE 50 MG PO TABS,0.10227272727272728,9,79,21,0.046511627906976744,4,82,5,0.24863921748980478
LAMOTRIGINE 100 MG PO TABS,0.10227272727272728,9,79,16,0.046511627906976744,4,82,7,0.24863921748980478
NICOTINE 14 MG/24 HR TD PT24,0.09090909090909091,8,80,9,0.1511627906976744,13,73,14,0.25137701113156485
MAGNESIUM HYDROXIDE 400 MG/5 ML PO SUSP,0.022727272727272728,2,86,3,0.05813953488372093,5,81,7,0.2748223981988695
