med_description,frac_hi,n_pat_hi,no_ttt_hi,n_pres_hi,frac_lo,n_pat_lo,no_ttt_lo,n_pres_lo,fisher_pval
ACYCLOVIR 400 MG PO TABS,0.43859649122807015,25,32,37,0.2037037037037037,11,43,15,0.009155867959523764
LORAZEPAM 0.5 MG PO TABS,0.9298245614035088,53,4,232,0.7407407407407407,40,14,91,0.009281882548995191
ACETAMINOPHEN 325 MG PO TABS,0.9298245614035088,53,4,202,0.7407407407407407,40,14,110,0.009281882548995191
LIDOCAINE 4 % TP CREA,0.14035087719298245,8,49,9,0.018518518518518517,1,53,1,0.03222838093797538
TOCILIZUMAB IV INFUSION,0.14035087719298245,8,49,13,0.018518518518518517,1,53,1,0.03222838093797538
PIPERACILLIN-TAZOBACTAM-DEXTRS 3.375 GRAM/50 ML IV PGBK,0.14035087719298245,8,49,17,0.018518518518518517,1,53,2,0.03222838093797538
LIDOCAINE (PF) 10 MG/ML (1 %) INJ SOLN,0.19298245614035087,11,46,16,0.05555555555555555,3,51,4,0.043492357242799026
ACYCLOVIR 800 MG PO TABS,0.15789473684210525,9,48,9,0.037037037037037035,2,52,4,0.05354057408558865
POTASSIUM CHLORIDE IN WATER 10 MEQ/100 ML IV PGBK,0.21052631578947367,12,45,13,0.07407407407407407,4,50,4,0.05765444795731969
POTASSIUM CHLORIDE IN WATER 10 MEQ/50 ML IV PGBK,0.21052631578947367,12,45,13,0.07407407407407407,4,50,4,0.05765444795731969
DEXAMETHASONE SODIUM PHOSPHATE 10 MG/ML INJ SOLN,0.12280701754385964,7,50,17,0.018518518518518517,1,53,2,0.06129731330794522
MAGNESIUM OXIDE-MG AA CHELATE 133 MG PO TABS,0.12280701754385964,7,50,151,0.018518518518518517,1,53,40,0.06129731330794522
ENOXAPARIN 40 MG/0.4 ML SC SYRG,0.5263157894736842,30,27,33,0.7037037037037037,38,16,42,0.07899165048865554
DEXAMETHASONE IVPB (MIXTURE),0.03508771929824561,2,55,2,0.12962962962962962,7,47,7,0.08816554326002925
"DOXORUBICIN, ETOPOSIDE AND VINCRISTINE IV CHEMO INFUSION",0.19298245614035087,11,46,11,0.07407407407407407,4,50,4,0.09536493394450626
PREDNISOLONE ACETATE 1 % OPHT DRPS,0.017543859649122806,1,56,2,0.09259259259259259,5,49,8,0.10704613868465364
NS IV BOLUS,0.9824561403508771,56,1,115,0.9074074074074074,49,5,64,0.10704613868465364
ALLOPURINOL 300 MG PO TABS,0.42105263157894735,24,33,39,0.25925925925925924,14,40,26,0.1088271821594681
CYCLOPHOSPHAMIDE IV CHEMO INFUSION,0.2807017543859649,16,41,18,0.14814814814814814,8,46,8,0.10919330413479852
ONDANSETRON HCL (PF) 4 MG/2 ML INJ SOLN,1.0,57,0,226,0.9444444444444444,51,3,143,0.11182291549264028
POTASSIUM CHLORIDE IN WATER 20 MEQ/50 ML IV PGBK,0.21052631578947367,12,45,15,0.09259259259259259,5,49,5,0.11453416124202717
CARBOPLATIN (AUC DOSING) IV CHEMO INFUSION,0.05263157894736842,3,54,3,0.14814814814814814,8,46,10,0.11787165909447049
ALUM-MAG HYDROXIDE-SIMETH 200-200-20 MG/5 ML PO SUSP,0.24561403508771928,14,43,24,0.12962962962962962,7,47,8,0.14856910398941162
LIDOCAINE-PRILOCAINE 2.5-2.5 % TP CREA,0.12280701754385964,7,50,8,0.037037037037037035,2,52,2,0.16303857660283966
CETIRIZINE 10 MG PO TABS,0.08771929824561403,5,52,8,0.18518518518518517,10,44,13,0.1690703215778314
NALOXONE 0.4 MG/ML INJ SOLN,0.08771929824561403,5,52,5,0.18518518518518517,10,44,12,0.1690703215778314
SUCRALFATE 100 MG/ML PO SUSP,0.19298245614035087,11,46,15,0.09259259259259259,5,49,5,0.1783280031163167
POTASSIUM CHLORIDE ORAL TABLET REPLACEMENT SCALE,0.5789473684210527,33,24,113,0.4444444444444444,24,30,45,0.18566142933462218
1/2 NS WITH SODIUM BICARBONATE IV INFUSION,0.10526315789473684,6,51,9,0.2037037037037037,11,43,22,0.19073949769566392
ETOPOSIDE IV CHEMO INFUSION (FOR BMT),0.10526315789473684,6,51,7,0.2037037037037037,11,43,11,0.19073949769566392
CYTARABINE IV CHEMO INFUSION,0.017543859649122806,1,56,1,0.07407407407407407,4,50,5,0.1979946242142932
PALONOSETRON 0.25 MG/5 ML IV SOLN,0.017543859649122806,1,56,1,0.07407407407407407,4,50,4,0.1979946242142932
MAGNESIUM SULFATE IN D5W 1 GRAM/100 ML IV PGBK,0.21052631578947367,12,45,88,0.1111111111111111,6,48,27,0.20055382132984442
MELATONIN 3 MG PO TABS,0.21052631578947367,12,45,15,0.1111111111111111,6,48,6,0.20055382132984442
FILGRASTIM 300 MCG/0.5 ML INJ SYRG,0.14035087719298245,8,49,33,0.05555555555555555,3,51,9,0.20447979156083532
ATOVAQUONE 750 MG/5 ML PO SUSP,0.08771929824561403,5,52,9,0.018518518518518517,1,53,2,0.2069045497837404
"CHOLECALCIFEROL (VITAMIN D3) 25 MCG (1,000 UNIT) PO TABS",0.08771929824561403,5,52,6,0.018518518518518517,1,53,2,0.2069045497837404
LIDOCAINE 5 % TP PTMD,0.08771929824561403,5,52,8,0.018518518518518517,1,53,2,0.2069045497837404
LEVETIRACETAM 500 MG PO TABS,0.15789473684210525,9,48,28,0.07407407407407407,4,50,8,0.23958059694531675
"HEPARIN, PORCINE (PF) 100 UNIT/ML IV SYRG",0.631578947368421,36,21,40,0.5185185185185185,28,26,32,0.2534126546203406
DIPHENHYDRAMINE HCL 25 MG PO CAPS,0.6140350877192983,35,22,57,0.5,27,27,37,0.255086799550992
MEPERIDINE (PF) 25 MG/ML INJ SYRG,0.08771929824561403,5,52,5,0.16666666666666666,9,45,9,0.2593359994438567
ALTEPLASE 2 MG INTRA-CATHET SOLR,0.9649122807017544,55,2,80,0.9074074074074074,49,5,56,0.262650423723904
POLYETHYLENE GLYCOL 3350 17 GRAM PO PWPK,0.7894736842105263,45,12,64,0.6851851851851852,37,17,59,0.2802622971865174
ZZZ IMS TEMPLATE,0.2982456140350877,17,40,39,0.2037037037037037,11,43,32,0.2809061183292948
ALBUTEROL SULFATE 2.5 MG /3 ML (0.083 %) INH NEBU,0.10526315789473684,6,51,7,0.18518518518518517,10,44,11,0.28479134080889745
PROCHLORPERAZINE EDISYLATE 10 MG/2 ML (5 MG/ML) INJ SOLN,0.7719298245614035,44,13,52,0.6666666666666666,36,18,38,0.2901893271149564
ACETAMINOPHEN 650 MG/20.3 ML PO SOLN,0.19298245614035087,11,46,90,0.1111111111111111,6,48,29,0.2952833798858474
"GLYCERIN-DIMETHICONE-PETRO, WH TP CREA",0.19298245614035087,11,46,20,0.1111111111111111,6,48,7,0.2952833798858474
TRIPLE MIX,0.19298245614035087,11,46,20,0.1111111111111111,6,48,7,0.2952833798858474
LOPERAMIDE 2 MG PO CAPS,0.19298245614035087,11,46,46,0.1111111111111111,6,48,12,0.2952833798858474
IFOSFAMIDE IV CHEMO INFUSION,0.12280701754385964,7,50,7,0.2037037037037037,11,43,11,0.30687068890497904
