med_description,frac_hi,n_pat_hi,no_ttt_hi,n_pres_hi,frac_lo,n_pat_lo,no_ttt_lo,n_pres_lo,fisher_pval
MAGNESIUM SULFATE IN WATER 2 GRAM/50 ML (4 %) IV PGBK,0.39473684210526316,15,23,56,0.0967741935483871,6,56,38,0.0007251582981434963
ALTEPLASE 2 MG INTRA-CATHET SOLR,0.34210526315789475,13,25,21,0.08064516129032258,5,57,8,0.0023159796013019
LEVOFLOXACIN 750 MG PO TABS,0.2894736842105263,11,27,20,0.06451612903225806,4,58,7,0.0034640275191554545
NS IV BOLUS,0.42105263157894735,16,22,25,0.14516129032258066,9,53,12,0.003722071124184261
METHYLPREDNISOLONE SOD SUC(PF) 40 MG/ML INJ SOLR,0.15789473684210525,6,32,13,0.016129032258064516,1,61,2,0.011480979538119263
ZZZ IMS TEMPLATE,0.47368421052631576,18,20,31,0.22580645161290322,14,48,24,0.014747460386534884
POTASSIUM CHLORIDE IN WATER 20 MEQ/50 ML IV PGBK,0.21052631578947367,8,30,15,0.04838709677419355,3,59,8,0.019039560378676646
PROCHLORPERAZINE MALEATE 5 MG PO TABS,0.21052631578947367,8,30,8,0.04838709677419355,3,59,3,0.019039560378676646
MAGNESIUM SULFATE IN D5W 1 GRAM/100 ML IV PGBK,0.2894736842105263,11,27,48,0.0967741935483871,6,56,38,0.025781963448838586
DEXTROSE 50 % IN WATER (D50W) IV SYRG,0.34210526315789475,13,25,20,0.14516129032258066,9,53,9,0.02660323520475691
"CALCIUM GLUC IN NACL, ISO-OSM 1 GRAM/50 ML IV SOLN",0.13157894736842105,5,33,8,0.016129032258064516,1,61,1,0.028422479582273404
PREDNISONE 50 MG PO TABS,0.13157894736842105,5,33,7,0.016129032258064516,1,61,1,0.028422479582273404
LIDOCAINE HCL 2 % JELLY,0.13157894736842105,5,33,5,0.016129032258064516,1,61,1,0.028422479582273404
ONDANSETRON HCL 4 MG PO TABS,0.13157894736842105,5,33,5,0.016129032258064516,1,61,1,0.028422479582273404
METHYLPREDNISOLONE SOD SUC(PF) 125 MG/2 ML INJ SOLR,0.3157894736842105,12,26,27,0.12903225806451613,8,54,13,0.03775633617915548
AMLODIPINE 5 MG PO TABS,0.18421052631578946,7,31,10,0.04838709677419355,3,59,4,0.03973776298973608
SENNOSIDES 8.6 MG PO TABS,0.4473684210526316,17,21,24,0.24193548387096775,15,47,25,0.046482170378947266
FLUCONAZOLE 200 MG PO TABS,0.2631578947368421,10,28,13,0.0967741935483871,6,56,9,0.04668690373275233
HYDROCORTISONE 2.5 % TP CREA,0.15789473684210525,6,32,10,0.03225806451612903,2,60,2,0.05069059282702627
ONDANSETRON 8 MG PO TBDL,0.2631578947368421,10,28,13,0.11290322580645161,7,55,10,0.06074195246611731
PROCHLORPERAZINE MALEATE 10 MG PO TABS,0.2631578947368421,10,28,10,0.11290322580645161,7,55,7,0.06074195246611731
LIDOCAINE 5 % TP PTMD,0.10526315789473684,4,34,10,0.016129032258064516,1,61,1,0.06745436693890303
SALIVA SUBSTITUTE COMBO NO.9 MM MWSH,0.10526315789473684,4,34,4,0.016129032258064516,1,61,1,0.06745436693890303
FUROSEMIDE 20 MG PO TABS,0.10526315789473684,4,34,5,0.016129032258064516,1,61,1,0.06745436693890303
VANCOMYCIN-WATER INJECT (PEG) 1 GRAM/200 ML IV PGBK,0.21052631578947367,8,30,10,0.08064516129032258,5,57,6,0.0728652524472814
GLUCOSE 4 GRAM PO CHEW,0.23684210526315788,9,29,11,0.0967741935483871,6,56,6,0.08251181782614536
VANCOMYCIN PER PHARMACY PROTOCOL (INPATIENT USE ONLY),0.34210526315789475,13,25,18,0.1774193548387097,11,51,11,0.09035540980657478
OXYCODONE 5 MG PO TABS,0.5,19,19,42,0.3225806451612903,20,42,33,0.09332449713036906
FUROSEMIDE 10 MG/ML INJ SOLN,0.18421052631578946,7,31,42,0.06451612903225806,4,58,8,0.0975955268865409
METOPROLOL TARTRATE 25 MG PO TABS,0.13157894736842105,5,33,14,0.03225806451612903,2,60,3,0.10149897116117781
ENOXAPARIN 40 MG/0.4 ML SC SYRG,0.21052631578947367,8,30,9,0.0967741935483871,6,56,6,0.14120089055080187
PIPERACILLIN-TAZOBACTAM-DEXTRS 3.375 GRAM/50 ML IV PGBK,0.21052631578947367,8,30,19,0.0967741935483871,6,56,12,0.14120089055080187
NALOXONE 0.4 MG/ML INJ SOLN,0.5,19,19,29,0.3387096774193548,21,41,26,0.1418272695186545
ACYCLOVIR 400 MG PO TABS,0.5526315789473685,21,17,31,0.3870967741935484,24,38,32,0.14708909621025035
ACYCLOVIR 200 MG PO CAPS,0.02631578947368421,1,37,2,0.12903225806451613,8,54,10,0.14732022795671385
FAMOTIDINE (PF) 20 MG/2 ML IV SOLN,0.02631578947368421,1,37,2,0.11290322580645161,7,55,8,0.15111761870261547
ENOXAPARIN 80 MG/0.8 ML SC SYRG,0.07894736842105263,3,35,7,0.016129032258064516,1,61,1,0.15220932234187018
LACTULOSE 20 GRAM/30 ML PO SOLN,0.07894736842105263,3,35,3,0.016129032258064516,1,61,2,0.15220932234187018
CARVEDILOL 3.125 MG PO TABS,0.07894736842105263,3,35,4,0.016129032258064516,1,61,2,0.15220932234187018
CARBOXYMETHYLCELLULOSE SODIUM 0.5 % OPHT DPET,0.07894736842105263,3,35,5,0.016129032258064516,1,61,2,0.15220932234187018
"EPOETIN ALFA 40,000 UNIT/ML INJ SOLN",0.07894736842105263,3,35,10,0.016129032258064516,1,61,5,0.15220932234187018
MYCOPHENOLATE MOFETIL 250 MG PO CAPS,0.07894736842105263,3,35,6,0.016129032258064516,1,61,2,0.15220932234187018
POTASSIUM PHOSPHATE IN 100 ML IVPB CENTRAL LINE,0.07894736842105263,3,35,11,0.016129032258064516,1,61,1,0.15220932234187018
WHITE PETROLATUM-MINERAL OIL OPHTH OINT WRAPPER,0.07894736842105263,3,35,7,0.016129032258064516,1,61,1,0.15220932234187018
ACETAMINOPHEN 500 MG/50 ML (10 MG/ML) IV SOLN,0.07894736842105263,3,35,3,0.016129032258064516,1,61,2,0.15220932234187018
BENZOCAINE-MENTHOL 15-3.6 MG MM LOZG,0.07894736842105263,3,35,4,0.016129032258064516,1,61,1,0.15220932234187018
VALGANCICLOVIR 450 MG PO TABS,0.07894736842105263,3,35,5,0.016129032258064516,1,61,1,0.15220932234187018
TRIAMCINOLONE ACETONIDE 0.1 % TP CREA,0.07894736842105263,3,35,3,0.016129032258064516,1,61,1,0.15220932234187018
SALIVA STIMULANT COMB. NO.3 MM SPRY,0.07894736842105263,3,35,3,0.016129032258064516,1,61,1,0.15220932234187018
APIXABAN 5 MG PO TABS,0.07894736842105263,3,35,3,0.016129032258064516,1,61,1,0.15220932234187018
METOPROLOL TARTRATE 50 MG PO TABS,0.07894736842105263,3,35,8,0.016129032258064516,1,61,1,0.15220932234187018
DIPHENHYDRAMINE HCL 25 MG PO CAPS,0.6052631578947368,23,15,70,0.45161290322580644,28,34,72,0.1537633968336497
DOCUSATE SODIUM 100 MG PO CAPS,0.23684210526315788,9,29,11,0.11290322580645161,7,55,9,0.1583308248082275
FLUMAZENIL 0.1 MG/ML IV SOLN,0.23684210526315788,9,29,11,0.11290322580645161,7,55,10,0.1583308248082275
HYDROMORPHONE 1 MG/ML INJ SYRG,0.34210526315789475,13,25,43,0.20967741935483872,13,49,27,0.1638385311652086
SODIUM CHLORIDE 0.9 % IV SOLP,0.39473684210526316,15,23,49,0.25806451612903225,16,46,55,0.183790891367252
FENTANYL CITRATE (PF) 50 MCG/ML INJ SOLN (WRAPPER RECORD),0.2631578947368421,10,28,21,0.14516129032258066,9,53,13,0.19014682184519388
POTASSIUM CHLORIDE IN WATER 10 MEQ/50 ML IV PGBK,0.10526315789473684,4,34,5,0.03225806451612903,2,60,3,0.19708845768860497
"POTASSIUM, SODIUM PHOSPHATES 280-160-250 MG PO PWPK",0.10526315789473684,4,34,13,0.03225806451612903,2,60,3,0.19708845768860497
PYRIDOXINE (VITAMIN B6) 50 MG PO TABS,0.10526315789473684,4,34,6,0.03225806451612903,2,60,4,0.19708845768860497
DIPHENOXYLATE-ATROPINE 2.5-0.025 MG PO TABS,0.18421052631578946,7,31,23,0.08064516129032258,5,57,6,0.20291186768831357
LR IV BOLUS - 500 ML,0.18421052631578946,7,31,12,0.08064516129032258,5,57,11,0.20291186768831357
LORAZEPAM 0.5 MG PO TABS,0.5,19,19,89,0.3709677419354839,23,39,111,0.2182451441369162
LR IV BOLUS - 1000 ML,0.2894736842105263,11,27,17,0.1774193548387097,11,51,13,0.2189721315555478
MYCOPHENOLATE MOFETIL 500 MG PO TABS,0.02631578947368421,1,37,1,0.0967741935483871,6,56,7,0.2474319931366433
MIDAZOLAM 1 MG/ML INJ SOLN,0.21052631578947367,8,30,11,0.11290322580645161,7,55,8,0.24937791086962566
EPINEPHRINE 1 MG/ML (1 ML) INJ SOLN,0.13157894736842105,5,33,9,0.04838709677419355,3,59,4,0.2531309523018232
SIMETHICONE 80 MG PO CHEW,0.13157894736842105,5,33,7,0.04838709677419355,3,59,3,0.2531309523018232
"ACETAMINOPHEN 1,000 MG/100 ML (10 MG/ML) IV SOLN",0.13157894736842105,5,33,5,0.04838709677419355,3,59,6,0.2531309523018232
ONDANSETRON HCL (PF) 4 MG/2 ML INJ SOLN,0.7368421052631579,28,10,76,0.6290322580645161,39,23,96,0.2839625350409867
ATOVAQUONE 750 MG/5 ML PO SUSP,0.23684210526315788,9,29,13,0.14516129032258066,9,53,13,0.2888738823101694
NS IV BOLUS - 1000 ML,0.23684210526315788,9,29,12,0.14516129032258066,9,53,9,0.2888738823101694
ACETAMINOPHEN 500 MG PO TABS,0.23684210526315788,9,29,11,0.14516129032258066,9,53,10,0.2888738823101694
PANTOPRAZOLE 40 MG PO TBEC,0.47368421052631576,18,20,28,0.3548387096774194,22,40,33,0.294509583563905
LETERMOVIR 480 MG PO TABS,0.13157894736842105,5,33,9,0.06451612903225806,4,58,4,0.29451881529687496
LIDOCAINE HCL 2 % VISCOUS ORAL SOLN,0.13157894736842105,5,33,7,0.06451612903225806,4,58,4,0.29451881529687496
ELECTROLYTE-R (PH 7.4) IV SOLP,0.13157894736842105,5,33,6,0.06451612903225806,4,58,4,0.29451881529687496
PREDNISONE 20 MG PO TABS,0.13157894736842105,5,33,8,0.06451612903225806,4,58,8,0.29451881529687496
"CHOLECALCIFEROL (VITAMIN D3) 25 MCG (1,000 UNIT) PO TABS",0.13157894736842105,5,33,6,0.22580645161290322,14,48,17,0.3004369086140691
POSACONAZOLE 100 MG PO TBEC,0.2631578947368421,10,28,31,0.16129032258064516,10,52,20,0.3029194013313355
DIPHENHYDRAMINE HCL 50 MG/ML INJ SOLN,0.6052631578947368,23,15,97,0.4838709677419355,30,32,109,0.30295177615838137
TRAZODONE 50 MG PO TABS,0.5789473684210527,22,16,28,0.45161290322580644,28,34,47,0.30296609411922387
LIDOCAINE (PF) 10 MG/ML (1 %) INJ SOLN,0.5789473684210527,22,16,28,0.45161290322580644,28,34,35,0.30296609411922387
TRIPLE MIX,0.5526315789473685,21,17,56,0.43548387096774194,27,35,68,0.30487515556488415
LORAZEPAM 1 MG PO TABS,0.15789473684210525,6,32,36,0.25806451612903225,16,46,52,0.3218914485781018
IOPAMIDOL 76 % IV SOLN (RADIOLOGY) 500 ML,0.2631578947368421,10,28,13,0.1774193548387097,11,51,11,0.32300949208043506
POTASSIUM CHLORIDE 20 MEQ PO TBTQ,0.2631578947368421,10,28,37,0.1774193548387097,11,51,18,0.32300949208043506
GABAPENTIN 300 MG PO CAPS,0.15789473684210525,6,32,11,0.08064516129032258,5,57,6,0.3244252257342806
PROCHLORPERAZINE EDISYLATE 10 MG/2 ML (5 MG/ML) INJ SOLN,0.34210526315789475,13,25,19,0.24193548387096775,15,47,17,0.3594006686205643
FUROSEMIDE 40 MG PO TABS,0.07894736842105263,3,35,3,0.03225806451612903,2,60,2,0.3652922821737255
BUTALBITAL-ACETAMINOPHEN-CAFF 50-325-40 MG PO TABS,0.07894736842105263,3,35,8,0.03225806451612903,2,60,2,0.3652922821737255
MIRTAZAPINE 15 MG PO TABS,0.07894736842105263,3,35,6,0.03225806451612903,2,60,3,0.3652922821737255
BENZONATATE 100 MG PO CAPS,0.07894736842105263,3,35,4,0.03225806451612903,2,60,2,0.3652922821737255
INSULIN NPH ISOPH U-100 HUMAN 100 UNIT/ML SC SUSP,0.07894736842105263,3,35,15,0.03225806451612903,2,60,3,0.3652922821737255
SODIUM PHOSPHATE IVPB SCALE 15 MMOL,0.07894736842105263,3,35,4,0.03225806451612903,2,60,2,0.3652922821737255
SODIUM PHOSPHATE IVPB SCALE 30 MMOL,0.07894736842105263,3,35,4,0.03225806451612903,2,60,2,0.3652922821737255
"VANCOMYCIN 1,250 MG IN D5W 250 ML IVPB",0.07894736842105263,3,35,3,0.03225806451612903,2,60,2,0.3652922821737255
VANCOMYCIN 750 MG IN D5W 250 ML IVPB,0.07894736842105263,3,35,7,0.03225806451612903,2,60,3,0.3652922821737255
"NYSTATIN 100,000 UNIT/ML PO SUSP",0.10526315789473684,4,34,5,0.1774193548387097,11,51,11,0.39747246403444914
URSODIOL 500 MG PO TABS,0.21052631578947367,8,30,8,0.12903225806451613,8,54,9,0.39966281819695326
ACETAMINOPHEN 650 MG/20.3 ML PO SOLN,0.4473684210526316,17,21,49,0.3548387096774194,22,40,59,0.40216423162432413
VANCOMYCIN-WATER INJECT (PEG) 1.25 GRAM/250 ML IV PGBK,0.02631578947368421,1,37,1,0.08064516129032258,5,57,5,0.4033697218343758
ONDANSETRON 4 MG PO TBDL,0.5263157894736842,20,18,24,0.43548387096774194,27,35,33,0.41420790000011376
LORAZEPAM 2 MG/ML INJ SOLN,0.5263157894736842,20,18,125,0.43548387096774194,27,35,159,0.41420790000011376
POTASSIUM CHLORIDE 20 MEQ/15 ML PO LIQD,0.10526315789473684,4,34,4,0.04838709677419355,3,59,3,0.4218297877088182
INSULIN LISPRO 100 UNIT/ML SC MODERATE SCALE FEEDING (MEALS),0.10526315789473684,4,34,6,0.04838709677419355,3,59,4,0.4218297877088182
HYDROXYZINE HCL 25 MG PO TABS,0.10526315789473684,4,34,11,0.04838709677419355,3,59,3,0.4218297877088182
POSACONAZOLE IVPB (CENTRAL LINE),0.10526315789473684,4,34,5,0.04838709677419355,3,59,3,0.4218297877088182
