med_description,frac_hi,n_pat_hi,no_ttt_hi,n_pres_hi,frac_lo,n_pat_lo,no_ttt_lo,n_pres_lo,fisher_pval
CEFAZOLIN IN DEXTROSE (ISO-OS) 2 GRAM/100 ML IV PGBK,0.059322033898305086,7,111,8,0.21008403361344538,25,94,29,0.0009779121352045828
"VANCOMYCIN 1,000 MG IV SOLR",0.3559322033898305,42,76,47,0.19327731092436976,23,96,24,0.005709534558199098
IPRATROPIUM-ALBUTEROL 0.5 MG-3 MG(2.5 MG BASE)/3 ML INH NEBU,0.11016949152542373,13,105,26,0.025210084033613446,3,116,5,0.009839244390462763
ZZZ IMS TEMPLATE,0.2627118644067797,31,87,37,0.13445378151260504,16,103,17,0.014816600837139978
ENOXAPARIN 40 MG/0.4 ML SC SYRG,0.2711864406779661,32,86,77,0.14285714285714285,17,102,32,0.016440212217430552
CELECOXIB 100 MG PO CAPS,0.3644067796610169,43,75,57,0.5210084033613446,62,57,83,0.018582945629108755
PANTOPRAZOLE 40 MG PO TBEC,0.2627118644067797,31,87,44,0.14285714285714285,17,102,17,0.024168602387613723
"CALCIUM GLUC IN NACL, ISO-OSM 1 GRAM/50 ML IV SOLN",0.1016949152542373,12,106,20,0.03361344537815126,4,115,4,0.041237368210980715
CLINDAMYCIN IN 5 % DEXTROSE 900 MG/50 ML IV PGBK,0.059322033898305086,7,111,9,0.14285714285714285,17,102,27,0.05083404696847535
METOPROLOL TARTRATE 25 MG PO TABS,0.11016949152542373,13,105,29,0.04201680672268908,5,114,10,0.05323865848412973
FUROSEMIDE 20 MG PO TABS,0.11016949152542373,13,105,21,0.04201680672268908,5,114,6,0.05323865848412973
ROSUVASTATIN 5 MG PO TABS,0.05084745762711865,6,112,7,0.008403361344537815,1,118,1,0.06572773505103827
FUROSEMIDE 40 MG PO TABS,0.05084745762711865,6,112,9,0.008403361344537815,1,118,1,0.06572773505103827
MIDAZOLAM 1 MG/ML INJ SOLN,0.05084745762711865,6,112,7,0.008403361344537815,1,118,2,0.06572773505103827
AMLODIPINE 5 MG PO TABS,0.09322033898305085,11,107,15,0.03361344537815126,4,115,6,0.06704286304972415
CELECOXIB 200 MG PO CAPS,0.4406779661016949,52,66,58,0.5630252100840336,67,52,77,0.06930647795328204
ROPIVACAINE 0.2% IN 500 ML INFUSION VIA NIMBUS PUMP (PREMIX)-AUTO BOLUS MODE,0.16101694915254236,19,99,28,0.08403361344537816,10,109,14,0.07746918037622236
VANCOMYCIN PER PHARMACY PROTOCOL (INPATIENT USE ONLY),0.07627118644067797,9,109,11,0.025210084033613446,3,116,3,0.08347040568885936
POVIDONE-IODINE 5 % OPHT SOLN,0.4152542372881356,49,69,49,0.5294117647058824,63,56,63,0.09115258209595703
KETOROLAC 15 MG/ML INJ SOLN,0.059322033898305086,7,111,7,0.01680672268907563,2,117,2,0.10195999054543267
THERAPEUTIC MULTIVITAMIN (GENERIC) PO TABS,0.059322033898305086,7,111,8,0.01680672268907563,2,117,2,0.10195999054543267
HYDROMORPHONE 2 MG PO TABS,0.059322033898305086,7,111,12,0.01680672268907563,2,117,5,0.10195999054543267
NARCAN 4 MG/ACTUATION NASAL SPRY,0.23728813559322035,28,90,29,0.15126050420168066,18,101,19,0.10281603360181439
WARFARIN 2 MG PO TABS,0.0423728813559322,5,113,7,0.008403361344537815,1,118,2,0.11946253102138524
LIDOCAINE 4 % TP CREA,0.0423728813559322,5,113,5,0.008403361344537815,1,118,1,0.11946253102138524
MORPHINE 15 MG PO TBSR,0.0423728813559322,5,113,9,0.008403361344537815,1,118,2,0.11946253102138524
METOCLOPRAMIDE HCL 5 MG/ML INJ SOLN,0.8728813559322034,103,15,131,0.9327731092436975,111,8,136,0.13049627472384018
CARVEDILOL 6.25 MG PO TABS,0.06779661016949153,8,110,11,0.025210084033613446,3,116,4,0.1357354206720074
ASCORBIC ACID (VITAMIN C) 500 MG PO TABS,0.13559322033898305,16,102,16,0.07563025210084033,9,110,9,0.14467918754711911
WARFARIN 5 MG PO TABS,0.1016949152542373,12,106,29,0.05042016806722689,6,113,13,0.1497539854580435
METOCLOPRAMIDE HCL 5 MG PO TABS,0.07627118644067797,9,109,9,0.03361344537815126,4,115,4,0.16651370727319456
HYDROCODONE-ACETAMINOPHEN 5-325 MG PO TABS,0.07627118644067797,9,109,11,0.03361344537815126,4,115,6,0.16651370727319456
FUROSEMIDE 10 MG/ML INJ SOLN,0.05084745762711865,6,112,32,0.01680672268907563,2,117,7,0.17132829061015495
FENTANYL CITRATE (PF) 50 MCG/ML INJ SOLN,0.05084745762711865,6,112,7,0.01680672268907563,2,117,2,0.17132829061015495
METOPROLOL SUCCINATE 50 MG PO TB24,0.05084745762711865,6,112,7,0.01680672268907563,2,117,2,0.17132829061015495
SERTRALINE 50 MG PO TABS,0.05084745762711865,6,112,6,0.01680672268907563,2,117,2,0.17132829061015495
METOPROLOL TARTRATE 50 MG PO TABS,0.05084745762711865,6,112,13,0.01680672268907563,2,117,4,0.17132829061015495
DIPHENHYDRAMINE HCL 25 MG PO CAPS,0.2288135593220339,27,91,27,0.15966386554621848,19,100,21,0.19236696482744392
SODIUM CHLORIDE 0.9 % IRRIG SOLN,0.16101694915254236,19,99,19,0.23529411764705882,28,91,28,0.19236696482744398
"HEPARIN, PORCINE (PF) 5,000 UNIT/0.5 ML INJ SOLN",0.03389830508474576,4,114,10,0.008403361344537815,1,118,1,0.2127913871804089
OXYCODONE 10 MG PO TR12,0.03389830508474576,4,114,8,0.008403361344537815,1,118,2,0.2127913871804089
DIPHENHYDRAMINE HCL 50 MG/ML INJ SOLN,0.03389830508474576,4,114,6,0.008403361344537815,1,118,1,0.2127913871804089
PREGABALIN 75 MG PO CAPS,0.00847457627118644,1,117,2,0.04201680672268908,5,114,9,0.2127913871804089
CARBOXYMETHYLCELLULOSE SODIUM 0.5 % OPHT DPET,0.059322033898305086,7,111,7,0.025210084033613446,3,116,3,0.21554551111924694
EZETIMIBE 10 MG PO TABS,0.059322033898305086,7,111,8,0.025210084033613446,3,116,3,0.21554551111924694
KETOROLAC 30 MG/ML (1 ML) INJ SOLN,0.05084745762711865,6,112,6,0.10084033613445378,12,107,13,0.2194937864047623
NS W/BACITRACIN MIXTURE (SHC OR),0.1440677966101695,17,101,18,0.09243697478991597,11,108,11,0.23407659518231003
TRAMADOL 50 MG PO TABS,0.22033898305084745,26,92,48,0.15966386554621848,19,100,37,0.2503555419393225
MAGNESIUM CITRATE PO SOLN,0.9322033898305084,110,8,122,0.9663865546218487,115,4,119,0.2533317043840904
CEFTRIAXONE 1 GRAM/10 ML IV PUSH (VIAL ONLY),0.06779661016949153,8,110,10,0.03361344537815126,4,115,6,0.2533317043840904
MINERAL OIL PR ENEM,0.9322033898305084,110,8,122,0.9663865546218487,115,4,121,0.2533317043840904
INSULIN LISPRO 100 UNIT/ML SC AGGRESSIVE SCALE FEEDING (BEDTIME),0.03389830508474576,4,114,5,0.07563025210084033,9,110,9,0.2533317043840905
INSULIN LISPRO 100 UNIT/ML SC AGGRESSIVE SCALE FEEDING (MEALS),0.03389830508474576,4,114,5,0.07563025210084033,9,110,9,0.2533317043840905
HYDROXYZINE HCL 25 MG PO TABS,0.3474576271186441,41,77,42,0.2773109243697479,33,86,36,0.26426464438881675
ASPIRIN 325 MG PO TBEC,0.17796610169491525,21,97,38,0.24369747899159663,29,90,57,0.2652448238022834
MELATONIN 5 MG PO TABS,0.7542372881355932,89,29,105,0.8151260504201681,97,22,108,0.272094481143299
"CHOLECALCIFEROL (VITAMIN D3) 25 MCG (1,000 UNIT) PO TABS",0.0423728813559322,5,113,5,0.01680672268907563,2,117,2,0.2806669189324262
ELECTROLYTE-R (PH 7.4) IV SOLP,0.9576271186440678,113,5,297,0.9831932773109243,117,2,310,0.2806669189324262
LISINOPRIL 10 MG PO TABS,0.01694915254237288,2,116,2,0.05042016806722689,6,113,8,0.28066691893242623
NS IV BOLUS - 1000 ML,0.07627118644067797,9,109,10,0.12605042016806722,15,104,17,0.28165024533658345
PROCHLORPERAZINE EDISYLATE 10 MG/2 ML (5 MG/ML) INJ SOLN,0.576271186440678,68,50,86,0.6470588235294118,77,42,91,0.28785100820455456
NS IV BOLUS - 250 ML,0.1864406779661017,22,96,30,0.13445378151260504,16,103,18,0.2933506308527332
SODIUM CHLORIDE 0.9 % IV SOLP,0.5169491525423728,61,57,88,0.44537815126050423,53,66,78,0.29939611927514886
WARFARIN PER PHARMACY PROTOCOL,0.05084745762711865,6,112,8,0.025210084033613446,3,116,4,0.3331876574278402
LR IV BOLUS - 1000 ML,0.05084745762711865,6,112,7,0.025210084033613446,3,116,5,0.3331876574278402
MEPERIDINE (PF) 25 MG/ML INJ SOLN,0.025423728813559324,3,115,3,0.058823529411764705,7,112,9,0.3331876574278403
CEFAZOLIN + NS MIXTURE (SHC OR),0.1016949152542373,12,106,12,0.06722689075630252,8,111,9,0.36102930946652456
ALUM-MAG HYDROXIDE-SIMETH 200-200-20 MG/5 ML PO SUSP,0.2627118644067797,31,87,32,0.21008403361344538,25,94,25,0.36222188643655073
BUPROPION HCL 300 MG PO TB24,0.025423728813559324,3,115,4,0.008403361344537815,1,118,1,0.36969207289702843
FLUTICASONE FUROATE-VILANTEROL 200-25 MCG/DOSE INH DSDV,0.025423728813559324,3,115,4,0.008403361344537815,1,118,1,0.36969207289702843
HYDROMORPHONE 1 MG/ML INJ SYRG,0.9915254237288136,117,1,452,0.9663865546218487,115,4,458,0.36969207289702843
DOXYCYCLINE HYCLATE 100 MG PO CAPS,0.025423728813559324,3,115,4,0.008403361344537815,1,118,1,0.36969207289702843
"BARIUM SULFATE 40 % (W/V), 30% (W/W) PO PSTE",0.025423728813559324,3,115,3,0.008403361344537815,1,118,1,0.36969207289702843
"CHOLECALCIFEROL (VITAMIN D3) 1,000 UNIT (25 MCG) PO TABS",0.025423728813559324,3,115,3,0.008403361344537815,1,118,1,0.36969207289702843
WARFARIN 4 MG PO TABS,0.025423728813559324,3,115,4,0.008403361344537815,1,118,2,0.36969207289702843
