med_description,frac_hi,n_pat_hi,no_ttt_hi,n_pres_hi,frac_lo,n_pat_lo,no_ttt_lo,n_pres_lo,fisher_pval
PRO-STAT SUGAR FREE - VANILLA FLAVORED,0.15789473684210525,33,176,85,0.005050505050505051,1,197,2,1.5699721834478682e-09
CLEVIDIPINE 50 MG/100 ML IV EMUL,0.569377990430622,119,90,141,0.2878787878787879,57,141,64,9.972039659428914e-09
CEFTRIAXONE 2 GRAM/20 ML IV PUSH (VIAL ONLY),0.17703349282296652,37,172,59,0.025252525252525252,5,193,6,1.6716262457578162e-07
PHENYLEPHRINE HCL IN 0.9% NACL 1 MG/10 ML (100 MCG/ML) IV SYRG,0.12440191387559808,26,183,39,0.005050505050505051,1,197,2,2.3838208678186704e-07
PROPOFOL 10 MG/ML IV INFUSION,0.18660287081339713,39,170,94,0.030303030303030304,6,192,7,3.28726262746286e-07
*PO TO FT CONVERSION PER PHARMACY PROTOCOL,0.17703349282296652,37,172,42,0.030303030303030304,6,192,6,6.548029557511647e-07
LIDOCAINE HCL 10 MG/ML (1 %) INJ SOLN,0.215311004784689,45,164,61,0.050505050505050504,10,188,10,8.727095775637864e-07
CHLORHEXIDINE GLUCONATE 0.12 % MM MWSH,0.14832535885167464,31,178,35,0.020202020202020204,4,194,4,1.7690520938065565e-06
IOPAMIDOL 76 % IV SOLN (RADIOLOGY) 500 ML,0.20574162679425836,43,166,69,0.050505050505050504,10,188,13,2.7712080672930797e-06
GADOBENATE DIMEGLUMINE 529 MG/ML (0.1MMOL/0.2ML) IV SOLN,0.40669856459330145,85,124,108,0.1919191919191919,38,160,50,2.911819990484444e-06
NOREPINEPHRINE BITARTRATE-NACL 4 MG/250 ML (16 MCG/ML) IV SOLN,0.14354066985645933,30,179,45,0.020202020202020204,4,194,4,3.315439303251085e-06
POTASSIUM CHLORIDE 20 MEQ/15 ML PO LIQD,0.20095693779904306,42,167,132,0.050505050505050504,10,188,15,4.885924590473735e-06
SODIUM CHLORIDE 1 GRAM PO TABS,0.10047846889952153,21,188,66,0.005050505050505051,1,197,2,7.743110655055177e-06
ROCURONIUM 10 MG/ML IV SOLN,0.09569377990430622,20,189,34,0.005050505050505051,1,197,2,1.5353106233858817e-05
SODIUM CHLORIDE 3 % 3 % IV SOLP,0.1722488038277512,36,173,51,0.04040404040404041,8,190,10,1.961249664901277e-05
ACETAMINOPHEN 650 MG/20.3 ML PO SOLN,0.1674641148325359,35,174,82,0.04040404040404041,8,190,11,3.4341199769751484e-05
DEXMEDETOMIDINE IN 0.9 % NACL 400 MCG/100 ML (4 MCG/ML) IV SOLN,0.1722488038277512,36,173,115,0.045454545454545456,9,189,15,5.153339341243637e-05
LABETALOL 5 MG/ML IV INFUSION,0.23923444976076555,50,159,55,0.09090909090909091,18,180,18,5.789536852605447e-05
CEFEPIME 2 GRAM/50 ML NS EXTENDED INFUSION MINIBAG PLUS,0.0861244019138756,18,191,24,0.005050505050505051,1,197,1,5.9601772192581024e-05
SODIUM PHOSPHATE IVPB,0.08133971291866028,17,192,25,0.005050505050505051,1,197,1,0.00011664834325285988
LIDOCAINE 4 % TP CREA,0.09090909090909091,19,190,22,0.010101010101010102,2,196,2,0.00017246133219523535
