med_description_lo,frac_pat_lo,avg_n_pres_lo,n_pat_lo,n_pres_lo,med_description_hi,frac_pat_hi,avg_n_pres_hi,n_pat_hi,n_pres_hi
ACETAMINOPHEN 325 MG PO TABS,1.0,2.4831460674157304,89,221,NALOXONE 0.4 MG/ML INJ SOLN,1.0,2.1016949152542375,59,124
ONDANSETRON HCL (PF) 4 MG/2 ML INJ SOLN,1.0,1.9438202247191012,89,173,ONDANSETRON HCL (PF) 4 MG/2 ML INJ SOLN,1.0,2.23728813559322,59,132
NALOXONE 0.4 MG/ML INJ SOLN,0.9887640449438202,1.797752808988764,88,160,FENTANYL CITRATE (PF) 50 MCG/ML INJ SOLN (WRAPPER RECORD),0.9830508474576272,3.76271186440678,58,222
POLYETHYLENE GLYCOL 3350 17 GRAM PO PWPK,0.9887640449438202,2.831460674157303,88,252,ONDANSETRON 4 MG PO TBDL,0.9830508474576272,2.2711864406779663,58,134
ONDANSETRON 4 MG PO TBDL,0.9775280898876404,2.393258426966292,87,213,POLYETHYLENE GLYCOL 3350 17 GRAM PO PWPK,0.9661016949152542,3.7796610169491527,57,223
FENTANYL CITRATE (PF) 50 MCG/ML INJ SOLN (WRAPPER RECORD),0.9438202247191011,2.966292134831461,84,264,ACETAMINOPHEN 325 MG PO TABS,0.9322033898305084,2.457627118644068,55,145
FLUMAZENIL 0.1 MG/ML IV SOLN,0.9325842696629213,1.0674157303370786,83,95,FLUMAZENIL 0.1 MG/ML IV SOLN,0.9322033898305084,1.1694915254237288,55,69
HYDROCODONE-ACETAMINOPHEN 5-325 MG PO TABS,0.9325842696629213,1.9662921348314606,83,175,POTASSIUM CHLORIDE IN 0.9%NACL 20 MEQ/L IV SOLP,0.9322033898305084,1.4406779661016949,55,85
POTASSIUM CHLORIDE IN 0.9%NACL 20 MEQ/L IV SOLP,0.9101123595505618,1.2359550561797752,81,110,HYDROCODONE-ACETAMINOPHEN 5-325 MG PO TABS,0.8983050847457628,2.1186440677966103,53,125
PHYSIOSOL + BACITRACIN MIXTURE (SHC OR),0.8764044943820225,0.8876404494382022,78,79,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,0.847457627118644,1.3559322033898304,50,80
BACITRACIN ZINC 500 UNIT/GRAM TP OINT,0.8426966292134831,0.8426966292134831,75,75,BACITRACIN ZINC 500 UNIT/GRAM TP OINT,0.8305084745762712,0.9830508474576272,49,58
HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,0.8314606741573034,1.101123595505618,74,98,PHYSIOSOL + BACITRACIN MIXTURE (SHC OR),0.8135593220338984,0.8813559322033898,48,52
"LIDOCAINE-EPINEPHRINE 0.5 %-1:200,000 INJ SOLN",0.8089887640449438,0.8089887640449438,72,72,METOPROLOL TARTRATE 5 MG/5 ML IV SOLN,0.7796610169491526,1.2203389830508475,46,72
ELECTROLYTE-R (PH 7.4) IV SOLP,0.7752808988764045,1.2921348314606742,69,115,CLEVIDIPINE 50 MG/100 ML IV EMUL,0.7457627118644068,0.9152542372881356,44,54
METOPROLOL TARTRATE 5 MG/5 ML IV SOLN,0.7640449438202247,0.8876404494382022,68,79,ELECTROLYTE-R (PH 7.4) IV SOLP,0.7457627118644068,1.3898305084745763,44,82
SENNOSIDES 8.6 MG PO TABS,0.7528089887640449,1.4382022471910112,67,128,LIDOCAINE (PF) 10 MG/ML (1 %) INJ SOLN,0.7288135593220338,1.694915254237288,43,100
DEXAMETHASONE SODIUM PHOSPHATE 4 MG/ML INJ SOLN,0.7191011235955056,1.3595505617977528,64,121,SENNOSIDES 8.6 MG PO TABS,0.711864406779661,1.5932203389830508,42,94
DEXTROSE 50 % IN WATER (D50W) IV SYRG,0.7191011235955056,1.0898876404494382,64,97,"VANCOMYCIN 1,000 MG IV SOLR",0.6949152542372882,0.7288135593220338,41,43
FAMOTIDINE 20 MG PO TABS,0.7191011235955056,1.2921348314606742,64,115,METOCLOPRAMIDE HCL 5 MG/ML INJ SOLN,0.6610169491525424,1.0,39,59
DEXAMETHASONE 1 MG PO TABS,0.6966292134831461,1.6404494382022472,62,146,DEXAMETHASONE SODIUM PHOSPHATE 4 MG/ML INJ SOLN,0.6440677966101694,1.4576271186440677,38,86
