med_description_lo,frac_pat_lo,avg_n_pres_lo,n_pat_lo,n_pres_lo,med_description_hi,frac_pat_hi,avg_n_pres_hi,n_pat_hi,n_pres_hi
ACETAMINOPHEN 325 MG PO TABS,0.8709677419354839,1.5591397849462365,81,145,POLYETHYLENE GLYCOL 3350 17 GRAM PO PWPK,0.9295774647887324,1.9014084507042253,66,135
POLYETHYLENE GLYCOL 3350 17 GRAM PO PWPK,0.8709677419354839,1.2688172043010753,81,118,ACETAMINOPHEN 325 MG PO TABS,0.8873239436619719,1.8450704225352113,63,131
SENNOSIDES 8.6 MG PO TABS,0.7311827956989247,0.989247311827957,68,92,SENNOSIDES 8.6 MG PO TABS,0.7746478873239436,1.2253521126760563,55,87
ENOXAPARIN 40 MG/0.4 ML SC SYRG,0.6774193548387096,0.8494623655913979,63,79,ENOXAPARIN 40 MG/0.4 ML SC SYRG,0.7183098591549296,1.0845070422535212,51,77
ONDANSETRON 4 MG PO TBDL,0.5806451612903226,0.6774193548387096,54,63,ONDANSETRON 4 MG PO TBDL,0.6619718309859155,0.8732394366197183,47,62
ONDANSETRON HCL (PF) 4 MG/2 ML INJ SOLN,0.5268817204301075,0.8064516129032258,49,75,MELATONIN 5 MG PO TABS,0.6197183098591549,1.056338028169014,44,75
MELATONIN 5 MG PO TABS,0.4946236559139785,0.6344086021505376,46,59,ONDANSETRON HCL (PF) 4 MG/2 ML INJ SOLN,0.6056338028169014,1.1126760563380282,43,79
BENZONATATE 100 MG PO CAPS,0.4838709677419355,0.8494623655913979,45,79,BENZONATATE 100 MG PO CAPS,0.5352112676056338,0.9014084507042254,38,64
REMDESIVIR 100 MG/250 ML IVPB,0.40860215053763443,0.4838709677419355,38,45,DEXTROSE 50 % IN WATER (D50W) IV SYRG,0.5070422535211268,1.1126760563380282,36,79
REMDESIVIR 200 MG/250 ML IVPB,0.3655913978494624,0.3763440860215054,34,35,GLUCOSE 4 GRAM PO CHEW,0.4788732394366197,0.8309859154929577,34,59
ALBUTEROL SULFATE 90 MCG/ACTUATION INH HFAA,0.34408602150537637,0.4946236559139785,32,46,NALOXONE 0.4 MG/ML INJ SOLN,0.4225352112676056,0.9154929577464789,30,65
DEXTROSE 50 % IN WATER (D50W) IV SYRG,0.3333333333333333,0.4731182795698925,31,44,REMDESIVIR 100 MG/250 ML IVPB,0.4225352112676056,0.5492957746478874,30,39
GLUCOSE 4 GRAM PO CHEW,0.3118279569892473,0.3655913978494624,29,34,REMDESIVIR 200 MG/250 ML IVPB,0.4084507042253521,0.4788732394366197,29,34
DEXTROMETHORPHAN-GUAIFENESIN 10-100 MG/5 ML PO SYRP,0.27956989247311825,0.43010752688172044,26,40,DEXAMETHASONE SODIUM PHOSPHATE 4 MG/ML INJ SOLN,0.36619718309859156,0.704225352112676,26,50
ACETAMINOPHEN 500 MG PO TABS,0.26881720430107525,0.34408602150537637,25,32,ACETAMINOPHEN 500 MG PO TABS,0.352112676056338,0.6056338028169014,25,43
DEXAMETHASONE SODIUM PHOSPHATE 4 MG/ML INJ SOLN,0.24731182795698925,0.3225806451612903,23,30,IOPAMIDOL 76 % IV SOLN (RADIOLOGY) 500 ML,0.352112676056338,0.4084507042253521,25,29
CEFTRIAXONE 1 GRAM/10 ML IV PUSH (VIAL ONLY),0.23655913978494625,0.3655913978494624,22,34,PANTOPRAZOLE 40 MG PO TBEC,0.3380281690140845,0.5352112676056338,24,38
IOPAMIDOL 76 % IV SOLN (RADIOLOGY) 500 ML,0.22580645161290322,0.23655913978494625,21,22,BISACODYL 10 MG PR SUPP,0.323943661971831,0.5211267605633803,23,37
NALOXONE 0.4 MG/ML INJ SOLN,0.22580645161290322,0.24731182795698925,21,23,DEXTROMETHORPHAN-GUAIFENESIN 10-100 MG/5 ML PO SYRP,0.30985915492957744,0.43661971830985913,22,31
PANTOPRAZOLE 40 MG PO TBEC,0.22580645161290322,0.24731182795698925,21,23,LIDOCAINE (PF) 10 MG/ML (1 %) INJ SOLN,0.30985915492957744,0.5070422535211268,22,36
