med_description_lo,frac_pat_lo,avg_n_pres_lo,n_pat_lo,n_pres_lo,med_description_hi,frac_pat_hi,avg_n_pres_hi,n_pat_hi,n_pres_hi
NALOXONE 0.4 MG/ML INJ SOLN,1.0,2.6582278481012658,79,210,NALOXONE 0.4 MG/ML INJ SOLN,1.0,4.2727272727272725,55,235
ONDANSETRON 4 MG PO TBDL,0.9873417721518988,2.037974683544304,78,161,ONDANSETRON HCL (PF) 4 MG/2 ML INJ SOLN,1.0,3.327272727272727,55,183
ONDANSETRON HCL (PF) 4 MG/2 ML INJ SOLN,0.9873417721518988,2.1645569620253164,78,171,FENTANYL CITRATE (PF) 50 MCG/ML INJ SOLN (WRAPPER RECORD),0.9818181818181818,4.1454545454545455,54,228
FENTANYL CITRATE (PF) 50 MCG/ML INJ SOLN (WRAPPER RECORD),0.9746835443037974,2.721518987341772,77,215,HYDROMORPHONE 1 MG/ML INJ SYRG,0.9818181818181818,6.454545454545454,54,355
OXYCODONE 5 MG PO TABS,0.9746835443037974,5.708860759493671,77,451,ONDANSETRON 4 MG PO TBDL,0.9818181818181818,2.5272727272727273,54,139
ELECTROLYTE-R (PH 7.4) IV SOLP,0.9493670886075949,2.151898734177215,75,170,ELECTROLYTE-R (PH 7.4) IV SOLP,0.9636363636363636,2.4727272727272727,53,136
HYDROMORPHONE 1 MG/ML INJ SYRG,0.9367088607594937,3.2278481012658227,74,255,OXYCODONE 5 MG PO TABS,0.9636363636363636,6.381818181818182,53,351
DEXTROSE 50 % IN WATER (D50W) IV SYRG,0.9113924050632911,1.1518987341772151,72,91,DEXTROSE 50 % IN WATER (D50W) IV SYRG,0.9454545454545454,1.8909090909090909,52,104
LIDOCAINE (PF) 10 MG/ML (1 %) INJ SOLN,0.8354430379746836,1.379746835443038,66,109,LIDOCAINE (PF) 10 MG/ML (1 %) INJ SOLN,0.9090909090909091,2.5454545454545454,50,140
ACETAMINOPHEN 325 MG PO TABS,0.7848101265822784,1.4683544303797469,62,116,HYDROMORPHONE 1 MG/ML IV PCA,0.8545454545454545,1.018181818181818,47,56
GABAPENTIN 300 MG PO CAPS,0.7721518987341772,1.6835443037974684,61,133,ACETAMINOPHEN 500 MG PO TABS,0.7090909090909091,1.6545454545454545,39,91
ACETAMINOPHEN 500 MG PO TABS,0.7468354430379747,1.2784810126582278,59,101,ACETAMINOPHEN 325 MG PO TABS,0.6909090909090909,1.5818181818181818,38,87
POTASSIUM CHLORID-D5-0.45%NACL 20 MEQ/L IV SOLP,0.7468354430379747,0.9620253164556962,59,76,POTASSIUM CHLORID-D5-0.45%NACL 20 MEQ/L IV SOLP,0.6909090909090909,1.290909090909091,38,71
ALVIMOPAN 12 MG PO CAPS,0.6962025316455697,1.1518987341772151,55,91,"ACETAMINOPHEN 1,000 MG/100 ML (10 MG/ML) IV SOLN",0.6727272727272727,1.6545454545454545,37,91
ENOXAPARIN 40 MG/0.4 ML SC SYRG,0.6708860759493671,0.8734177215189873,53,69,ENOXAPARIN 40 MG/0.4 ML SC SYRG,0.6727272727272727,1.4727272727272727,37,81
PREFERRED ANTIBIOTIC AGENT,0.5316455696202531,0.5949367088607594,42,47,PROCHLORPERAZINE EDISYLATE 10 MG/2 ML (5 MG/ML) INJ SOLN,0.6363636363636364,1.0727272727272728,35,59
BUPIVACAINE 0.25 % (2.5 MG/ML) INJ SOLN,0.5063291139240507,0.5063291139240507,40,40,GABAPENTIN 300 MG PO CAPS,0.6181818181818182,1.4727272727272727,34,81
PROCHLORPERAZINE EDISYLATE 10 MG/2 ML (5 MG/ML) INJ SOLN,0.4936708860759494,0.6455696202531646,39,51,METOCLOPRAMIDE HCL 5 MG/ML INJ SOLN,0.5636363636363636,1.290909090909091,31,71
HYDROMORPHONE 1 MG/ML IV PCA,0.45569620253164556,0.46835443037974683,36,37,IOPAMIDOL 76 % IV SOLN (RADIOLOGY) 500 ML,0.5272727272727272,0.9090909090909091,29,50
KETOROLAC 15 MG/ML INJ SOLN,0.4430379746835443,0.5063291139240507,35,40,LABETALOL 5 MG/ML IV SOLN,0.5272727272727272,0.7636363636363637,29,42
