med_description_lo,frac_pat_lo,avg_n_pres_lo,n_pat_lo,n_pres_lo,med_description_hi,frac_pat_hi,avg_n_pres_hi,n_pat_hi,n_pres_hi
NALOXONE 0.4 MG/ML INJ SOLN,1.0,2.7857142857142856,70,195,ONDANSETRON HCL (PF) 4 MG/2 ML INJ SOLN,1.0,2.357142857142857,70,165
ONDANSETRON HCL (PF) 4 MG/2 ML INJ SOLN,1.0,2.1714285714285713,70,152,OXYCODONE 5 MG PO TABS,1.0,5.8428571428571425,70,409
OXYCODONE 5 MG PO TABS,1.0,5.042857142857143,70,353,FENTANYL CITRATE (PF) 50 MCG/ML INJ SOLN (WRAPPER RECORD),0.9857142857142858,3.3285714285714287,69,233
ELECTROLYTE-R (PH 7.4) IV SOLP,0.9857142857142858,2.3,69,161,HYDROMORPHONE 1 MG/ML INJ SYRG,0.9857142857142858,3.842857142857143,69,269
FENTANYL CITRATE (PF) 50 MCG/ML INJ SOLN (WRAPPER RECORD),0.9857142857142858,2.757142857142857,69,193,ELECTROLYTE-R (PH 7.4) IV SOLP,0.9714285714285714,2.4571428571428573,68,172
ONDANSETRON 4 MG PO TBDL,0.9857142857142858,2.142857142857143,69,150,NALOXONE 0.4 MG/ML INJ SOLN,0.9714285714285714,3.4714285714285715,68,243
HYDROMORPHONE 1 MG/ML INJ SYRG,0.9714285714285714,3.2,68,224,ONDANSETRON 4 MG PO TBDL,0.9714285714285714,2.2,68,154
DEXTROSE 50 % IN WATER (D50W) IV SYRG,0.9,1.2285714285714286,63,86,LIDOCAINE (PF) 10 MG/ML (1 %) INJ SOLN,0.9571428571428572,1.8714285714285714,67,131
GABAPENTIN 300 MG PO CAPS,0.8714285714285714,1.8857142857142857,61,132,DEXTROSE 50 % IN WATER (D50W) IV SYRG,0.9,1.6571428571428573,63,116
POTASSIUM CHLORID-D5-0.45%NACL 20 MEQ/L IV SOLP,0.8571428571428571,1.0571428571428572,60,74,GABAPENTIN 300 MG PO CAPS,0.8428571428571429,1.9,59,133
ACETAMINOPHEN 325 MG PO TABS,0.8428571428571429,1.8428571428571427,59,129,ACETAMINOPHEN 325 MG PO TABS,0.7857142857142857,1.7571428571428571,55,123
LIDOCAINE (PF) 10 MG/ML (1 %) INJ SOLN,0.8428571428571429,1.2714285714285714,59,89,ACETAMINOPHEN 500 MG PO TABS,0.7857142857142857,1.5142857142857142,55,106
ALVIMOPAN 12 MG PO CAPS,0.7428571428571429,1.3285714285714285,52,93,ENOXAPARIN 40 MG/0.4 ML SC SYRG,0.7857142857142857,1.3571428571428572,55,95
ENOXAPARIN 40 MG/0.4 ML SC SYRG,0.7428571428571429,1.0571428571428572,52,74,POTASSIUM CHLORID-D5-0.45%NACL 20 MEQ/L IV SOLP,0.7857142857142857,1.2428571428571429,55,87
ACETAMINOPHEN 500 MG PO TABS,0.7,1.2,49,84,ALVIMOPAN 12 MG PO CAPS,0.7285714285714285,1.2571428571428571,51,88
HYDROMORPHONE 1 MG/ML IV PCA,0.6,0.6285714285714286,42,44,HYDROMORPHONE 1 MG/ML IV PCA,0.7142857142857143,0.9,50,63
PREFERRED ANTIBIOTIC AGENT,0.5142857142857142,0.6142857142857143,36,43,POLYETHYLENE GLYCOL 3350 17 GRAM PO PWPK,0.6142857142857143,1.1428571428571428,43,80
POLYETHYLENE GLYCOL 3350 17 GRAM PO PWPK,0.4857142857142857,0.8285714285714286,34,58,PREFERRED ANTIBIOTIC AGENT,0.5428571428571428,0.6142857142857143,38,43
METOCLOPRAMIDE HCL 5 MG/ML INJ SOLN,0.45714285714285713,0.6285714285714286,32,44,HALOPERIDOL LACTATE 5 MG/ML INJ SOLN,0.5142857142857142,0.8,36,56
PROCHLORPERAZINE EDISYLATE 10 MG/2 ML (5 MG/ML) INJ SOLN,0.44285714285714284,0.5857142857142857,31,41,METOCLOPRAMIDE HCL 5 MG/ML INJ SOLN,0.5,0.5428571428571428,35,38
