med_description_lo,frac_pat_lo,avg_n_pres_lo,n_pat_lo,n_pres_lo,med_description_hi,frac_pat_hi,avg_n_pres_hi,n_pat_hi,n_pres_hi
POLYETHYLENE GLYCOL 3350 17 GRAM PO PWPK,0.7938931297709924,1.217557251908397,208,319,POLYETHYLENE GLYCOL 3350 17 GRAM PO PWPK,0.8603603603603603,2.126126126126126,191,472
ACETAMINOPHEN 325 MG PO TABS,0.7900763358778626,1.2328244274809161,207,323,ACETAMINOPHEN 325 MG PO TABS,0.7792792792792793,1.7297297297297298,173,384
ONDANSETRON HCL (PF) 4 MG/2 ML INJ SOLN,0.6412213740458015,0.9580152671755725,168,251,ONDANSETRON HCL (PF) 4 MG/2 ML INJ SOLN,0.7612612612612613,1.5855855855855856,169,352
ONDANSETRON 4 MG PO TBDL,0.5954198473282443,0.7480916030534351,156,196,VANCOMYCIN PER PHARMACY PROTOCOL (INPATIENT USE ONLY),0.6846846846846847,1.0225225225225225,152,227
SENNOSIDES 8.6 MG PO TABS,0.5725190839694656,0.7900763358778626,150,207,DEXTROSE 50 % IN WATER (D50W) IV SYRG,0.6576576576576577,1.7612612612612613,146,391
MELATONIN 5 MG PO TABS,0.5038167938931297,0.6030534351145038,132,158,SENNOSIDES 8.6 MG PO TABS,0.6576576576576577,1.1486486486486487,146,255
NALOXONE 0.4 MG/ML INJ SOLN,0.48854961832061067,0.6793893129770993,128,178,ONDANSETRON 4 MG PO TBDL,0.5945945945945946,0.9324324324324325,132,207
VANCOMYCIN PER PHARMACY PROTOCOL (INPATIENT USE ONLY),0.46564885496183206,0.5610687022900763,122,147,NALOXONE 0.4 MG/ML INJ SOLN,0.5855855855855856,1.1306306306306306,130,251
ENOXAPARIN 40 MG/0.4 ML SC SYRG,0.4122137404580153,0.5305343511450382,108,139,LIDOCAINE (PF) 10 MG/ML (1 %) INJ SOLN,0.581081081081081,1.2027027027027026,129,267
CEFEPIME 2 GRAM/50 ML NS EXTENDED INFUSION MINIBAG PLUS,0.40458015267175573,0.5916030534351145,106,155,MELATONIN 5 MG PO TABS,0.5765765765765766,1.027027027027027,128,228
DEXTROSE 50 % IN WATER (D50W) IV SYRG,0.3969465648854962,0.7061068702290076,104,185,GLUCOSE 4 GRAM PO CHEW,0.5720720720720721,0.9504504504504504,127,211
ACETAMINOPHEN 500 MG PO TABS,0.3893129770992366,0.5801526717557252,102,152,HYDROMORPHONE 1 MG/ML INJ SYRG,0.5045045045045045,1.8108108108108107,112,402
IOPAMIDOL 76 % IV SOLN (RADIOLOGY) 500 ML,0.33969465648854963,0.40458015267175573,89,106,CEFEPIME 2 GRAM/50 ML NS EXTENDED INFUSION MINIBAG PLUS,0.5,0.8108108108108109,111,180
METRONIDAZOLE IN NACL (ISO-OS) 500 MG/100 ML IV PGBK,0.3244274809160305,0.4618320610687023,85,121,FENTANYL CITRATE (PF) 50 MCG/ML INJ SOLN (WRAPPER RECORD),0.49099099099099097,1.7837837837837838,109,396
OXYCODONE 5 MG PO TABS,0.32061068702290074,0.7786259541984732,84,204,IOPAMIDOL 76 % IV SOLN (RADIOLOGY) 500 ML,0.4864864864864865,0.6621621621621622,108,147
HYDROMORPHONE 1 MG/ML INJ SYRG,0.2900763358778626,0.648854961832061,76,170,ENOXAPARIN 40 MG/0.4 ML SC SYRG,0.46396396396396394,0.6891891891891891,103,153
NORMOSOL-R IV BOLUS - 1000 ML,0.2900763358778626,0.4389312977099237,76,115,METRONIDAZOLE IN NACL (ISO-OS) 500 MG/100 ML IV PGBK,0.42792792792792794,0.6081081081081081,95,135
NORMOSOL-R IV BOLUS - 500 ML,0.2824427480916031,0.48854961832061067,74,128,NORMOSOL-R IV BOLUS - 500 ML,0.42792792792792794,1.2837837837837838,95,285
GLUCOSE 4 GRAM PO CHEW,0.2748091603053435,0.3435114503816794,72,90,OXYCODONE 5 MG PO TABS,0.4189189189189189,1.1981981981981982,93,266
LR IV BOLUS - 1000 ML,0.2748091603053435,0.4198473282442748,72,110,POTASSIUM CHLORIDE IN WATER 10 MEQ/100 ML IV PGBK,0.4144144144144144,0.7747747747747747,92,172
