med_description_lo,frac_pat_lo,avg_n_pres_lo,n_pat_lo,n_pres_lo,med_description_hi,frac_pat_hi,avg_n_pres_hi,n_pat_hi,n_pres_hi
DEXTROSE 50 % IN WATER (D50W) IV SYRG,1.0,2.2564102564102564,78,176,HYDROMORPHONE 1 MG/ML INJ SYRG,1.0,4.204819277108434,83,349
NALOXONE 0.4 MG/ML INJ SOLN,1.0,1.9871794871794872,78,155,NALOXONE 0.4 MG/ML INJ SOLN,1.0,2.253012048192771,83,187
ONDANSETRON HCL (PF) 4 MG/2 ML INJ SOLN,1.0,1.435897435897436,78,112,ONDANSETRON 4 MG PO TBDL,1.0,1.891566265060241,83,157
POLYETHYLENE GLYCOL 3350 17 GRAM PO PWPK,1.0,2.5641025641025643,78,200,ONDANSETRON HCL (PF) 4 MG/2 ML INJ SOLN,1.0,1.783132530120482,83,148
SENNOSIDES 8.6 MG PO TABS,1.0,2.141025641025641,78,167,POLYETHYLENE GLYCOL 3350 17 GRAM PO PWPK,1.0,3.8674698795180724,83,321
ONDANSETRON 4 MG PO TBDL,0.9871794871794872,1.858974358974359,77,145,POTASSIUM CHLORID-D5-0.45%NACL 20 MEQ/L IV SOLP,1.0,1.0602409638554218,83,88
OXYCODONE 5 MG PO TABS,0.9871794871794872,5.782051282051282,77,451,POTASSIUM CHLORIDE IN WATER 10 MEQ/100 ML IV PGBK,1.0,1.4578313253012047,83,121
GLUCOSE 4 GRAM PO CHEW,0.9743589743589743,1.1666666666666667,76,91,POTASSIUM CHLORIDE IN WATER 10 MEQ/50 ML IV PGBK,1.0,1.3855421686746987,83,115
POTASSIUM CHLORID-D5-0.45%NACL 20 MEQ/L IV SOLP,0.9743589743589743,1.0128205128205128,76,79,POTASSIUM CHLORIDE IN WATER 20 MEQ/50 ML IV PGBK,1.0,2.433734939759036,83,202
POTASSIUM CHLORIDE IN WATER 10 MEQ/100 ML IV PGBK,0.9743589743589743,1.3205128205128205,76,103,SENNOSIDES 8.6 MG PO TABS,1.0,2.5542168674698793,83,212
POTASSIUM CHLORIDE IN WATER 10 MEQ/50 ML IV PGBK,0.9743589743589743,1.3717948717948718,76,107,SODIUM CHLORIDE 0.9 % (FLUSH) INJ SYRG,1.0,1.0120481927710843,83,84
POTASSIUM CHLORIDE IN WATER 20 MEQ/50 ML IV PGBK,0.9743589743589743,1.8717948717948718,76,146,CHLORHEXIDINE GLUCONATE 0.12 % MM MWSH,0.9879518072289156,2.1686746987951806,82,180
CHLORHEXIDINE GLUCONATE 0.12 % MM MWSH,0.9615384615384616,1.9743589743589745,75,154,DEXTROSE 50 % IN WATER (D50W) IV SYRG,0.9879518072289156,3.2409638554216866,82,269
ACETAMINOPHEN 500 MG PO TABS,0.9487179487179487,1.6923076923076923,74,132,GLUCOSE 4 GRAM PO CHEW,0.9879518072289156,1.5421686746987953,82,128
FUROSEMIDE 10 MG/ML INJ SOLN,0.9487179487179487,3.3974358974358974,74,265,DEXMEDETOMIDINE IN 0.9 % NACL 400 MCG/100 ML (4 MCG/ML) IV SOLN,0.9759036144578314,3.0843373493975905,81,256
HYDROMORPHONE 1 MG/ML INJ SYRG,0.9487179487179487,3.217948717948718,74,251,OXYCODONE 5 MG PO TABS,0.9759036144578314,5.493975903614458,81,456
MAGNESIUM SULFATE IN WATER 2 GRAM/50 ML (4 %) IV PGBK,0.9487179487179487,1.564102564102564,74,122,ACETAMINOPHEN 500 MG PO TABS,0.963855421686747,2.108433734939759,80,175
NORMOSOL-R IV BOLUS - 500 ML,0.9487179487179487,4.6923076923076925,74,366,BISACODYL 10 MG PR SUPP,0.963855421686747,2.289156626506024,80,190
SODIUM CHLORIDE 0.9 % (FLUSH) INJ SYRG,0.9487179487179487,0.9487179487179487,74,74,FUROSEMIDE 10 MG/ML INJ SOLN,0.963855421686747,6.975903614457831,80,579
ASPIRIN 81 MG PO CHEW,0.9230769230769231,1.205128205128205,72,94,MAGNESIUM SULFATE IN D5W 1 GRAM/100 ML IV PGBK,0.963855421686747,1.5903614457831325,80,132
