med_description_lo,frac_pat_lo,avg_n_pres_lo,n_pat_lo,n_pres_lo,med_description_hi,frac_pat_hi,avg_n_pres_hi,n_pat_hi,n_pres_hi
POLYETHYLENE GLYCOL 3350 17 GRAM PO PWPK,0.9833333333333333,2.0,59,120,NALOXONE 0.4 MG/ML INJ SOLN,0.9615384615384616,1.75,50,91
NALOXONE 0.4 MG/ML INJ SOLN,0.9666666666666667,1.5166666666666666,58,91,POLYETHYLENE GLYCOL 3350 17 GRAM PO PWPK,0.9615384615384616,2.480769230769231,50,129
ACETAMINOPHEN 325 MG PO TABS,0.8,1.3833333333333333,48,83,ONDANSETRON HCL (PF) 4 MG/2 ML INJ SOLN,0.8653846153846154,1.5769230769230769,45,82
ONDANSETRON HCL (PF) 4 MG/2 ML INJ SOLN,0.8,1.5166666666666666,48,91,ACETAMINOPHEN 325 MG PO TABS,0.8269230769230769,1.6346153846153846,43,85
SODIUM CHLORIDE 0.9 % IV SOLP,0.7666666666666667,0.9166666666666666,46,55,DEXTROSE 50 % IN WATER (D50W) IV SYRG,0.7307692307692307,1.0961538461538463,38,57
ONDANSETRON 4 MG PO TBDL,0.75,1.35,45,81,ONDANSETRON 4 MG PO TBDL,0.7307692307692307,1.3846153846153846,38,72
DEXTROSE 50 % IN WATER (D50W) IV SYRG,0.6833333333333333,1.0333333333333334,41,62,FENTANYL CITRATE (PF) 50 MCG/ML INJ SOLN (WRAPPER RECORD),0.6730769230769231,2.019230769230769,35,105
FENTANYL CITRATE (PF) 50 MCG/ML INJ SOLN (WRAPPER RECORD),0.6333333333333333,1.7,38,102,CLEVIDIPINE 50 MG/100 ML IV EMUL,0.6153846153846154,0.8076923076923077,32,42
HYDROCODONE-ACETAMINOPHEN 5-325 MG PO TABS,0.5833333333333334,1.0,35,60,HYDROCODONE-ACETAMINOPHEN 5-325 MG PO TABS,0.6153846153846154,1.2307692307692308,32,64
CLEVIDIPINE 50 MG/100 ML IV EMUL,0.5666666666666667,0.6,34,36,SENNOSIDES 8.6 MG PO TABS,0.6153846153846154,1.0961538461538463,32,57
ACETAMINOPHEN 650 MG PR SUPP,0.55,0.9,33,54,LABETALOL 5 MG/ML IV SOLN,0.5961538461538461,1.4038461538461537,31,73
MAGNESIUM HYDROXIDE 400 MG/5 ML PO SUSP,0.55,0.7833333333333333,33,47,LIDOCAINE (PF) 10 MG/ML (1 %) INJ SOLN,0.5961538461538461,0.8653846153846154,31,45
SENNOSIDES 8.6 MG PO TABS,0.55,0.9,33,54,MAGNESIUM HYDROXIDE 400 MG/5 ML PO SUSP,0.5961538461538461,1.1730769230769231,31,61
ATORVASTATIN 40 MG PO TABS,0.5,0.8666666666666667,30,52,METOPROLOL TARTRATE 5 MG/5 ML IV SOLN,0.5769230769230769,1.1153846153846154,30,58
HYDRALAZINE 20 MG/ML INJ SOLN,0.5,0.75,30,45,SODIUM CHLORIDE 0.9 % IV SOLP,0.5576923076923077,0.7692307692307693,29,40
LIDOCAINE HCL 10 MG/ML (1 %) INJ SOLN,0.5,0.5,30,30,ATORVASTATIN 40 MG PO TABS,0.5384615384615384,0.9615384615384616,28,50
METOPROLOL TARTRATE 5 MG/5 ML IV SOLN,0.5,0.6666666666666666,30,40,OXYCODONE 5 MG PO TABS,0.5384615384615384,1.5961538461538463,28,83
ELECTROLYTE-R (PH 7.4) IV SOLP,0.48333333333333334,0.7333333333333333,29,44,ACETAMINOPHEN 650 MG PR SUPP,0.5192307692307693,0.7884615384615384,27,41
LABETALOL 5 MG/ML IV SOLN,0.48333333333333334,0.8,29,48,ASPIRIN 81 MG PO TBEC,0.5192307692307693,0.7884615384615384,27,41
LIDOCAINE (PF) 10 MG/ML (1 %) INJ SOLN,0.48333333333333334,0.6333333333333333,29,38,ELECTROLYTE-R (PH 7.4) IV SOLP,0.5192307692307693,0.9230769230769231,27,48
