med_description_lo,frac_pat_lo,avg_n_pres_lo,n_pat_lo,n_pres_lo,med_description_hi,frac_pat_hi,avg_n_pres_hi,n_pat_hi,n_pres_hi
NALOXONE 0.4 MG/ML INJ SOLN,1.0,1.6666666666666667,51,85,NALOXONE 0.4 MG/ML INJ SOLN,1.0,1.7169811320754718,53,91
ONDANSETRON HCL (PF) 4 MG/2 ML INJ SOLN,1.0,1.8235294117647058,51,93,ONDANSETRON HCL (PF) 4 MG/2 ML INJ SOLN,1.0,1.8867924528301887,53,100
POLYETHYLENE GLYCOL 3350 17 GRAM PO PWPK,1.0,2.627450980392157,51,134,POLYETHYLENE GLYCOL 3350 17 GRAM PO PWPK,1.0,2.490566037735849,53,132
FENTANYL CITRATE (PF) 50 MCG/ML INJ SOLN (WRAPPER RECORD),0.9803921568627451,3.0392156862745097,50,155,FLUMAZENIL 0.1 MG/ML IV SOLN,0.9811320754716981,1.0377358490566038,52,55
ONDANSETRON 4 MG PO TBDL,0.9803921568627451,2.2549019607843137,50,115,ONDANSETRON 4 MG PO TBDL,0.9811320754716981,2.0943396226415096,52,111
ACETAMINOPHEN 325 MG PO TABS,0.9607843137254902,2.0392156862745097,49,104,ACETAMINOPHEN 325 MG PO TABS,0.9433962264150944,2.1132075471698113,50,112
FLUMAZENIL 0.1 MG/ML IV SOLN,0.9411764705882353,0.9803921568627451,48,50,FENTANYL CITRATE (PF) 50 MCG/ML INJ SOLN (WRAPPER RECORD),0.9245283018867925,2.792452830188679,49,148
POTASSIUM CHLORIDE IN 0.9%NACL 20 MEQ/L IV SOLP,0.9411764705882353,1.0784313725490196,48,55,HYDROCODONE-ACETAMINOPHEN 5-325 MG PO TABS,0.8867924528301887,1.7924528301886793,47,95
HYDROCODONE-ACETAMINOPHEN 5-325 MG PO TABS,0.9215686274509803,1.8627450980392157,47,95,ELECTROLYTE-R (PH 7.4) IV SOLP,0.8679245283018868,1.5660377358490567,46,83
ELECTROLYTE-R (PH 7.4) IV SOLP,0.9019607843137255,1.7254901960784315,46,88,LIDOCAINE (PF) 10 MG/ML (1 %) INJ SOLN,0.8490566037735849,1.5471698113207548,45,82
HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,0.9019607843137255,0.9607843137254902,46,49,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,0.8301886792452831,1.0188679245283019,44,54
LIDOCAINE (PF) 10 MG/ML (1 %) INJ SOLN,0.8431372549019608,1.2549019607843137,43,64,POTASSIUM CHLORIDE IN 0.9%NACL 20 MEQ/L IV SOLP,0.7924528301886793,0.8679245283018868,42,46
METOPROLOL TARTRATE 5 MG/5 ML IV SOLN,0.7843137254901961,0.8627450980392157,40,44,DEXTROSE 50 % IN WATER (D50W) IV SYRG,0.6792452830188679,1.0754716981132075,36,57
PHYSIOSOL + BACITRACIN MIXTURE (SHC OR),0.7843137254901961,0.803921568627451,40,41,PHYSIOSOL + BACITRACIN MIXTURE (SHC OR),0.660377358490566,0.6792452830188679,35,36
DEXTROSE 50 % IN WATER (D50W) IV SYRG,0.7647058823529411,0.9019607843137255,39,46,METOPROLOL TARTRATE 5 MG/5 ML IV SOLN,0.6415094339622641,0.7735849056603774,34,41
BACITRACIN ZINC 500 UNIT/GRAM TP OINT,0.6862745098039216,0.6862745098039216,35,35,BACITRACIN ZINC 500 UNIT/GRAM TP OINT,0.6226415094339622,0.6226415094339622,33,33
OXYCODONE 5 MG PO TABS,0.6862745098039216,2.2745098039215685,35,116,METOCLOPRAMIDE HCL 5 MG/ML INJ SOLN,0.6226415094339622,0.7547169811320755,33,40
SENNOSIDES 8.6 MG PO TABS,0.6666666666666666,1.411764705882353,34,72,OXYCODONE 5 MG PO TABS,0.6226415094339622,2.0377358490566038,33,108
METOCLOPRAMIDE HCL 5 MG/ML INJ SOLN,0.6470588235294118,0.7647058823529411,33,39,CLEVIDIPINE 50 MG/100 ML IV EMUL,0.5660377358490566,0.6037735849056604,30,32
HYDROMORPHONE 1 MG/ML INJ SYRG,0.6274509803921569,1.3529411764705883,32,69,DEXAMETHASONE SODIUM PHOSPHATE 4 MG/ML INJ SOLN,0.5660377358490566,1.4528301886792452,30,77
