med_description_lo,frac_pat_lo,avg_n_pres_lo,n_pat_lo,n_pres_lo,med_description_hi,frac_pat_hi,avg_n_pres_hi,n_pat_hi,n_pres_hi
FUROSEMIDE 10 MG/ML INJ SOLN,0.8571428571428571,2.9285714285714284,60,205,FUROSEMIDE 10 MG/ML INJ SOLN,0.9104477611940298,4.955223880597015,61,332
SENNOSIDES 8.6 MG PO TABS,0.7571428571428571,0.9571428571428572,53,67,ACETAMINOPHEN 325 MG PO TABS,0.835820895522388,1.208955223880597,56,81
ACETAMINOPHEN 325 MG PO TABS,0.7285714285714285,0.8857142857142857,51,62,POLYETHYLENE GLYCOL 3350 17 GRAM PO PWPK,0.8059701492537313,1.671641791044776,54,112
POLYETHYLENE GLYCOL 3350 17 GRAM PO PWPK,0.6857142857142857,0.9142857142857143,48,64,SENNOSIDES 8.6 MG PO TABS,0.7313432835820896,1.4029850746268657,49,94
ONDANSETRON 4 MG PO TBDL,0.5142857142857142,0.5428571428571428,36,38,ONDANSETRON HCL (PF) 4 MG/2 ML INJ SOLN,0.6417910447761194,0.835820895522388,43,56
POTASSIUM CHLORIDE 20 MEQ PO TBTQ,0.4857142857142857,1.2714285714285714,34,89,POTASSIUM CHLORIDE 20 MEQ PO TBTQ,0.5970149253731343,2.388059701492537,40,160
MELATONIN 5 MG PO TABS,0.45714285714285713,0.5,32,35,ONDANSETRON 4 MG PO TBDL,0.582089552238806,0.746268656716418,39,50
ONDANSETRON HCL (PF) 4 MG/2 ML INJ SOLN,0.44285714285714284,0.5142857142857142,31,36,DEXTROSE 50 % IN WATER (D50W) IV SYRG,0.5074626865671642,0.9104477611940298,34,61
DEXTROSE 50 % IN WATER (D50W) IV SYRG,0.38571428571428573,0.5285714285714286,27,37,NALOXONE 0.4 MG/ML INJ SOLN,0.47761194029850745,0.4925373134328358,32,33
ENOXAPARIN 40 MG/0.4 ML SC SYRG,0.37142857142857144,0.38571428571428573,26,27,MELATONIN 5 MG PO TABS,0.4626865671641791,0.6567164179104478,31,44
FUROSEMIDE 40 MG PO TABS,0.37142857142857144,0.9,26,63,SPIRONOLACTONE 25 MG PO TABS,0.44776119402985076,1.3582089552238805,30,91
GLUCOSE 4 GRAM PO CHEW,0.35714285714285715,0.38571428571428573,25,27,FUROSEMIDE 40 MG PO TABS,0.43283582089552236,0.8507462686567164,29,57
MAGNESIUM SULFATE IN WATER 2 GRAM/50 ML (4 %) IV PGBK,0.35714285714285715,0.44285714285714284,25,31,GLUCOSE 4 GRAM PO CHEW,0.40298507462686567,0.4925373134328358,27,33
PANTOPRAZOLE 40 MG PO TBEC,0.35714285714285715,0.4142857142857143,25,29,ZZZ IMS TEMPLATE,0.40298507462686567,0.6119402985074627,27,41
SPIRONOLACTONE 25 MG PO TABS,0.35714285714285715,0.7,25,49,ENOXAPARIN 40 MG/0.4 ML SC SYRG,0.3880597014925373,0.4626865671641791,26,31
FUROSEMIDE 20 MG PO TABS,0.34285714285714286,0.7142857142857143,24,50,IPRATROPIUM-ALBUTEROL 0.5 MG-3 MG(2.5 MG BASE)/3 ML INH NEBU,0.3880597014925373,0.9402985074626866,26,63
NALOXONE 0.4 MG/ML INJ SOLN,0.34285714285714286,0.37142857142857144,24,26,ACETAMINOPHEN 500 MG PO TABS,0.3582089552238806,0.5671641791044776,24,38
MAGNESIUM SULFATE IN D5W 1 GRAM/100 ML IV PGBK,0.3142857142857143,0.4142857142857143,22,29,ATORVASTATIN 40 MG PO TABS,0.3582089552238806,0.5223880597014925,24,35
ASPIRIN 81 MG PO TBEC,0.2714285714285714,0.34285714285714286,19,24,MAGNESIUM SULFATE IN WATER 2 GRAM/50 ML (4 %) IV PGBK,0.3582089552238806,0.6716417910447762,24,45
APIXABAN 5 MG PO TABS,0.2571428571428571,0.4,18,28,MAGNESIUM SULFATE IN D5W 1 GRAM/100 ML IV PGBK,0.34328358208955223,0.5223880597014925,23,35
