med_description_lo,frac_pat_lo,avg_n_pres_lo,n_pat_lo,n_pres_lo,med_description_hi,frac_pat_hi,avg_n_pres_hi,n_pat_hi,n_pres_hi
DIPHENHYDRAMINE HCL 50 MG/ML INJ SOLN,0.9814814814814815,1.4444444444444444,53,78,DIPHENHYDRAMINE HCL 50 MG/ML INJ SOLN,1.0,2.192982456140351,57,125
ONDANSETRON HCL (PF) 4 MG/2 ML INJ SOLN,0.9444444444444444,2.6481481481481484,51,143,ONDANSETRON HCL (PF) 4 MG/2 ML INJ SOLN,1.0,3.9649122807017543,57,226
ALTEPLASE 2 MG INTRA-CATHET SOLR,0.9074074074074074,1.037037037037037,49,56,NS IV BOLUS,0.9824561403508771,2.017543859649123,56,115
NS IV BOLUS,0.9074074074074074,1.1851851851851851,49,64,ALTEPLASE 2 MG INTRA-CATHET SOLR,0.9649122807017544,1.4035087719298245,55,80
EPINEPHRINE 1 MG/ML (1 ML) INJ SOLN,0.8888888888888888,0.9629629629629629,48,52,ACETAMINOPHEN 325 MG PO TABS,0.9298245614035088,3.543859649122807,53,202
METHYLPREDNISOLONE SOD SUC(PF) 125 MG/2 ML INJ SOLR,0.8703703703703703,1.0,47,54,LORAZEPAM 0.5 MG PO TABS,0.9298245614035088,4.0701754385964914,53,232
LORAZEPAM 2 MG/ML INJ SOLN,0.8333333333333334,2.1296296296296298,45,115,LORAZEPAM 2 MG/ML INJ SOLN,0.8947368421052632,5.5964912280701755,51,319
ONDANSETRON HCL 8 MG PO TABS,0.8148148148148148,2.1296296296296298,44,115,EPINEPHRINE 1 MG/ML (1 ML) INJ SOLN,0.8245614035087719,1.105263157894737,47,63
SENNOSIDES 8.6 MG PO TABS,0.7962962962962963,1.1111111111111112,43,60,METHYLPREDNISOLONE SOD SUC(PF) 125 MG/2 ML INJ SOLR,0.8245614035087719,1.0701754385964912,47,61
ACETAMINOPHEN 325 MG PO TABS,0.7407407407407407,2.037037037037037,40,110,ONDANSETRON HCL 8 MG PO TABS,0.8070175438596491,2.3157894736842106,46,132
LORAZEPAM 0.5 MG PO TABS,0.7407407407407407,1.6851851851851851,40,91,POLYETHYLENE GLYCOL 3350 17 GRAM PO PWPK,0.7894736842105263,1.1228070175438596,45,64
ENOXAPARIN 40 MG/0.4 ML SC SYRG,0.7037037037037037,0.7777777777777778,38,42,SENNOSIDES 8.6 MG PO TABS,0.7894736842105263,1.2456140350877194,45,71
POLYETHYLENE GLYCOL 3350 17 GRAM PO PWPK,0.6851851851851852,1.0925925925925926,37,59,PROCHLORPERAZINE EDISYLATE 10 MG/2 ML (5 MG/ML) INJ SOLN,0.7719298245614035,0.9122807017543859,44,52
PROCHLORPERAZINE EDISYLATE 10 MG/2 ML (5 MG/ML) INJ SOLN,0.6666666666666666,0.7037037037037037,36,38,FAMOTIDINE 20 MG PO TABS,0.7368421052631579,1.0526315789473684,42,60
FAMOTIDINE 20 MG PO TABS,0.6296296296296297,0.9074074074074074,34,49,PROCHLORPERAZINE MALEATE 10 MG PO TABS,0.7192982456140351,1.0175438596491229,41,58
PROCHLORPERAZINE MALEATE 10 MG PO TABS,0.6296296296296297,0.8888888888888888,34,48,"HEPARIN, PORCINE (PF) 100 UNIT/ML IV SYRG",0.631578947368421,0.7017543859649122,36,40
DEXAMETHASONE 4 MG PO TABS,0.6111111111111112,1.0,33,54,DIPHENHYDRAMINE HCL 25 MG PO CAPS,0.6140350877192983,1.0,35,57
POTASSIUM CHLORIDE IV REPLACEMENT SCALE,0.5370370370370371,0.8888888888888888,29,48,POTASSIUM CHLORIDE IV REPLACEMENT SCALE,0.5964912280701754,1.8771929824561404,34,107
SODIUM CHLORIDE 0.9 % IV SOLP,0.5370370370370371,0.8518518518518519,29,46,DEXAMETHASONE 4 MG PO TABS,0.5789473684210527,1.3157894736842106,33,75
"HEPARIN, PORCINE (PF) 100 UNIT/ML IV SYRG",0.5185185185185185,0.5925925925925926,28,32,POTASSIUM CHLORIDE ORAL TABLET REPLACEMENT SCALE,0.5789473684210527,1.9824561403508771,33,113
