med_description_lo,frac_pat_lo,avg_n_pres_lo,n_pat_lo,n_pres_lo,med_description_hi,frac_pat_hi,avg_n_pres_hi,n_pat_hi,n_pres_hi
ACETAMINOPHEN 325 MG PO TABS,0.9154929577464789,1.028169014084507,65,73,ACETAMINOPHEN 325 MG PO TABS,0.8695652173913043,1.065217391304348,40,49
ONDANSETRON HCL (PF) 4 MG/2 ML INJ SOLN,0.8028169014084507,0.8591549295774648,57,61,ONDANSETRON HCL (PF) 4 MG/2 ML INJ SOLN,0.8478260869565217,0.9347826086956522,39,43
ONDANSETRON 4 MG PO TBDL,0.7746478873239436,0.8309859154929577,55,59,NALOXONE 0.4 MG/ML INJ SOLN,0.7391304347826086,0.782608695652174,34,36
ALUM-MAG HYDROXIDE-SIMETH 200-200-20 MG/5 ML PO SUSP,0.6901408450704225,0.7464788732394366,49,53,ONDANSETRON 4 MG PO TBDL,0.7391304347826086,0.8478260869565217,34,39
LORAZEPAM 2 MG/ML INJ (EPILEPSY ORDER SET),0.6901408450704225,0.7323943661971831,49,52,ALUM-MAG HYDROXIDE-SIMETH 200-200-20 MG/5 ML PO SUSP,0.6956521739130435,0.717391304347826,32,33
NALOXONE 0.4 MG/ML INJ SOLN,0.6619718309859155,0.704225352112676,47,50,LORAZEPAM 2 MG/ML INJ (EPILEPSY ORDER SET),0.6739130434782609,0.7391304347826086,31,34
LEVETIRACETAM 500 MG PO TABS,0.36619718309859156,0.6338028169014085,26,45,LORAZEPAM 2 MG/ML INJ SOLN,0.5217391304347826,1.5,24,69
ZZZ IMS TEMPLATE,0.36619718309859156,0.6197183098591549,26,44,ZZZ IMS TEMPLATE,0.4782608695652174,0.9347826086956522,22,43
POLYETHYLENE GLYCOL 3350 17 GRAM PO PWPK,0.3380281690140845,0.5915492957746479,24,42,POLYETHYLENE GLYCOL 3350 17 GRAM PO PWPK,0.45652173913043476,0.8695652173913043,21,40
LEVETIRACETAM 750 MG PO TABS,0.323943661971831,0.49295774647887325,23,35,LAMOTRIGINE 25 MG PO TABS,0.391304347826087,0.7608695652173914,18,35
LORAZEPAM 2 MG/ML INJ SOLN,0.30985915492957744,0.5352112676056338,22,38,LAMOTRIGINE 100 MG PO TABS,0.3695652173913043,0.8695652173913043,17,40
LAMOTRIGINE 100 MG PO TABS,0.2676056338028169,0.5211267605633803,19,37,LEVETIRACETAM 500 MG PO TABS,0.30434782608695654,0.43478260869565216,14,20
SENNOSIDES 8.6 MG PO TABS,0.23943661971830985,0.39436619718309857,17,28,ENOXAPARIN 40 MG/0.4 ML SC SYRG,0.2608695652173913,0.391304347826087,12,18
"LEVETIRACETAM 1,000 MG PO TABS",0.18309859154929578,0.22535211267605634,13,16,BISACODYL 10 MG PR SUPP,0.2391304347826087,0.391304347826087,11,18
LAMOTRIGINE 25 MG PO TABS,0.16901408450704225,0.2676056338028169,12,19,"LEVETIRACETAM IN NACL (ISO-OS) 1,000 MG/100 ML IV PGBK",0.2391304347826087,0.41304347826086957,11,19
LACOSAMIDE 100 MG PO TABS,0.15492957746478872,0.323943661971831,11,23,"LEVETIRACETAM IVPB (>1500 MG, <3750 MG)",0.2391304347826087,0.32608695652173914,11,15
"LEVETIRACETAM IN NACL (ISO-OS) 1,000 MG/100 ML IV PGBK",0.15492957746478872,0.2112676056338028,11,15,DEXTROSE 50 % IN WATER (D50W) IV SYRG,0.1956521739130435,0.2391304347826087,9,11
MISCELLANEOUS MEDICATION HELP ORDER,0.1267605633802817,0.16901408450704225,9,12,FOLIC ACID 1 MG PO TABS,0.1956521739130435,0.3695652173913043,9,17
DEXTROSE 50 % IN WATER (D50W) IV SYRG,0.11267605633802817,0.1267605633802817,8,9,GLUCOSE 4 GRAM PO CHEW,0.1956521739130435,0.2391304347826087,9,11
ENOXAPARIN 40 MG/0.4 ML SC SYRG,0.11267605633802817,0.1267605633802817,8,9,LACOSAMIDE 100 MG PO TABS,0.1956521739130435,0.3695652173913043,9,17
