med_description_lo,frac_pat_lo,avg_n_pres_lo,n_pat_lo,n_pres_lo,med_description_hi,frac_pat_hi,avg_n_pres_hi,n_pat_hi,n_pres_hi
ACETAMINOPHEN 325 MG PO TABS,0.8275862068965517,1.5689655172413792,48,91,ACETAMINOPHEN 325 MG PO TABS,0.9523809523809523,3.0476190476190474,40,128
CEFEPIME 2 GRAM/50 ML NS EXTENDED INFUSION MINIBAG PLUS,0.6724137931034483,0.9482758620689655,39,55,ONDANSETRON HCL (PF) 4 MG/2 ML INJ SOLN,0.7619047619047619,2.5714285714285716,32,108
ONDANSETRON HCL (PF) 4 MG/2 ML INJ SOLN,0.603448275862069,1.103448275862069,35,64,DIPHENHYDRAMINE HCL 50 MG/ML INJ SOLN,0.6428571428571429,3.3095238095238093,27,139
POLYETHYLENE GLYCOL 3350 17 GRAM PO PWPK,0.5517241379310345,0.7241379310344828,32,42,DIPHENHYDRAMINE HCL 25 MG PO CAPS,0.6190476190476191,2.142857142857143,26,90
TRAZODONE 50 MG PO TABS,0.4827586206896552,0.7586206896551724,28,44,LIDOCAINE (PF) 10 MG/ML (1 %) INJ SOLN,0.5952380952380952,0.8095238095238095,25,34
DIPHENHYDRAMINE HCL 50 MG/ML INJ SOLN,0.4482758620689655,1.1551724137931034,26,67,LORAZEPAM 2 MG/ML INJ SOLN,0.5714285714285714,4.476190476190476,24,188
TRIPLE MIX,0.4482758620689655,0.8275862068965517,26,48,ONDANSETRON 4 MG PO TBDL,0.5714285714285714,0.6666666666666666,24,28
ALUM-MAG HYDROXIDE-SIMETH 200-200-20 MG/5 ML PO SUSP,0.43103448275862066,0.7931034482758621,25,46,POLYETHYLENE GLYCOL 3350 17 GRAM PO PWPK,0.5714285714285714,0.7619047619047619,24,32
DIPHENHYDRAMINE HCL 25 MG PO CAPS,0.43103448275862066,0.896551724137931,25,52,PANTOPRAZOLE 40 MG PO TBEC,0.5238095238095238,0.7857142857142857,22,33
FAMOTIDINE 20 MG PO TABS,0.43103448275862066,0.896551724137931,25,52,TRAZODONE 50 MG PO TABS,0.5238095238095238,0.7380952380952381,22,31
HYDROCORTISONE SOD SUCC (PF) 100 MG/2 ML INJ SOLR,0.43103448275862066,0.8275862068965517,25,48,TRIPLE MIX,0.5238095238095238,1.8095238095238095,22,76
LIDOCAINE (PF) 10 MG/ML (1 %) INJ SOLN,0.43103448275862066,0.5,25,29,ACYCLOVIR 400 MG PO TABS,0.5,0.7380952380952381,21,31
LOPERAMIDE 2 MG PO CAPS,0.43103448275862066,1.4137931034482758,25,82,FAMOTIDINE 20 MG PO TABS,0.5,1.7380952380952381,21,73
ACYCLOVIR 400 MG PO TABS,0.41379310344827586,0.5517241379310345,24,32,LORAZEPAM 0.5 MG PO TABS,0.5,3.0,21,126
"GLYCERIN-DIMETHICONE-PETRO, WH TP CREA",0.41379310344827586,0.7413793103448276,24,43,NALOXONE 0.4 MG/ML INJ SOLN,0.5,0.7619047619047619,21,32
LORAZEPAM 2 MG/ML INJ SOLN,0.39655172413793105,1.6551724137931034,23,96,POTASSIUM CHLORIDE ORAL TABLET REPLACEMENT SCALE,0.5,1.619047619047619,21,68
ONDANSETRON 4 MG PO TBDL,0.39655172413793105,0.5,23,29,SODIUM CHLORIDE 0.9 % IV SOLP,0.47619047619047616,1.7380952380952381,20,73
POTASSIUM CHLORIDE IV REPLACEMENT SCALE,0.39655172413793105,0.7241379310344828,23,42,ALUM-MAG HYDROXIDE-SIMETH 200-200-20 MG/5 ML PO SUSP,0.4523809523809524,1.6428571428571428,19,69
POTASSIUM CHLORIDE ORAL TABLET REPLACEMENT SCALE,0.39655172413793105,0.7241379310344828,23,42,HYDROCORTISONE SOD SUCC (PF) 100 MG/2 ML INJ SOLR,0.4523809523809524,1.8095238095238095,19,76
MAGNESIUM SULFATE IV SCALE ,0.3793103448275862,0.41379310344827586,22,24,ACETAMINOPHEN 650 MG/20.3 ML PO SOLN,0.42857142857142855,1.5952380952380953,18,67
