med_description_lo,frac_pat_lo,avg_n_pres_lo,n_pat_lo,n_pres_lo,med_description_hi,frac_pat_hi,avg_n_pres_hi,n_pat_hi,n_pres_hi
DEXTROSE 50 % IN WATER (D50W) IV SYRG,1.0,1.3060109289617485,183,239,ELECTROLYTE-R (PH 7.4) IV SOLP,1.0,2.73943661971831,142,389
NALOXONE 0.4 MG/ML INJ SOLN,1.0,2.387978142076503,183,437,FENTANYL CITRATE (PF) 50 MCG/ML INJ SOLN (WRAPPER RECORD),1.0,2.683098591549296,142,381
ONDANSETRON 4 MG PO TBDL,1.0,2.092896174863388,183,383,HYDROMORPHONE 1 MG/ML INJ SYRG,1.0,4.070422535211268,142,578
ONDANSETRON HCL (PF) 4 MG/2 ML INJ SOLN,1.0,2.021857923497268,183,370,NALOXONE 0.4 MG/ML INJ SOLN,1.0,2.3943661971830985,142,340
OXYCODONE 5 MG PO TABS,1.0,6.983606557377049,183,1278,ONDANSETRON HCL (PF) 4 MG/2 ML INJ SOLN,1.0,2.056338028169014,142,292
ACETAMINOPHEN 500 MG PO TABS,0.994535519125683,2.890710382513661,182,529,OXYCODONE 5 MG PO TABS,1.0,7.373239436619718,142,1047
ELECTROLYTE-R (PH 7.4) IV SOLP,0.994535519125683,2.6557377049180326,182,486,SENNOSIDES 8.6 MG PO TABS,1.0,1.852112676056338,142,263
POLYETHYLENE GLYCOL 3350 17 GRAM PO PWPK,0.994535519125683,1.1639344262295082,182,213,ACETAMINOPHEN 500 MG PO TABS,0.9929577464788732,2.8309859154929575,141,402
SENNOSIDES 8.6 MG PO TABS,0.994535519125683,1.721311475409836,182,315,BISACODYL 10 MG PR SUPP,0.9929577464788732,1.147887323943662,141,163
MAGNESIUM CITRATE PO SOLN,0.9890710382513661,0.9890710382513661,181,181,POLYETHYLENE GLYCOL 3350 17 GRAM PO PWPK,0.9929577464788732,1.2464788732394365,141,177
MAGNESIUM HYDROXIDE 400 MG/5 ML PO SUSP,0.9890710382513661,1.0710382513661203,181,196,MAGNESIUM HYDROXIDE 400 MG/5 ML PO SUSP,0.9859154929577465,1.1056338028169015,140,157
MINERAL OIL PR ENEM,0.9890710382513661,1.005464480874317,181,184,ONDANSETRON 4 MG PO TBDL,0.9859154929577465,2.0422535211267605,140,290
BISACODYL 10 MG PR SUPP,0.9836065573770492,1.0491803278688525,180,192,MAGNESIUM CITRATE PO SOLN,0.9788732394366197,1.0070422535211268,139,143
FENTANYL CITRATE (PF) 50 MCG/ML INJ SOLN (WRAPPER RECORD),0.9781420765027322,2.612021857923497,179,478,DEXTROSE 50 % IN WATER (D50W) IV SYRG,0.971830985915493,1.2746478873239437,138,181
HYDROMORPHONE 1 MG/ML INJ SYRG,0.9672131147540983,3.6721311475409837,177,672,MINERAL OIL PR ENEM,0.971830985915493,1.0211267605633803,138,145
METOCLOPRAMIDE HCL 5 MG/ML INJ SOLN,0.9453551912568307,1.1311475409836065,173,207,METOCLOPRAMIDE HCL 5 MG/ML INJ SOLN,0.9154929577464789,1.1056338028169015,130,157
MAGNESIUM SULFATE IN D5W 1 GRAM/100 ML IV PGBK,0.8579234972677595,0.8579234972677595,157,157,LIDOCAINE (PF) 10 MG/ML (1 %) INJ SOLN,0.8661971830985915,1.1690140845070423,123,166
MAGNESIUM SULFATE IN WATER 2 GRAM/50 ML (4 %) IV PGBK,0.8579234972677595,0.8633879781420765,157,158,GABAPENTIN 300 MG PO CAPS,0.8450704225352113,1.3661971830985915,120,194
POTASSIUM CHLORIDE ORAL TABLET REPLACEMENT SCALE,0.8469945355191257,0.8633879781420765,155,158,MAGNESIUM SULFATE IN D5W 1 GRAM/100 ML IV PGBK,0.8380281690140845,0.8732394366197183,119,124
GABAPENTIN 300 MG PO CAPS,0.8360655737704918,1.2459016393442623,153,228,MAGNESIUM SULFATE IN WATER 2 GRAM/50 ML (4 %) IV PGBK,0.8380281690140845,0.8732394366197183,119,124
